ACSSF,2019m1,nc,000,0108,0000043,2128,3234,2522,4849,4518,13025,5080,31646,10565,.,11408,12164,.,20803,.,25853,12154,.,13682,.,29189,22188,6628,.,7536,24543,12467,9709,11337,4374,18482,25562,10602,5284,5227,5165,18883,2149,5437,9411,19365,15086,12431,47624,35798,.,11683,.,26192,16173,21754,12258,17946,19836,1380,11047,48199,.,.,3720,11284,9681,4522,4099,4876,.,.,.,.,2887,3168,5444,10400
ACSSF,2019m1,nc,000,0108,0000044,2104,1153,8792,11930,19190,30110,32024,24219,43281,.,6373,12958,.,15998,.,75725,83626,8302,6114,1253,9960,12511,2922,18914,10656,.,6551,15963,3352,3955,5710,1152,3978,1555,4630,11008,3947,1464,2676,10658,13520,12481,10933,72135,8916,.,5164,8799,.,6264,.,2671,10046,4094,1556,4411,2518,.,9512,2292,11436,15040,4563,8133,1556,11832,11832,.,.,3611,3929,19176,9424
ACSSF,2019m1,nc,000,0108,0000045,2007,4975,7636,13163,13572,60656,28629,.,88410,.,40780,35355,.,60377,159793,225287,134519,.,16044,.,11802,27592,696,22050,7419,.,25969,23889,24198,11517,4064,12936,28172,8670,8531,28808,2507,3701,8384,18968,5867,21702,45573,.,.,.,8176,24642,.,12275,.,12561,9191,18838,5287,16497,.,.,.,4403,3065,10198,5301,18596,4771,.,.,.,.,9029,5573,30363,25373
ACSSF,2019m1,nc,000,0108,0000046,2567,2172,11030,11205,9599,58087,27390,61275,20607,.,13920,38258,.,7088,48259,82562,174417,.,15018,21715,1640,31005,1775,3303,19421,39968,12993,10372,16000,8076,10866,8931,7758,8269,5349,16108,10768,4415,3358,5198,6734,10034,14211,20122,18109,53067,14228,17098,.,5088,34875,9121,17133,20000,4206,8650,.,.,.,6187,7961,8931,6709,12891,4118,30771,.,.,.,5094,9023,13373,5823
ACSSF,2019m1,nc,000,0108,0000047,4108,6774,7871,27472,33629,.,17170,148528,15279,.,6026,.,.,339761,41229,23803,297266,3728,15163,6142,19141,.,11183,2030,3035,.,23151,32473,40815,4563,.,3024,7409,16822,32534,141370,1804,1893,8936,11162,18502,28786,.,.,.,.,11314,.,.,8649,.,11827,11852,38468,3385,729,.,.,.,21035,18729,5204,10186,27550,11790,11148,.,.,10661,10562,11112,.,12820
ACSSF,2019m1,nc,000,0108,0000048,3682,3184,12123,14620,21363,5897,9165,5381,44712,.,17139,74320,.,18540,238275,63390,110248,58613,5138,40419,11076,53777,.,13089,8470,44370,7627,19627,77874,10846,14129,8653,7482,4479,15999,4206,2866,2168,7654,2722,4205,17149,75404,75404,.,.,10021,7378,.,4737,17822,19263,11186,15146,3693,5172,.,.,.,9981,1101,4043,3083,8354,8510,.,.,.,.,5969,2531,16436,26936
ACSSF,2019m1,nc,000,0108,0000049,1137,1893,10725,12707,16120,32272,16142,26085,37114,.,15944,16664,141230,5842,29709,176587,121323,.,6310,87498,8555,22858,9122,2464,1891,17109,9411,11132,14888,6809,30341,5958,5982,6112,6062,15245,6761,3478,3578,8020,18836,8665,28959,40619,30686,23295,5519,8082,71145,6467,33700,9609,7926,8313,2492,12683,27433,3704,12484,2082,18911,10370,3494,11176,3246,278,.,.,.,14340,10515,38858,11235
ACSSF,2019m1,nc,000,0108,0000050,1072,3101,2148,5791,6090,9644,3397,4019,4532,18743,3590,8313,45514,6523,7702,17494,15506,10847,3162,11832,7083,29069,18701,3796,5541,2539,4410,7494,3486,1729,10927,6270,5343,1772,4024,3397,5522,914,2338,3712,6311,5221,7214,8989,16272,19635,2824,7984,23574,4452,20896,4499,7016,7521,1354,4599,31582,52763,22311,3953,2924,3793,1340,2160,1727,2975,16919,3927,11875,4222,5053,10473,5027
ACSSF,2019m1,nc,000,0108,0000051,2739,3605,8754,22256,23519,14994,22217,.,34034,118774,7873,37197,.,27895,.,142097,40405,7478,4152,.,28817,15388,27106,6554,13702,.,12187,15986,43056,8103,12141,9696,11384,8548,6980,8201,7596,2895,7507,7945,15984,14778,32839,.,.,.,4208,2653,.,14385,20639,10645,22521,5204,3975,17173,30154,.,30154,2012,35779,5326,6357,4897,7354,44025,.,.,.,14027,13634,31480,18074
ACSSF,2019m1,nc,000,0108,0000052,3260,4121,24140,36055,39034,10978,39580,135614,.,.,24592,40294,.,75339,18872,910,.,.,22603,49009,75197,75197,.,16034,20199,.,9343,20609,14158,3940,.,3881,20855,7273,11417,16068,10933,3318,12996,18337,21730,39132,.,.,.,.,27409,21810,.,34945,.,15309,14214,30540,12981,9058,.,.,.,4380,26367,.,7246,18651,10095,.,.,.,.,8796,17951,.,13558
ACSSF,2019m1,nc,000,0108,0000053,4385,7155,16243,37212,57436,5947,42300,74416,57061,16571,15994,8509,.,23059,.,.,.,.,9968,.,68468,29774,64873,13603,6554,.,36532,26567,39722,5769,1871,15579,3041,5334,13808,43798,15329,5995,2220,13966,19260,12078,28297,.,.,.,36425,.,.,37758,3248,12946,27478,2304,8015,12594,.,.,.,12372,6028,1651,2744,12478,3991,.,.,.,.,13861,12965,.,25189
ACSSF,2019m1,nc,000,0108,0000054,1778,3702,13147,17205,15656,73612,24666,36302,41268,.,14637,16409,.,9540,8355,88599,77498,57854,4517,.,.,.,.,16247,2334,3808,13602,15865,1751,11640,.,12990,63825,20236,20669,25358,10392,3523,4354,10200,12459,39417,80724,49713,97247,78365,4520,7004,179108,16288,20474,31716,48359,9256,7575,10290,.,.,.,5315,.,39772,2032,2857,8266,16883,.,51740,22758,15963,21286,24705,.
ACSSF,2019m1,nc,000,0108,0000055,4763,6383,3441,14488,7148,9058,2881,2842,25664,61952,11691,38469,25019,20461,28953,126532,92212,34817,7834,63941,8219,17480,25864,5307,25683,53918,9049,6273,4785,18383,.,19406,9150,5490,6535,27764,7399,4723,6554,9864,16102,8130,7660,7863,16429,17466,5444,24664,226353,6549,23484,18806,12730,21496,12674,10729,94472,.,.,16717,5042,10401,1595,7376,5252,.,.,.,.,25253,65245,22959,20958
ACSSF,2019m1,nc,000,0108,0000056,610,1878,4782,8407,14308,13513,3299,6468,6840,78181,9537,15337,96301,7008,9609,20618,52305,14249,2535,13940,3386,16399,19294,2678,7101,10803,4406,5893,4263,2764,6574,1830,4402,2348,6600,7614,4974,1285,2782,3317,5762,4098,4273,3242,46630,18182,1675,1513,7998,4806,10505,6370,7333,6956,1212,1519,7013,3150,13349,2498,3581,3549,2444,3163,2669,8487,.,9508,51249,2896,5716,4171,6893
ACSSF,2019m1,nc,000,0108,0000057,4625,5711,12629,17441,23261,27792,18017,27896,33893,.,9056,76250,38913,46507,12666,190749,180131,.,6246,.,50003,7991,24127,15596,28816,.,20374,24493,44101,4670,.,23787,18217,12895,12780,33305,10935,3477,3020,3416,4409,17074,60531,36157,.,16065,17177,53374,6070,20855,21125,16943,20998,61145,6924,2668,.,.,.,10041,20165,14431,6263,19907,1540,.,.,.,.,18398,8157,17068,34741
ACSSF,2019m1,nc,000,0108,0000058,1711,2455,3809,5803,24924,3898,8342,6835,31220,23823,12590,6625,71850,13386,11160,13677,12570,5190,5443,33649,37013,58386,.,6744,10292,19974,7921,9270,12576,4136,.,4128,25213,1168,9240,2801,9153,3314,4700,7944,28945,6301,9502,25332,34496,27983,6176,9013,66153,7609,12975,10215,4090,5374,4227,5673,43319,35433,.,8184,6204,15375,5114,2627,2456,57328,.,70905,57542,10250,11268,29734,21864
ACSSF,2019m1,nc,000,0108,0000059,2041,1026,10718,12009,26414,33550,46221,28474,65648,21756,5692,17864,75402,13321,9444,32236,54866,50451,6261,.,11168,12104,7511,4337,2149,2525,3691,3639,4738,3181,12685,6933,3448,3017,4083,10302,10209,2134,2889,8883,11516,12638,27694,51435,.,.,5573,1457,19415,6065,1449,4332,6340,10662,979,5713,8126,35504,7036,3414,7406,2939,2031,3101,3674,.,.,.,.,5262,3665,18923,6442
ACSSF,2019m1,nc,000,0108,0000060,2803,3465,3818,12263,26670,28039,4715,59204,7130,36602,10416,126015,114967,9767,.,.,.,.,4931,1769,25506,34021,27626,19482,11582,33189,7070,9621,37457,10471,.,4664,8739,4995,3520,14337,15776,3213,4152,18003,10837,48974,30792,29977,.,.,8126,34138,.,11940,41580,24863,26693,2056,7464,20599,53923,92827,.,13942,13179,12993,10157,9575,4834,46845,.,.,.,11718,16273,19047,13090
