ACSSF,2019e1,nc,000,0027,0000066,119357,21762,13405,84190,96095,17550,11186,67359,11334,1832,1574,7928,8820,1727,449,6644,3108,653,196,2259,,,,,,,,,,,,,,,,,,,,,118368,55961,62407,95446,49470,45976,11141,2784,8357,8820,2603,6217,2961,1104,1857,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000067,233540,45782,25410,162348,202962,39713,20296,142953,21557,4554,4088,12915,5571,1044,934,3593,3450,471,92,2887,,,,,,,,,,,,,,,,,,,,,232819,127820,104999,203150,119475,83675,21184,4728,16456,5035,2712,2323,3450,905,2545,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000068,88147,13416,10076,64655,72991,11472,8650,52869,7282,993,785,5504,3948,608,540,2800,3926,343,101,3482,,,,,,,,,,,,,,,,,,,,,87685,43964,43721,73046,37333,35713,7073,2237,4836,3948,2844,1104,3618,1550,2068,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000069,861656,92454,72605,696597,720235,74612,59414,586209,77484,9274,9424,58786,27927,3725,2238,21964,36010,4843,1529,29638,,,,,,,,,,,,,,,,,,,,,863278,492054,371224,721407,439282,282125,77495,23320,54175,27870,13855,14015,36506,15597,20909,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000070,97492,7779,7903,81810,80011,4425,5055,70531,8816,1999,2148,4669,6516,1100,597,4819,2149,255,103,1791,,,,,,,,,,,,,,,,,,,,,97307,69471,27836,79701,62156,17545,9067,3992,5075,6516,2485,4031,2023,838,1185,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000071,72657,7715,9786,55156,63774,6525,7446,49803,6042,748,2111,3183,1661,200,174,1287,1180,242,55,883,,,,,,,,,,,,,,,,,,,,,73214,44782,28432,64170,41920,22250,5945,1088,4857,1919,1118,801,1180,656,524,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000072,263897,38170,16756,208971,214929,27936,11797,175196,26483,4992,3208,18283,13412,3429,1631,8352,9073,1813,120,7140,,,,,,,,,,,,,,,,,,,,,262669,147999,114670,214343,133096,81247,25860,6609,19251,13485,5286,8199,8981,3008,5973,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000073,200058,37296,21780,140982,147704,27297,13499,106908,25270,5096,4471,15703,11117,1773,933,8411,15967,3130,2877,9960,,,,,,,,,,,,,,,,,,,,,200485,89651,110834,147851,74105,73746,25568,6460,19108,11099,4582,6517,15967,4504,11463,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000074,276117,54454,27154,194509,233336,40857,24912,167567,27878,9822,1719,16337,10111,3319,398,6394,4792,456,125,4211,,,,,,,,,,,,,,,,,,,,,275213,142320,132893,232792,128801,103991,27551,7083,20468,10078,4014,6064,4792,2422,2370,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0027,0000075,100373,15534,11702,73137,84546,11579,10918,62049,11930,3257,164,8509,2736,642,492,1602,1161,56,128,977,,,,,,,,,,,,,,,,,,,,,100296,57672,42624,84514,53043,31471,11885,3071,8814,2736,871,1865,1161,687,474,,,,,,,,,,,,,,,
