ACSSF,2019e1,nc,000,0006,0000001,6054326,164,384,0,1012618,29144,5218,0,1596,5381,3029,1386,2556,5189,4789,1267,109,574,3205,0,1199,5614,40150,2269,519,5060,0,1121,1262,492,5502,1691,3101,17485,13891,397848,114,182764,2513,32069,13475,271652,0,10413,1473,6655,277,5295,234042,355,103243,492,2487,139,1369,236,81,9003,15264,515,40085,5759,6988,13366,10412,119633,83940,1038,851,3552,676,0,109740,186,4473,2797,3260,1747,6922,153,1770,1454,1514,3724,913,111,67283,13433,11215,5081,4099,11980,12230,22523,216,196,221,173,1920,0,3781,11981,1029,699,2307,0,1667,3150896,6054326,1012618,29144,40150,5502,3101,17485,397848,182764,32069,13475,271652,10413,6655,234042,103243,2487,15264,40085,5759,13366,119633,83940,3552,109740,11215,5081,11980,12230,22523,3237310
ACSSF,2019e1,nc,000,0006,0000002,4106082,164,384,0,503954,23300,4105,0,1596,3351,2859,501,1834,5189,3865,909,109,231,2479,0,1120,5319,28483,2201,462,3345,0,655,976,157,3540,1153,2322,11546,10307,244941,97,125657,1702,21209,8987,179848,0,9035,1398,5230,277,5156,149331,297,74202,429,2126,139,1369,161,0,6390,10938,467,29639,3729,6403,10798,7976,76559,56615,988,536,2674,572,0,99092,186,3998,2641,2945,1569,5725,153,1770,1454,1029,3440,913,111,60030,13128,7620,2887,3555,10493,7824,19875,181,191,131,87,1765,0,3328,10576,718,699,2199,0,1645,2304100,4106082,503954,23300,28483,3540,2322,11546,244941,125657,21209,8987,179848,9035,5230,149331,74202,2126,10938,29639,3729,10798,76559,56615,2674,99092,7620,2887,10493,7824,19875,2373628
ACSSF,2019e1,nc,000,0006,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948244,508664,5844,11667,1962,779,5939,152907,57107,10860,4488,91804,1378,1425,84711,29041,361,4326,10446,2030,2568,43074,27325,878,10648,3595,2194,1487,4406,2648,863682
ACSSF,2019e1,nc,000,0006,0000004,5688339,164,376,0,919787,28263,5218,0,1596,4681,2948,1386,2556,5189,4689,1267,109,564,3145,0,1140,5550,38326,2201,519,4685,0,1043,1262,492,5379,1575,3031,15482,13519,377218,114,177304,2400,30495,13261,261193,0,10258,1473,6332,277,5295,223712,355,99681,492,2443,139,1369,236,81,8463,14182,515,38690,5716,6953,13128,10140,111628,79908,1038,851,3269,676,0,107338,186,4431,2797,3260,1747,6698,153,1770,1454,1494,3724,913,111,65167,13433,10555,4810,4099,11900,11923,21800,181,196,131,173,1920,0,3713,11799,756,699,2232,0,1667,2957083,5688339,919787,28263,38326,5379,3031,15482,377218,177304,30495,13261,261193,10258,6332,223712,99681,2443,14182,38690,5716,13128,111628,79908,3269,107338,10555,4810,11900,11923,21800,3041327
ACSSF,2019e1,nc,000,0006,0000005,4794485,164,286,0,669372,27470,5057,0,1596,4580,2948,1386,2478,4757,4668,1230,109,533,2687,0,1112,5411,33105,2201,451,3531,0,719,1039,492,4834,1341,2842,13735,12484,324309,97,158830,2350,28418,11513,233351,0,10068,1473,5692,277,5236,196811,313,91490,384,2302,21,1369,161,81,7886,13082,451,35199,4840,6833,12308,9062,93242,64962,959,618,3089,676,0,99873,186,3956,2797,3209,1747,6481,153,1770,1454,1494,3724,888,111,58486,13417,9805,4472,3705,11638,10751,20275,181,196,131,173,1890,0,3436,10725,658,699,2186,0,1467,2519598,4794485,669372,27470,33105,4834,2842,13735,324309,158830,28418,11513,233351,10068,5692,196811,91490,2302,13082,35199,4840,12308,93242,64962,3089,99873,9805,4472,11638,10751,20275,2596807
ACSSF,2019e1,nc,000,0006,0000006,2152513,110,137,0,166782,17281,3184,0,1527,2795,2372,531,980,3865,2027,394,0,204,1280,0,609,3066,13659,825,216,1351,0,275,431,44,2422,395,1064,5838,5372,99529,43,57299,676,10662,2650,77178,0,4552,1090,2535,31,4535,59519,219,34427,270,1402,0,1230,35,0,3827,5059,116,11166,1791,2676,3812,2089,33120,22142,768,451,1606,291,0,72253,83,3019,2537,1841,1149,5054,153,1392,1454,650,3117,729,111,41715,9249,3425,1557,2726,5152,3133,14441,89,191,131,87,1689,0,2632,6457,443,699,2023,0,1038,1380237,2152513,166782,17281,13659,2422,1064,5838,99529,57299,10662,2650,77178,4552,2535,59519,34427,1402,5059,11166,1791,3812,33120,22142,1606,72253,3425,1557,5152,3133,14441,1417057
ACSSF,2019e1,nc,000,0006,0000007,2641972,54,149,0,502590,10189,1873,0,69,1785,576,855,1498,892,2641,836,109,329,1407,0,503,2345,19446,1376,235,2180,0,444,608,448,2412,946,1778,7897,7112,224780,54,101531,1674,17756,8863,156173,0,5516,383,3157,246,701,137292,94,57063,114,900,21,139,126,81,4059,8023,335,24033,3049,4157,8496,6973,60122,42820,191,167,1483,385,0,27620,103,937,260,1368,598,1427,0,378,0,844,607,159,0,16771,4168,6380,2915,979,6486,7618,5834,92,5,0,86,201,0,804,4268,215,0,163,0,429,1139361,2641972,502590,10189,19446,2412,1778,7897,224780,101531,17756,8863,156173,5516,3157,137292,57063,900,8023,24033,3049,8496,60122,42820,1483,27620,6380,2915,6486,7618,5834,1179750
ACSSF,2019e1,nc,000,0006,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893854,250415,793,5221,545,189,1747,52909,18474,2077,1748,27842,190,640,26901,8191,141,1100,3491,876,820,18386,14946,180,7465,750,338,262,1172,1525,444520
ACSSF,2019e1,nc,000,0006,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235021,39702,614,897,228,29,204,11231,5427,507,480,7912,104,406,5935,1631,0,689,1198,302,365,3117,3747,78,3959,193,0,47,254,1031,144734
ACSSF,2019e1,nc,000,0006,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658833,210713,179,4324,317,160,1543,41678,13047,1570,1268,19930,86,234,20966,6560,141,411,2293,574,455,15269,11199,102,3506,557,338,215,918,494,299786
