ACSSF,2019e1,nc,000,0108,0000036,41318,46953,79716,87460,91806,81475,81532,86475,71555,81250,48699,48481,100235,37687,47000,76101,100250,61177,25817,27216,43350,34608,56782,19233,27591,31392,43496,46868,40579,35451,16985,31762,42448,32901,35270,45054,26936,36736,53008,61115,62096,60074,71169,71993,47179,47716,41076,42248,80514,36010,41615,57009,63671,38162,21085,27389,36292,29906,57479,14557,17781,21281,31198,25815,34035,28526,.,27073,39497,21393,22873,26334,17891
ACSSF,2019e1,nc,000,0108,0000037,32340,35642,57206,81481,56782,82151,57480,82964,56486,.,55162,56119,.,40500,31695,36371,70319,36129,21086,13799,48192,48313,41750,21348,19597,7634,26189,21884,30400,30364,23109,21538,41670,35268,36392,36917,30179,30747,41328,45516,48750,45332,34565,.,.,.,25478,37030,.,31301,9449,57940,59477,36688,11013,13001,31795,.,31660,6964,11919,11157,27356,28239,27127,8924,.,.,.,21055,2499,32731,36091
ACSSF,2019e1,nc,000,0108,0000038,33372,39066,48865,47250,46012,50961,57891,86250,49235,.,29112,28074,.,34076,.,250001,250001,.,17383,.,52582,49896,.,11053,18545,.,34133,35498,26757,36778,39423,35413,44115,43098,44819,45410,18047,26814,39211,49870,49320,65336,38941,.,.,.,23053,39665,57524,17059,.,41201,41839,31866,20037,21240,26873,26735,.,17378,8672,11237,25735,16215,26647,.,.,.,.,32593,42223,.,20806
ACSSF,2019e1,nc,000,0108,0000039,33925,36736,70116,70789,71364,70559,76531,113217,71667,30357,44611,48958,31362,41275,32400,96148,96376,38567,25526,15853,49077,48250,58676,12293,30187,25651,34427,33957,40384,31155,29940,27977,36157,22427,34641,16036,15153,30958,45312,48703,45379,66693,48737,77554,50609,43825,40459,32310,101431,40230,36265,50859,62321,31848,14586,17192,21475,21475,.,13271,11431,19450,24764,23902,30220,40356,.,.,.,15960,13451,26554,35545
ACSSF,2019e1,nc,000,0108,0000040,26587,30740,60078,61535,65616,60730,51741,60799,51753,.,35906,92706,.,26865,.,65588,66215,51993,19425,.,34124,4893,34231,14389,23675,47635,31374,30703,36622,28317,47897,21711,35937,21864,35079,29231,6692,23219,40227,45438,45615,44770,38298,25838,26795,.,34458,47328,34943,34966,6484,45510,80710,43877,14849,28750,53057,.,.,15169,13284,15699,21400,16126,24752,21579,.,.,.,25347,16133,26933,.
ACSSF,2019e1,nc,000,0108,0000041,38672,45182,71622,70848,85625,64061,81869,81320,122800,51793,52075,30289,140393,44947,55852,151660,151660,.,20225,.,57157,75199,42041,11775,40788,3497,19142,16093,25651,35009,.,28972,41474,29554,38088,31468,8560,31574,50355,54808,56472,41674,51144,96605,.,33342,40367,50561,66645,33880,36536,50752,57484,20557,19285,24621,14956,.,.,11689,21632,26880,26911,21205,32083,6106,.,.,.,20711,26436,11541,27607
ACSSF,2019e1,nc,000,0108,0000042,32659,38439,55892,61417,65230,60958,65955,74880,65725,61678,39098,31144,58647,32131,39074,70588,120911,57311,26410,26114,43647,100643,41830,22074,50374,12018,41185,45625,40012,32037,.,31820,34679,30156,40350,33602,22612,30446,46855,43542,40630,57594,50783,53411,.,46879,39773,55945,42396,39265,23407,50811,61688,30387,19262,20235,40746,.,40746,19920,31370,10176,22194,12231,31866,19020,.,.,.,30527,30654,9535,31715
ACSSF,2019e1,nc,000,0108,0000043,31993,40259,60812,61471,61011,73115,63086,57000,65975,.,40805,36563,.,41344,.,83770,90844,.,23042,.,31667,15109,46065,2499,33469,18125,33807,26005,42161,32447,24950,17489,45474,37211,35655,43353,38443,24411,40526,43793,45066,43693,64030,64720,67817,.,30038,.,38922,30318,28967,50723,60588,27427,15598,24085,12123,.,.,13234,17841,7091,25628,17399,32009,.,.,.,.,20138,19878,23719,17090
ACSSF,2019e1,nc,000,0108,0000044,29322,32056,52068,65770,60993,67382,70342,70427,70941,.,41317,41150,.,49718,.,47295,91325,35723,29265,16983,40165,27018,40723,4882,28077,.,35249,40404,31699,30167,15639,31117,27302,31202,32946,39920,21615,25402,42135,39365,39750,38877,36005,33554,40495,.,42657,45745,.,42738,.,45470,50245,42652,15748,19529,43143,.,43641,13487,16274,15421,22669,10013,26890,9416,9416,.,.,22262,21971,28333,19589
ACSSF,2019e1,nc,000,0108,0000045,30037,38142,58353,71266,71899,44932,56464,.,76890,.,27409,35655,.,40706,11599,160115,161000,.,28887,.,45571,29141,46395,25288,21540,.,31741,30766,44154,35395,11433,35918,27468,32464,32224,42236,27378,24366,48204,47736,49056,26485,71633,.,.,.,40638,46786,.,36648,.,53493,60348,29797,11246,14501,.,.,.,13527,4814,6810,26005,29760,24829,.,.,.,.,24891,30078,24112,23110
ACSSF,2019e1,nc,000,0108,0000046,35392,41995,64901,70082,70274,61700,65473,105530,51554,.,51296,52845,.,51169,45374,121409,135793,.,40522,41013,46304,46159,46338,18118,32654,55691,42857,50199,25889,32494,11820,35701,40116,36802,34804,55362,29319,27532,40994,42910,46025,40794,42018,51202,41382,30250,35252,36358,.,27105,26331,53676,62309,26596,17215,15632,.,.,.,17708,15199,23629,26960,14208,32084,6406,.,.,.,22959,22627,25677,22500
ACSSF,2019e1,nc,000,0108,0000047,31680,39786,51305,57083,67755,.,51343,41813,60408,.,46978,.,.,56612,45662,55551,67287,39089,44421,11702,61455,.,61841,13193,48225,.,50465,51030,50018,27041,.,29101,24482,32040,34286,125010,21910,26761,39770,41858,42483,31884,.,.,.,.,41807,.,.,41413,.,36484,36699,33922,23201,26398,.,.,.,7756,20127,12121,26296,30394,26085,25458,.,.,26431,26225,35711,.,26227
ACSSF,2019e1,nc,000,0108,0000048,30906,35798,52185,60940,65699,41329,50813,51167,43261,.,50172,70041,.,46990,18529,79159,114725,45280,25243,50434,46307,56667,.,9115,26502,44400,33400,29633,43333,25864,4367,21128,45529,33013,37721,34917,25496,26068,40278,46345,45741,50966,65487,65487,.,.,27447,37017,.,25449,29093,50216,52423,29092,21017,24790,.,.,.,6931,6346,15519,21729,15962,24638,.,.,.,.,25576,26197,17363,25141
