ACSSF,2019m1,nc,000,0005,0000030,0,0,0,3417,1923,308,756,2896,129,1925,1240,258,1668,1828,216,1513,424,249,143,1192,375,216,346,123,248,216,1503,1166,72,216,958,0,0,1135,3892,628,1248,192,1298,4693,333,4614,0,3581,1451,585,216,105,3568,1883,1576,1166,0,0,0,0,0,0,3417,1923,308,756,2896,1513,1503,0,0,1135,3892,628,1248,192,1298,4693,333,4614,0
ACSSF,2019m1,nc,000,0005,0000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,82,957,458,323,216,179,1033,216,1033,0,2346,1423,76,1175,1559,2273,491,440,187,0,0,0,0,0,0,2096,1848,743,663,628,216,779,0,0,82,957,458,323,216,179,1033,216,1033,0
ACSSF,2019m1,nc,000,0005,0000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,0,0,229,804,420,555,216,229,995,216,995,0
ACSSF,2019m1,nc,000,0005,0000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2353,727,58,651,1657,1336,661,0,0,261,1680,323,431,216,216,1932,261,1868,0
ACSSF,2019m1,nc,000,0005,0000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,246,1368,607,335,216,65,1245,237,1225,0,3644,492,216,216,216,3624,540,496,239,0,0,0,0,0,0,3111,2174,377,328,2791,600,350,0,0,246,1368,607,335,216,65,1245,237,1225,0
ACSSF,2019m1,nc,000,0005,0000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,0,0,129,672,330,131,129,129,580,216,580,0
ACSSF,2019m1,nc,000,0005,0000036,0,0,0,7003,3832,1306,3730,6480,1463,3026,5575,732,378,4802,216,3765,161,216,127,2550,1845,216,1628,1351,1957,216,1440,417,94,216,1371,0,0,1086,4331,1194,2602,229,1223,5483,449,5336,0,7524,2312,1567,232,216,7868,1231,1015,661,0,0,0,0,0,0,7003,3832,1306,3730,6480,3765,1440,0,0,1086,4331,1194,2602,229,1223,5483,449,5336,0
ACSSF,2019m1,nc,000,0005,0000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,0,0,169,1031,640,403,326,172,687,144,669,0
ACSSF,2019m1,nc,000,0005,0000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,0,0,216,1112,268,247,216,216,1018,216,1018,0
ACSSF,2019m1,nc,000,0005,0000039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2326,522,252,349,1950,227,1704,0,0,525,1843,402,497,222,525,1904,216,1904,0
ACSSF,2019m1,nc,000,0005,0000040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,75,2109,562,555,48,115,2185,565,2095,0,2278,923,242,289,216,1102,1613,1129,1269,0,0,0,0,0,0,3086,1766,235,819,1266,1316,491,0,0,75,2109,562,555,48,115,2185,565,2095,0
ACSSF,2019m1,nc,000,0005,0000041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2036,942,512,78,1598,1182,719,0,0,66,1407,289,607,17,711,1327,309,1305,0
ACSSF,2019m1,nc,000,0005,0000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1421,747,654,216,407,240,1073,0,0,636,2329,428,1030,344,629,2444,853,2504,0
ACSSF,2019m1,nc,000,0005,0000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1906,1122,1340,53,973,216,330,0,0,216,1925,374,1458,216,216,1237,216,1237,0
ACSSF,2019m1,nc,000,0005,0000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1307,315,43,216,1386,60,388,0,0,382,424,855,372,95,599,867,76,857,0
ACSSF,2019m1,nc,000,0005,0000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0005,0000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1650,681,201,771,1565,489,939,0,0,584,1234,199,523,216,517,1338,433,1288,0
ACSSF,2019m1,nc,000,0005,0000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,0,0,216,863,84,135,216,209,795,216,795,0
ACSSF,2019m1,nc,000,0005,0000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,0,0,28,795,347,84,216,216,604,28,604,0
ACSSF,2019m1,nc,000,0005,0000049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,321,1462,445,757,161,646,1777,327,1670,0,2760,525,216,216,184,2602,700,411,632,0,0,0,0,0,0,2637,2403,446,401,915,1371,928,0,0,321,1462,445,757,161,646,1777,327,1670,0
ACSSF,2019m1,nc,000,0005,0000050,0,0,0,7632,3843,2212,4602,5587,875,1126,2647,928,429,4826,1242,2316,613,327,286,721,603,63,565,97,1984,216,3327,1145,162,216,3308,0,0,742,3565,859,1738,113,858,4486,836,4413,0,6280,2876,1578,479,193,6189,1775,949,1353,0,0,0,0,0,0,7632,3843,2212,4602,5587,2316,3327,0,0,742,3565,859,1738,113,858,4486,836,4413,0
ACSSF,2019m1,nc,000,0005,0000051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2211,831,216,216,2497,1114,289,0,0,364,803,224,426,12,107,1023,352,966,0
ACSSF,2019m1,nc,000,0005,0000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0005,0000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0005,0000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2550,2543,,,,,,,,,,,40,2550,3397,2376,765,832,216,216,699,29,697,2543
ACSSF,2019m1,nc,000,0005,0000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888,3088,4842,3397,426,3741,98,489,1330,502,1290,3076,2074,1205,173,479,216,2160,528,295,428,888,3088,3076,888,3088,3076,2157,836,751,440,1203,730,481,888,3088,4842,3397,426,3741,98,489,1330,502,1290,3076
ACSSF,2019m1,nc,000,0005,0000056,49,5253,5258,6601,3777,920,3745,6399,1465,2956,5431,732,360,4697,216,3187,161,216,108,1757,1677,216,1235,1351,657,216,1321,417,94,216,1235,49,5253,6347,6573,1194,3299,220,1153,5388,441,5237,5258,7741,2408,1563,232,216,7801,1116,866,661,49,5253,5258,49,5253,5258,6601,3777,920,3745,6399,3187,1321,49,5253,6347,6573,1194,3299,220,1153,5388,441,5237,5258
ACSSF,2019m1,nc,000,0005,0000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3349,3346,27,3349,3346,4186,752,558,1887,676,941,1170,27,3349,4659,3780,261,1510,216,1377,1036,550,895,3346
ACSSF,2019m1,nc,000,0005,0000058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452,3154,3095,452,3154,3095,3229,1176,967,956,3667,792,321,452,3154,3233,3019,236,1319,250,1690,2295,216,2295,3095
ACSSF,2019m1,nc,000,0005,0000059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,2275,3610,3511,884,1372,403,962,2437,638,2400,2262,2314,1639,147,216,216,1696,964,489,836,59,2275,2262,59,2275,2262,2056,2254,766,1396,1725,1100,1054,59,2275,3610,3511,884,1372,403,962,2437,638,2400,2262
ACSSF,2019m1,nc,000,0005,0000060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,1916,1908,35,1916,1908,1786,990,127,931,1246,690,130,35,1916,2838,3019,296,829,216,490,1128,178,1113,1908
ACSSF,2019m1,nc,000,0005,0000061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,3940,5276,6538,1197,2115,192,981,3812,280,3769,3934,4051,1161,585,216,216,2819,1200,400,1127,72,3940,3934,72,3940,3934,2876,1873,214,756,2931,1138,1137,72,3940,5276,6538,1197,2115,192,981,3812,280,3769,3934
ACSSF,2019m1,nc,000,0005,0000062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,681,683,,,,,,,,,,,37,681,2875,3355,216,1060,216,629,2236,154,2190,683
ACSSF,2019m1,nc,000,0005,0000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311,3619,3518,1311,3619,3518,2796,682,207,216,1149,425,999,1311,3619,4419,4713,1158,2060,216,255,1307,194,1302,3518
ACSSF,2019m1,nc,000,0005,0000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2975,3755,2915,292,683,48,75,1652,107,1645,2972,3158,667,118,289,216,475,1289,444,1264,22,2975,2972,22,2975,2972,3400,1393,226,592,606,356,365,22,2975,3755,2915,292,683,48,75,1652,107,1645,2972
ACSSF,2019m1,nc,000,0005,0000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769,7191,9102,7935,1059,3533,216,394,2338,1059,2077,6944,5412,1871,1559,216,113,6507,942,464,802,769,7191,6944,769,7191,6944,6359,3039,1081,4439,4780,2404,2468,769,7191,9102,7935,1059,3533,216,394,2338,1059,2077,6944
ACSSF,2019m1,nc,000,0005,0000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,2086,2091,62,2086,2091,2123,381,208,153,1086,227,523,62,2086,2947,2595,344,542,178,403,1261,216,1261,2091
ACSSF,2019m1,nc,000,0005,0000067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2677,4145,3823,444,1139,216,333,2257,104,2263,2677,3535,2068,158,216,216,2505,1194,1116,275,38,2677,2677,38,2677,2677,4287,1595,390,221,2795,1523,927,38,2677,4145,3823,444,1139,216,333,2257,104,2263,2677
ACSSF,2019m1,nc,000,0005,0000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2550,2543,,,,,,,,,,,40,2550,3397,2376,765,832,216,216,699,29,697,2543
ACSSF,2019m1,nc,000,0005,0000069,49,5253,5258,6601,3777,920,3745,6399,1465,2956,5431,732,360,4697,216,3187,161,216,108,1757,1677,216,1235,1351,657,216,1321,417,94,216,1235,49,5253,6347,6573,1194,3299,220,1153,5388,441,5237,5258,7741,2408,1563,232,216,7801,1116,866,661,49,5253,5258,49,5253,5258,6601,3777,920,3745,6399,3187,1321,49,5253,6347,6573,1194,3299,220,1153,5388,441,5237,5258
ACSSF,2019m1,nc,000,0005,0000070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3349,3346,27,3349,3346,4186,752,558,1887,676,941,1170,27,3349,4659,3780,261,1510,216,1377,1036,550,895,3346
ACSSF,2019m1,nc,000,0005,0000071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,1916,1908,35,1916,1908,1786,990,127,931,1246,690,130,35,1916,2838,3019,296,829,216,490,1128,178,1113,1908
ACSSF,2019m1,nc,000,0005,0000072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3097,3095,43,3097,3095,3229,1176,967,956,3667,792,321,43,3097,3223,3019,236,1562,250,1690,2295,216,2295,3095
ACSSF,2019m1,nc,000,0005,0000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,2275,3610,3511,884,1372,403,962,2437,638,2400,2262,2314,1639,147,216,216,1696,964,489,836,59,2275,2262,59,2275,2262,2056,2254,766,1396,1725,1100,1054,59,2275,3610,3511,884,1372,403,962,2437,638,2400,2262
ACSSF,2019m1,nc,000,0005,0000074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,3940,5276,6538,1197,2115,192,981,3812,280,3769,3934,4051,1161,585,216,216,2819,1200,400,1127,72,3940,3934,72,3940,3934,2876,1873,214,756,2931,1138,1137,72,3940,5276,6538,1197,2115,192,981,3812,280,3769,3934
ACSSF,2019m1,nc,000,0005,0000075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3522,3518,48,3522,3518,2796,682,207,216,1149,425,999,48,3522,4302,4764,1151,2060,216,255,1271,194,1264,3518
ACSSF,2019m1,nc,000,0005,0000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,681,683,,,,,,,,,,,37,681,2875,3355,216,1060,216,629,2236,154,2190,683
ACSSF,2019m1,nc,000,0005,0000077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2975,3755,2915,292,683,48,75,1652,107,1645,2972,3158,667,118,289,216,475,1289,444,1264,22,2975,2972,22,2975,2972,3400,1393,226,592,606,356,365,22,2975,3755,2915,292,683,48,75,1652,107,1645,2972
ACSSF,2019m1,nc,000,0005,0000078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,3080,4797,3388,426,3741,98,489,1373,502,1293,3071,2084,1205,173,479,216,2160,528,295,428,56,3080,3071,56,3080,3071,2157,836,751,440,1203,730,469,56,3080,4797,3388,426,3741,98,489,1373,502,1293,3071
ACSSF,2019m1,nc,000,0005,0000079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,6948,9086,7931,1059,3464,216,394,2219,685,2077,6944,5412,1871,1559,216,113,6507,942,464,802,73,6948,6944,73,6948,6944,6359,3039,1081,4439,4780,2404,2468,73,6948,9086,7931,1059,3464,216,394,2219,685,2077,6944
ACSSF,2019m1,nc,000,0005,0000080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,2086,2091,62,2086,2091,2123,381,208,153,1086,227,523,62,2086,2947,2595,344,542,178,403,1261,216,1261,2091
ACSSF,2019m1,nc,000,0005,0000081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2677,4145,3823,444,1139,216,333,2257,104,2263,2677,3535,2068,158,216,216,2505,1194,1116,275,38,2677,2677,38,2677,2677,4287,1595,390,221,2795,1523,927,38,2677,4145,3823,444,1139,216,333,2257,104,2263,2677
ACSSF,2019m1,nc,000,0005,0000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7648,7383,5378,7045,643,3463,377,1748,4006,311,4010,3382,4236,578,163,216,216,3865,1038,736,578,7648,7383,3382,7648,7383,3382,4569,1520,1416,746,4101,1336,1212,7648,7383,5378,7045,643,3463,377,1748,4006,311,4010,3382
ACSSF,2019m1,nc,000,0005,0000083,10987,11268,7127,7088,3685,1838,1408,4204,547,967,2410,2510,96,2411,1199,1007,397,63,216,444,487,63,452,216,416,216,1365,699,132,216,1230,10987,11268,10719,8604,1078,3420,216,548,3566,416,3506,7127,7492,2550,265,1175,1567,5737,1644,1126,1057,10987,11268,7127,10987,11268,7127,7088,3685,1838,1408,4204,1007,1365,10987,11268,10719,8604,1078,3420,216,548,3566,416,3506,7127
ACSSF,2019m1,nc,000,0005,0000084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503,5718,4458,5027,842,1990,416,377,3380,1018,3478,2006,3387,1573,254,317,42,2995,1886,1293,1504,5503,5718,2006,5503,5718,2006,4211,2364,742,863,1799,1519,788,5503,5718,4458,5027,842,1990,416,377,3380,1018,3478,2006
ACSSF,2019m1,nc,000,0005,0000085,10713,10682,6571,6750,3579,1450,4681,5061,877,1995,2474,408,433,4410,1242,2643,584,520,825,1043,573,27,423,97,1969,216,3473,1013,91,216,3289,10713,10682,9008,8256,1059,4592,113,991,3685,1072,3465,6571,6559,2522,1594,479,113,6791,1548,820,1131,10713,10682,6571,10713,10682,6571,6750,3579,1450,4681,5061,2643,3473,10713,10682,9008,8256,1059,4592,113,991,3685,1072,3465,6571
ACSSF,2019m1,nc,000,0005,0000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1723,1723,1765,2658,794,1414,498,421,2749,111,2750,5,3605,2108,425,449,113,2933,1474,1282,707,1723,1723,5,1723,1723,5,4177,2127,640,804,3248,1709,2369,1723,1723,1765,2658,794,1414,498,421,2749,111,2750,5
ACSSF,2019m1,nc,000,0005,0000087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9694,9218,6067,8574,641,2941,300,2156,5224,149,5212,3240,5817,2669,2727,441,216,5769,1166,835,931,9694,9218,3240,9694,9218,3240,4754,2608,1376,939,3716,1519,1363,9694,9218,6067,8574,641,2941,300,2156,5224,149,5212,3240
