ACSSF,2019m1,nc,000,0070,0000001,14978,22682,5781,5189,6276,11740,3832,2065,1280,27043,6219,6726,8168,17117,5686,3130,2510,4937,4314,792,1449,838,2568,695,368,227,5671,1162,1221,1560,4258,1660,682,255,7306,3012,1137,491,869,2231,768,250,216,8043,1526,2081,1987,5330,2519,1572,865,,,,,,,,,,,,,,,,,,16462,10693,2413,3114,2502,5392,951,188,151,14015,2868,3512,3774,9271,2317,894,537,18075,8269,2963,2255,2242,3749,685,205,192,14753,4626,4214,3612,8466,1891,650,571,6438,18885,3970,4109,4533,11928,4819,2756,1869,19852,6147,7190,7966,15018,9122,5916,5946,3267,15274,3712,5013,4834,7861,1559,708,317,15327,4904,6315,4901,7815,3362,1698,663,5394,34891,32979,18379,18065,2616,31549,9984,8078,4353,29378,28050,4086,12496,9015,7921,4676,6754,35272,39146,53590,53663,3228,40589,25598,23525,4876,37409,36026,5560,24331,16603,15462,8284,11559,5394,34891,32979,18379,31549,9984,29378,12496,35272,39146,53590,40589,25598,37409,24331
ACSSF,2019m1,nc,000,0070,0000002,19585,20189,5463,4441,5905,10860,3094,1868,1181,28406,5850,6128,7014,19288,6186,2876,2119,4309,3021,494,974,400,1954,524,116,216,4034,968,1160,1018,2970,1226,268,85,8195,2950,1043,473,869,2178,709,225,216,9115,1482,2032,2019,5655,2466,1155,741,,,,,,,,,,,,,,,,,,15300,9093,1934,2881,1888,4694,889,216,151,12158,2619,3034,3452,8150,2120,891,236,15887,7730,2777,2107,1791,3498,628,185,216,12545,3794,3669,2866,7035,1459,464,359,26773,13471,3282,3222,3484,8344,4590,2075,1368,28648,7088,7864,6893,19418,9381,5527,5324,11628,13151,3068,4731,3826,6397,1380,312,287,15192,3997,5084,4214,8189,3067,1476,628,32617,29428,27448,15708,15513,1908,24224,7024,6222,2959,23778,22446,3584,11018,7831,6811,4270,5875,41302,41983,46500,46253,2485,35686,20599,18943,4164,31717,31079,4400,20294,13500,12717,7267,10355,32617,29428,27448,15708,24224,7024,23778,11018,41302,41983,46500,35686,20599,31717,20294
ACSSF,2019m1,nc,000,0070,0000003,17300,8823,2404,2872,1975,4330,1828,1054,790,16902,2511,3233,3811,11039,4610,1872,1248,4767,3630,689,1030,874,1839,468,347,227,4576,798,852,1159,3087,1178,725,244,6010,1087,496,118,216,864,212,82,216,5859,835,796,1162,3617,1540,1013,412,,,,,,,,,,,,,,,,,,8788,4974,1410,1016,1215,2666,414,188,216,7769,1510,1509,2392,5042,903,59,478,7184,2784,1068,953,1075,1500,565,93,192,6590,2077,2347,2307,3960,1237,613,415,27610,13992,2672,2860,3232,8212,3313,1965,1265,28456,5998,6660,6633,19520,9676,4286,3571,11562,8966,2450,2245,2494,4628,739,583,130,12480,2995,2811,3513,7300,1989,851,501,33228,19108,17210,10055,10215,1813,15221,7831,6950,2366,13035,12901,1799,6225,4443,4283,2185,3574,36309,33380,33973,33925,1538,20912,12456,11241,2580,17326,16425,3034,10686,8183,7862,3666,4633,33228,19108,17210,10055,15221,7831,13035,6225,36309,33380,33973,20912,12456,17326,10686
ACSSF,2019m1,nc,000,0070,0000004,15034,21695,5679,5044,6022,11063,3623,1868,1194,26525,6209,6578,8074,15840,5625,3011,2301,4926,4244,793,1374,812,2539,696,373,227,5667,1154,1223,1546,4203,1511,632,246,6924,3076,1137,491,869,2316,768,250,216,7823,1517,2075,1901,5243,2467,1571,738,,,,,,,,,,,,,,,,,,15939,10286,2408,3042,2281,5290,900,216,151,13407,2878,3348,3630,9053,2286,894,537,17854,8080,2809,2243,2201,3624,660,205,216,14508,4560,4222,3647,8235,1801,608,553,7135,17666,3868,4123,4357,11377,4819,2839,1850,18429,5932,7181,7513,14255,9250,6171,5822,3395,15108,3606,5001,4753,7793,1433,580,317,15185,4767,6147,4895,7530,3286,1617,658,6923,33490,31703,18396,18019,2572,29395,9503,7956,4111,27150,26011,3933,12110,8939,8026,4491,6546,33796,37433,53540,53602,3178,41493,25524,23493,4840,37390,36035,5448,23822,16214,15020,8198,11359,6923,33490,31703,18396,29395,9503,27150,12110,33796,37433,53540,41493,25524,37390,23822
ACSSF,2019m1,nc,000,0070,0000005,13796,20435,5025,4577,5901,10465,3061,1750,1145,24652,6048,5962,7774,14916,5224,2545,1878,3879,2377,411,920,350,1736,328,16,216,3636,857,1196,1047,2807,1182,301,98,6560,3024,1137,491,869,2303,768,250,216,7436,1498,1964,1751,5167,2429,1558,598,,,,,,,,,,,,,,,,,,15132,9304,2069,2914,2062,4902,916,216,216,12483,2691,3282,3281,8384,2288,861,527,16671,7312,2694,2085,2051,3241,658,205,216,13606,4125,3979,3337,7881,1727,496,466,6321,15151,3363,3468,3918,10012,4457,2654,1532,16585,4962,6509,6697,13097,7654,5329,4981,3057,14126,3381,4987,4384,6956,1232,544,207,14353,4534,5759,4512,6792,3281,1563,611,6061,29444,27291,16719,16494,2221,26208,8304,7354,3708,25188,23753,3654,10721,8002,7275,4092,5526,29573,33324,47702,47984,3097,37106,23863,21816,4572,35136,34157,4989,21301,14526,13801,7334,10382,6061,29444,27291,16719,26208,8304,25188,10721,29573,33324,47702,37106,23863,35136,21301
ACSSF,2019m1,nc,000,0070,0000006,16677,17513,5199,3993,4189,9000,2328,1522,816,21249,5420,4681,6619,12913,4754,2388,1366,3105,1650,316,353,196,1351,284,216,216,2956,797,632,611,2310,808,153,216,6954,2529,972,390,364,1822,346,225,216,7425,1337,1482,1643,5107,2035,1066,542,,,,,,,,,,,,,,,,,,12976,5989,1380,1697,1192,3433,677,216,216,11920,2395,2763,2697,7495,1729,743,41,11984,5587,1977,1920,1413,2265,545,54,216,10104,3238,2494,2319,5223,1021,284,340,16957,8511,1617,1876,1825,5821,2427,1333,901,19211,4962,5131,4519,13618,6397,4004,3261,12794,9712,2690,3365,2275,4405,997,216,162,15330,4069,4002,3892,8424,2028,1441,320,7201,21622,19195,11970,11719,1583,16434,6034,5418,2137,16389,16018,2117,8970,6155,5152,3599,4642,23633,24127,28481,28224,1739,26452,14554,13241,3115,26582,26281,2893,13809,10078,10421,4717,6878,7201,21622,19195,11970,16434,6034,16389,8970,23633,24127,28481,26452,14554,26582,13809
ACSSF,2019m1,nc,000,0070,0000007,18258,13582,3581,3459,3484,6747,2231,1005,843,21235,4148,4763,5900,11991,4571,2153,1630,3331,1578,302,729,288,1093,149,16,216,2961,331,985,832,2280,810,282,98,5857,2587,610,320,807,1669,635,82,216,6020,1115,1184,1130,4095,2211,1369,394,,,,,,,,,,,,,,,,,,10036,6302,1565,2134,1505,3124,631,216,216,8797,1806,2182,2223,6092,1464,335,527,10442,4149,1756,1049,1311,2305,563,195,216,9096,2897,2774,3084,5380,1285,449,286,17310,14971,3021,3002,3862,8262,3891,2183,1354,21238,5478,5990,6372,15189,8706,4918,4111,13083,10255,2541,3450,3713,5133,919,544,130,14821,4226,4257,3612,8852,2667,1198,563,7065,25380,24118,14019,13899,1643,19719,6656,5761,2869,18757,17539,2727,7239,5324,5191,2014,4189,26058,30134,39638,39925,2358,27635,18701,17115,3253,25029,23855,3914,16519,12196,10860,4869,7219,7065,25380,24118,14019,19719,6656,18757,7239,26058,30134,39638,27635,18701,25029,16519
ACSSF,2019m1,nc,000,0070,0000008,4897,6688,2187,2334,1913,3770,1850,948,423,7675,1231,2104,2404,4644,2392,1496,1195,2264,3159,634,835,739,1847,593,372,227,3652,799,719,898,2643,890,563,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101,3113,1082,800,580,1702,247,216,151,4358,533,1111,1478,3028,437,112,89,3663,2061,801,509,669,1069,161,216,216,2677,1275,884,944,2017,562,435,278,4177,9164,1770,1992,2101,5369,2470,926,830,9369,2627,2695,2913,6222,3765,2148,1838,1413,4861,1704,1309,1175,2710,626,208,233,4995,1166,1691,1880,3054,1173,416,373,5071,13955,13611,7387,7340,979,10434,5594,4570,1682,9325,8892,1487,4713,3919,3304,2096,2729,14481,15156,19406,19263,693,15076,7823,7270,1751,13337,12875,2149,7244,5145,4495,2975,3209,5071,13955,13611,7387,10434,5594,9325,4713,14481,15156,19406,15076,7823,13337,7244
ACSSF,2019m1,nc,000,0070,0000009,6737,5683,1489,1654,1394,3369,1509,733,333,6222,923,1538,1992,4371,2011,1206,742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951,1111,449,323,551,601,90,216,216,1684,622,410,628,1118,196,216,216,9119,4365,832,691,946,2603,1380,398,518,8701,1664,1410,1972,5393,3031,1977,1280,3886,2170,758,633,818,1195,411,208,233,3627,634,910,1007,2965,523,227,373,10292,6720,6485,3167,3147,159,5846,2106,2000,387,5741,5577,783,3207,2828,2459,1459,1898,10924,10142,9396,9374,313,6925,3231,3054,921,7022,6846,983,4392,3339,3099,1663,2088,10292,6720,6485,3167,5846,2106,5741,3207,10924,10142,9396,6925,3231,7022,4392
ACSSF,2019m1,nc,000,0070,0000010,7489,5366,1356,2118,1170,2692,944,562,279,6700,1016,2014,1897,4206,2100,958,966,2543,3228,608,800,781,1817,579,372,227,3517,765,747,890,2348,916,586,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4044,3007,1082,467,474,1646,163,216,216,3898,507,668,1474,2497,438,112,89,3072,1437,643,432,275,708,136,216,216,2653,1127,898,785,1800,560,435,278,9737,8812,1678,1971,1949,4935,2225,838,655,11081,2790,2794,2746,7276,3704,2377,1597,3932,4640,1626,1175,949,2495,405,216,216,5348,1000,1354,1637,3300,1120,351,180,11347,12396,11594,6802,6784,963,9765,4923,3859,1742,7769,7509,1083,4015,2996,2378,1391,2099,14433,14318,16877,16773,559,13394,7579,6957,1353,10678,10559,1763,6135,4969,4523,2525,2290,11347,12396,11594,6802,9765,4923,7769,4015,14433,14318,16877,13394,7579,10678,6135
