ACSSF,2019m1,nc,000,0053,0000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3277,1821,731,1118,830,987,3509,2393,1082,334,741,405,626,1777
ACSSF,2019m1,nc,000,0053,0000055,,,,,,,,3402,1618,488,921,799,592,2490,,,,,,,,2206,1066,53,723,331,346,1611,,,,,,,,4912,2637,630,1715,1381,1098,3873,3056,1404,350,708,563,498,2252
ACSSF,2019m1,nc,000,0053,0000056,,,,,,,,3178,2004,686,888,597,1604,2466,,,,,,,,7557,3595,909,2577,1241,806,4723,5073,2688,1055,1956,961,709,3168,6159,3822,1458,2173,1615,2884,5776,5087,2820,1448,1905,1447,1499,3548
ACSSF,2019m1,nc,000,0053,0000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4486,2336,576,1352,1003,1284,3597,2958,1194,227,1006,731,245,2498
ACSSF,2019m1,nc,000,0053,0000058,,,,,,,,1366,884,300,232,338,707,1060,,,,,,,,3254,1778,609,1058,338,946,1755,2118,1239,859,637,488,576,1613,3208,1988,812,907,477,1499,3330,2902,1872,711,1330,489,927,2096
ACSSF,2019m1,nc,000,0053,0000059,,,,,,,,1338,763,281,638,216,284,929,,,,,,,,1969,1173,248,659,327,574,1235,2256,1392,458,863,461,505,1403,3371,2078,605,1104,727,1457,3006,2218,1296,588,763,516,941,1679
ACSSF,2019m1,nc,000,0053,0000060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1064,691,125,460,413,285,740,2813,1603,344,1253,711,591,2304,1750,1162,80,780,520,444,1288
ACSSF,2019m1,nc,000,0053,0000061,,,,,,,,2134,1210,386,590,597,613,1580,,,,,,,,3066,1314,315,955,264,452,2264,3677,2096,435,1592,275,607,2009,5301,2286,632,1184,983,1608,4633,3796,2341,782,1602,946,693,2221
ACSSF,2019m1,nc,000,0053,0000062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972,1282,156,1036,472,426,1211,2868,2318,596,649,396,2116,2993,,,,,,,
ACSSF,2019m1,nc,000,0053,0000063,,,,,,,,2074,1063,365,693,430,408,1253,,,,,,,,,,,,,,,1843,1516,85,523,944,473,789,4293,1766,435,898,786,1050,3258,3321,2125,531,1101,1208,442,1741
ACSSF,2019m1,nc,000,0053,0000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3416,2319,445,1606,538,1163,2968,2798,3023,233,994,436,1894,2162
ACSSF,2019m1,nc,000,0053,0000065,,,,,,,,3421,1558,314,1005,256,946,2602,,,,,,,,6308,2642,701,1904,626,756,4475,2426,1379,331,999,448,385,1767,8753,4359,1884,2220,1784,3333,6817,6612,3335,905,2255,1239,1174,4315
ACSSF,2019m1,nc,000,0053,0000066,,,,,,,,,,,,,,,,,,,,,,1376,839,216,633,332,151,831,1215,620,216,472,110,308,849,2789,2225,669,1119,980,1888,3070,2131,1295,216,884,401,422,1314
ACSSF,2019m1,nc,000,0053,0000067,,,,,,,,1137,561,201,324,186,339,873,,,,,,,,2482,1086,275,380,459,499,1516,2813,1812,404,1149,677,597,1314,4033,2170,720,1604,841,1402,3653,2584,1649,754,884,906,840,1913
ACSSF,2019m1,nc,000,0053,0000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3277,1821,731,1118,830,987,3509,2393,1082,334,741,405,626,1777
ACSSF,2019m1,nc,000,0053,0000069,,,,,,,,3178,2004,686,888,597,1604,2466,,,,,,,,7557,3595,909,2577,1241,806,4723,5073,2688,1055,1956,961,709,3168,6159,3822,1458,2173,1615,2884,5776,5087,2820,1448,1905,1447,1499,3548
ACSSF,2019m1,nc,000,0053,0000070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4486,2336,576,1352,1003,1284,3597,2958,1194,227,1006,731,245,2498
ACSSF,2019m1,nc,000,0053,0000071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1064,691,125,460,413,285,740,2813,1603,344,1253,711,591,2304,1750,1162,80,780,520,444,1288
ACSSF,2019m1,nc,000,0053,0000072,,,,,,,,1538,884,300,232,338,707,1156,,,,,,,,3254,1778,609,1058,338,946,1755,2118,1239,859,637,488,576,1613,3181,1988,812,907,477,1499,3313,2902,1872,711,1330,489,927,2096
ACSSF,2019m1,nc,000,0053,0000073,,,,,,,,1338,763,281,638,216,284,929,,,,,,,,1969,1173,248,659,327,574,1235,2256,1392,458,863,461,505,1403,3371,2078,605,1104,727,1457,3006,2218,1296,588,763,516,941,1679
ACSSF,2019m1,nc,000,0053,0000074,,,,,,,,2134,1210,386,590,597,613,1580,,,,,,,,3066,1314,315,955,264,452,2264,3677,2096,435,1592,275,607,2009,5301,2286,632,1184,983,1608,4633,3796,2341,782,1602,946,693,2221
ACSSF,2019m1,nc,000,0053,0000075,,,,,,,,2074,1063,365,693,430,408,1253,,,,,,,,,,,,,,,1815,1511,85,523,926,473,753,4157,1682,375,885,742,1032,3207,3321,2125,531,1101,1208,442,1741
ACSSF,2019m1,nc,000,0053,0000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972,1282,156,1036,472,426,1211,2868,2318,596,649,396,2116,2993,,,,,,,
ACSSF,2019m1,nc,000,0053,0000077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3416,2319,445,1606,538,1163,2968,2798,3023,233,994,436,1894,2162
ACSSF,2019m1,nc,000,0053,0000078,,,,,,,,3402,1618,488,921,799,592,2490,,,,,,,,2206,1066,53,723,331,346,1611,,,,,,,,4871,2634,617,1715,1381,1098,3816,3050,1404,350,708,563,498,2243
ACSSF,2019m1,nc,000,0053,0000079,,,,,,,,3370,1541,270,1005,256,946,2569,,,,,,,,6308,2642,701,1904,626,756,4475,2322,1379,331,999,448,385,1619,8741,4359,1884,2220,1784,3333,6779,6612,3335,905,2255,1239,1174,4315
ACSSF,2019m1,nc,000,0053,0000080,,,,,,,,,,,,,,,,,,,,,,1376,839,216,633,332,151,831,1215,620,216,472,110,308,849,2789,2225,669,1119,980,1888,3070,2131,1295,216,884,401,422,1314
ACSSF,2019m1,nc,000,0053,0000081,,,,,,,,1137,561,201,324,186,339,873,,,,,,,,2482,1086,275,380,459,499,1516,2813,1812,404,1149,677,597,1314,4033,2170,720,1604,841,1402,3653,2584,1649,754,884,906,840,1913
ACSSF,2019m1,nc,000,0053,0000082,684,492,76,256,249,79,440,3437,1090,371,334,362,756,2814,,,,,,,,3874,2237,381,1512,864,1013,2596,3810,2235,894,1481,658,987,2232,5360,3460,1289,2225,1411,2821,4790,3191,2280,720,1743,945,1078,2722
ACSSF,2019m1,nc,000,0053,0000083,,,,,,,,3687,1404,377,626,711,820,3032,,,,,,,,5551,2643,711,1868,975,677,3535,3797,3231,736,2103,959,1141,1977,10374,5261,2219,3039,2327,3193,9078,6398,3402,1375,2205,2024,1591,4690
ACSSF,2019m1,nc,000,0053,0000084,859,198,37,62,119,123,808,1981,1154,582,235,364,587,1504,,,,,,,,2858,1360,624,879,407,531,1965,3738,2679,1085,1430,881,1099,2703,4494,5075,2198,2272,1623,4373,4867,2082,2948,985,1484,743,2240,2909
ACSSF,2019m1,nc,000,0053,0000085,,,,,,,,4419,2078,754,1087,1006,1287,3901,,,,,,,,6827,3038,936,1995,1181,964,4713,3839,2541,1188,1410,715,865,2211,8649,4875,1670,2461,2311,3604,7733,6516,3569,1558,2145,1654,1639,3839
ACSSF,2019m1,nc,000,0053,0000086,,,,,,,,1463,884,234,386,346,641,1006,,,,,,,,2979,1611,287,910,805,802,1923,3246,2238,726,1415,1059,859,1881,2174,3339,1576,1791,1533,2890,3686,771,1965,1022,1365,1037,1279,2040
ACSSF,2019m1,nc,000,0053,0000087,,,,,,,,2898,1095,212,593,328,551,2104,,,,,,,,5222,2432,548,1644,954,747,3470,4503,2639,664,2064,892,932,2567,5892,3929,1843,2062,2382,2824,5730,3098,2150,811,1840,1371,1182,2574
ACSSF,2019m1,nc,000,0053,0000088,1090,691,75,243,446,314,801,1351,638,216,413,246,345,1313,,,,,,,,3548,2067,516,1172,666,654,2343,3759,2363,493,1130,649,1128,2527,6350,4581,1653,2204,1951,3227,5537,3215,2438,920,1319,1042,1592,2906
ACSSF,2019m1,nc,000,0053,0000089,1998,695,58,335,338,447,1985,1819,1411,419,912,616,857,1343,,,,,,,,5561,2819,471,1547,1037,1439,3646,5297,3486,707,2133,1108,1241,2529,4958,4383,1578,2546,1954,3163,4577,2470,2380,1108,1492,1152,1531,2596
ACSSF,2019m1,nc,000,0053,0000090,1582,1046,407,728,639,819,1484,3423,1428,427,1126,642,519,2434,,,,,,,,4545,2530,460,1557,799,674,2457,3054,1755,588,1237,771,610,2188,8480,5131,1883,2432,2920,2289,6415,4047,2635,813,1305,1001,1419,2289
ACSSF,2019m1,nc,000,0053,0000091,,,,,,,,2018,1146,433,675,403,571,1237,,,,,,,,3370,1735,77,1364,693,773,2289,2779,1518,468,985,945,434,1977,6384,3519,1758,2151,1534,2559,6078,2958,2080,838,1618,1200,951,2283
ACSSF,2019m1,nc,000,0053,0000092,1586,1003,272,646,446,567,1127,1302,408,163,207,308,210,1275,,,,,,,,4641,2160,430,1461,952,453,2880,2150,1537,331,956,847,805,1337,5990,3987,1307,2064,2195,2801,6329,2810,1895,559,1610,989,1297,2386
ACSSF,2019m1,nc,000,0053,0000093,,,,,,,,3876,2190,617,974,627,1618,2591,,,,,,,,7663,3574,855,2612,1276,576,4818,4710,2808,1019,1868,1273,760,2903,7066,4559,1192,1810,1633,3052,5665,3892,2365,1449,1629,1492,1268,2770
ACSSF,2019m1,nc,000,0053,0000094,1258,791,199,432,226,85,981,2398,1402,473,819,564,808,1853,,,,,,,,3098,1524,390,894,674,653,2294,3922,2567,512,1503,1102,984,2508,6682,4145,1644,2208,2071,3077,6571,4046,2700,1325,1770,1353,1187,3051
ACSSF,2019m1,nc,000,0053,0000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695,542,195,298,214,369,487,1470,1673,382,910,771,1438,2191,576,885,110,427,279,569,764
