ACSSF,2019m1,nc,000,0157,0000041,1600,1554,734,672,397,246,84,216,216,1482,1025,500,1001,1229,787,450,1032,280,384,485,915,598,738,1918,1652,1641,410,309,242,216,216,1382,1318,991,683,444,174,216,686,598,33,346,514,118,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0157,0000042,2307,2323,1011,650,396,601,403,152,216,1755,688,997,903,1325,792,785,1171,483,215,416,872,667,992,2959,1836,2020,1185,679,229,211,216,2073,2036,1465,1148,924,250,268,1148,514,329,769,553,203,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0157,0000043,1793,2125,1189,829,618,611,174,444,216,1732,523,832,1086,1465,1014,700,927,358,609,468,718,635,1043,2002,1220,1101,619,482,571,216,216,1433,914,822,562,718,95,81,927,518,324,518,169,182,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0157,0000044,863,1266,720,274,479,405,149,214,64,1219,522,470,650,862,599,609,743,341,256,254,447,547,723,1173,768,622,400,200,194,159,134,878,552,445,400,463,187,157,599,318,320,197,189,314,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0157,0000045,1483,1655,668,597,449,105,193,216,216,1296,668,730,816,923,1091,723,932,257,286,237,469,609,1042,1505,717,684,271,135,266,287,216,1137,1153,519,658,655,164,570,992,378,524,282,514,102,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0157,0000046,1463,1524,1059,700,827,360,841,216,216,1333,781,711,785,1161,1042,738,1070,218,186,482,608,775,942,1815,1187,979,576,904,179,120,216,1139,899,630,791,636,96,342,1012,455,323,568,190,551,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0157,0000047,1392,1857,570,638,493,265,216,216,216,1485,605,479,667,1172,961,466,858,387,259,333,769,625,1057,1421,911,826,534,143,216,216,216,1110,845,368,677,137,216,111,550,335,343,120,243,98,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0157,0000048,1215,1217,627,538,265,154,112,101,94,1073,517,510,585,857,508,509,593,286,170,219,366,431,574,1173,738,620,404,208,188,216,216,939,587,551,395,199,169,233,524,307,137,348,163,128,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0157,0000049,1511,1953,939,717,479,331,116,138,216,1855,1418,1296,1244,2126,955,667,1122,472,644,625,700,517,795,1737,947,780,547,271,216,216,236,1470,891,717,641,604,188,396,712,336,381,499,182,264,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0157,0000050,3766,5076,2555,2249,1390,1280,755,489,216,4632,3070,2354,3051,4531,2327,989,2099,1118,1056,1447,1438,1441,1909,5256,3133,2898,1743,1376,572,511,216,4682,3884,2824,2114,1753,678,517,2133,1631,1084,962,1020,429,532,3766,5076,4088,3998,257,644,230,106,899,3952,3708,204,325,257,83,831,4940,4764,177,361,119,249,1114,2562,2509,161,144,216,216,572,2039,2016,190,216,216,216,434,5256,5941,3407,1827,3483,2856,2498,979,2636,1894,715,1302,956,779,479,2151,1144,1051,1134,609,358,486,1015,647,146,249,488,131,328,721,497,251,250,216,55,420
ACSSF,2019m1,nc,000,0157,0000051,1541,1784,1065,807,544,527,216,216,216,1433,700,614,683,1157,1043,537,1027,371,236,355,688,796,999,1895,1420,1424,763,365,216,216,216,1629,1258,840,662,494,243,216,850,290,476,283,380,417,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0157,0000052,1523,1708,768,479,292,588,133,269,216,1370,621,776,751,1029,531,473,791,373,448,527,512,371,692,1391,814,630,221,422,216,176,216,1146,1049,486,320,351,435,147,496,415,216,255,248,195,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0157,0000053,1354,1472,469,263,387,86,216,17,33,1380,457,763,742,933,855,382,964,201,344,387,581,450,628,1579,1064,1034,490,216,216,216,216,1420,1087,683,1010,557,157,59,686,377,291,448,620,191,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0157,0000054,2223,1764,652,367,420,227,216,216,248,1143,590,645,521,733,433,252,1195,339,479,449,454,374,806,2150,1516,1595,618,340,216,216,216,1639,1353,813,493,969,170,90,1106,681,300,593,515,101,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0157,0000055,1796,2291,786,543,341,354,221,54,216,1904,945,842,1100,1642,724,228,1233,366,500,431,590,525,507,2118,1591,1482,368,135,431,216,216,1550,1423,601,516,483,85,84,762,292,206,299,620,216,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0157,0000056,5660,4725,2481,1966,914,930,613,598,140,3699,2286,2131,2223,3358,1980,1087,2127,650,573,981,1375,1250,1593,5310,4123,3664,1720,1382,702,216,216,4106,3386,2068,1975,1352,605,406,1759,1150,826,999,934,185,275,5660,4725,3594,3496,277,491,562,458,130,2553,2429,149,175,157,364,570,3665,3665,411,530,254,250,375,2188,2103,283,154,77,541,267,1968,1948,90,216,65,216,216,5310,5354,3656,1844,3677,2224,2468,409,2647,1946,787,1409,901,904,210,1801,1390,620,728,452,465,439,583,550,114,280,80,216,216,430,438,86,103,216,88,216
ACSSF,2019m1,nc,000,0157,0000057,1703,1726,845,494,545,295,216,216,216,1575,955,566,915,1271,675,316,820,271,229,221,598,263,481,1580,915,843,244,165,216,216,216,1188,907,734,644,300,216,216,790,484,406,256,168,80,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0157,0000058,2575,3519,1384,1113,891,398,185,127,131,2797,1370,1655,1821,1652,864,621,1642,556,600,660,928,986,1098,4111,2658,2569,1210,1090,236,576,216,2867,1904,1649,1499,1245,414,152,1426,821,548,492,382,499,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
