ACSSF,2019m1,nc,000,0033,0000001,23910,22805,22858,7399,9476,10041,9836,6503,9979,2003,26849,25046,25277,6561,9061,9065,8454,6184,7769,1599,14937,12403,12218,2330,3618,2257,3120,2431,3248,594,4341,3774,3769,469,1124,600,1427,380,913,137,6658,5676,5666,977,1411,600,1563,2649,1350,365,6189,5370,5489,882,1175,597,973,934,1391,223,10459,9214,8573,3208,2243,896,1442,1697,5155,1203,23910,25353,25435,16744,6688,26849,26965,26471,16126,5151,14937,15201,12885,6001,2808,4341,4337,4280,1738,390,6658,6576,6579,918,668,6189,6138,5238,2575,2116,10459,1142481,1073209,812251,810907,406986,23910,21900,15725,9979,2003,26849,24789,13830,7769,1599,14937,13086,4663,3248,594,4341,3867,1506,913,137,8725,7467,3276,2032,421,10459,9313,2247,5155,1203,23910,25353,25435,16744,6688,26849,26965,26471,16126,5151,14937,15201,12885,6001,2808,4341,4337,4280,1738,390,8725,8388,8255,2736,2214,10459
ACSSF,2019m1,nc,000,0033,0000002,28351,26137,26537,5889,7429,7445,7246,5687,8304,1562,28956,26488,26422,5662,7190,6823,6358,5519,6383,1218,12660,11290,10907,1680,3264,1987,2322,2210,1964,514,4285,3806,3775,442,1032,600,1422,318,886,137,6146,5369,5282,639,1289,594,1518,2600,889,131,6094,5221,5296,666,1175,484,950,875,884,223,9436,8415,7937,2480,1740,826,1224,1518,4651,1059,28351,28753,25797,15806,5351,28956,29279,26828,14512,4375,12660,12770,11317,4809,1957,4285,4272,4229,1490,367,6146,6113,6075,666,613,6094,5848,4829,2262,1839,9436,996908,946015,710568,707000,360624,28351,27387,10972,8304,1562,28956,27563,10485,6383,1218,12660,11560,3540,1964,514,4285,3857,1507,886,137,8533,7618,3170,1283,257,9436,8546,2044,4651,1059,28351,28753,25797,15806,5351,28956,29279,26828,14512,4375,12660,12770,11317,4809,1957,4285,4272,4229,1490,367,8533,8160,7868,2256,1903,9436
ACSSF,2019m1,nc,000,0033,0000003,24804,19856,19201,5452,5510,5743,5837,3688,5194,1094,22168,18628,18134,4304,4726,5217,5409,3500,4500,976,8072,6455,6410,1334,1470,1772,1628,959,2321,257,1126,956,900,203,403,121,429,209,194,216,2598,1896,1757,755,663,77,398,660,887,304,2620,2489,2538,478,201,352,141,256,1161,216,4570,3735,3407,1926,1316,448,902,745,2420,490,24804,24857,18834,13283,4300,22168,21978,17181,12259,3590,8072,7703,5502,4620,1828,1126,1115,728,899,111,2598,2485,2418,509,388,2620,2466,2237,1246,949,4570,821249,810900,549253,545890,247170,24804,20958,9560,5194,1094,22168,19471,8539,4500,976,8072,6790,2631,2321,257,1126,1013,484,194,216,3301,2995,879,1522,304,4570,3844,1243,2420,490,24804,24857,18834,13283,4300,22168,21978,17181,12259,3590,8072,7703,5502,4620,1828,1126,1115,728,899,111,3301,3211,2932,1345,977,4570
ACSSF,2019m1,nc,000,0033,0000004,23631,22492,22638,7143,9153,9749,9452,6304,9916,1929,25621,24322,24896,6322,8698,8847,7872,6059,7373,1457,14567,12222,11929,2219,3606,2241,3002,2408,3200,594,4328,3759,3753,461,1112,601,1427,380,909,137,6658,5616,5608,894,1389,592,1555,2649,1353,365,6126,5348,5442,811,1175,571,968,934,1195,223,10357,9118,8483,3031,2174,895,1338,1596,5180,1192,23631,25139,25159,17255,6167,25621,26159,25788,16221,4958,14567,14866,12834,5671,2404,4328,4323,4282,1723,385,6658,6614,6617,916,609,6126,5902,5075,2486,1951,10357,1117013,1059886,787668,816734,408674,23631,21317,14854,9916,1929,25621,24212,13028,7373,1457,14567,12898,4482,3200,594,4328,3858,1508,909,137,8683,7386,3295,1904,421,10357,9267,2163,5180,1192,23631,25139,25159,17255,6167,25621,26159,25788,16221,4958,14567,14866,12834,5671,2404,4328,4323,4282,1723,385,8683,8226,8125,2634,1995,10357
ACSSF,2019m1,nc,000,0033,0000005,22616,20853,20586,6583,9010,8866,8848,6092,9507,1749,22391,22047,22678,5615,8638,7893,7524,5904,6663,1185,14084,11898,11605,1988,3328,2203,2849,2367,3227,603,4351,3772,3744,460,1112,600,1413,380,909,137,6130,5250,5115,653,1301,585,1258,2661,1077,266,5841,5278,5332,679,1195,570,957,910,955,219,10161,8784,8056,2947,2066,914,1313,1597,4990,1183,22616,23758,25575,15414,5702,22391,23069,24239,14224,4861,14084,14369,12469,5451,2009,4351,4326,4299,1672,363,6130,6105,6075,845,607,5841,5594,4915,2087,1894,10161,934395,893813,738803,679442,377389,22616,18751,14017,9507,1749,22391,20923,12168,6663,1185,14084,12222,4191,3227,603,4351,3902,1508,909,137,8070,6944,3163,1480,343,10161,8978,2249,4990,1183,22616,23758,25575,15414,5702,22391,23069,24239,14224,4861,14084,14369,12469,5451,2009,4351,4326,4299,1672,363,8070,7739,7734,2108,1964,10161
ACSSF,2019m1,nc,000,0033,0000006,18553,17461,16765,3596,6302,5868,5657,4638,5521,1148,18574,17623,16859,3460,6669,5190,5075,4373,4103,705,7910,7393,7209,1283,2241,1426,1592,1961,1167,502,4068,3735,3653,363,998,583,1198,302,178,137,5074,4446,4364,590,1098,420,1099,2551,439,72,4119,3824,3776,529,981,286,726,836,356,216,7678,6251,5816,2065,1263,694,878,1171,3467,1017,18553,18813,18922,9933,3908,18574,18870,18142,9702,3373,7910,7908,6935,3371,1219,4068,3994,3942,1191,336,5074,5100,5086,532,422,4119,3990,3244,1580,1569,7678,603604,577970,515235,419869,258554,18553,16539,8673,5521,1148,18574,17258,7640,4103,705,7910,7324,2816,1167,502,4068,3869,1282,178,137,6587,6009,2916,579,72,7678,6350,1519,3467,1017,18553,18813,18922,9933,3908,18574,18870,18142,9702,3373,7910,7908,6935,3371,1219,4068,3994,3942,1191,336,6587,6324,6105,1578,1602,7678
ACSSF,2019m1,nc,000,0033,0000007,18432,17373,17070,5951,6579,6926,6656,5236,6513,1167,17546,17410,17830,4898,6327,6162,5804,4917,5051,944,11221,8843,8555,1610,2349,1948,2376,1567,2921,303,1891,1494,1421,355,388,187,728,226,901,216,2831,2278,2229,505,612,454,393,781,983,242,3815,3298,3336,419,713,547,567,267,890,219,6311,5435,4817,2581,1655,585,923,1025,3416,578,18432,18208,18137,13859,3786,17546,17487,17502,13301,3366,11221,11325,8873,4949,1407,1891,1847,1364,1201,240,2831,2814,2711,622,404,3815,3740,3407,1436,1048,6311,849380,799519,534348,615088,277409,18432,15955,11201,6513,1167,17546,16476,9506,5051,944,11221,9210,3574,2921,303,1891,1626,765,901,216,4495,3668,1386,1350,325,6311,5673,1433,3416,578,18432,18208,18137,13859,3786,17546,17487,17502,13301,3366,11221,11325,8873,4949,1407,1891,1847,1364,1201,240,4495,4385,4197,1526,1183,6311
ACSSF,2019m1,nc,000,0033,0000008,9139,8464,8626,2969,2921,3615,3652,2064,3020,826,9164,8334,8461,2279,2870,3429,3407,2103,2859,701,4283,3730,3664,804,863,872,904,372,892,180,765,733,728,28,216,121,159,216,216,216,2472,1826,1707,657,567,62,903,476,712,265,1899,1791,1681,443,338,171,177,230,793,33,2857,2431,2186,1152,474,255,332,207,1432,34,9139,9612,9153,6825,2473,9164,9247,8427,6467,2355,4283,4145,3588,2028,1103,765,754,572,496,106,2472,2467,2519,367,386,1899,1871,1626,992,443,2857,444702,407219,275911,407460,186220,9139,8744,5603,3020,826,9164,8986,5284,2859,701,4283,3936,1314,892,180,765,733,198,216,216,3302,2773,1130,1054,269,2857,2521,472,1432,34,9139,9612,9153,6825,2473,9164,9247,8427,6467,2355,4283,4145,3588,2028,1103,765,754,572,496,106,3302,3288,3103,1049,512,2857
ACSSF,2019m1,nc,000,0033,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6954,6857,5823,3220,836,6309,6252,5399,3059,729,2392,2349,2114,973,226,180,166,166,216,65,1500,1492,1489,169,236,1275,1309,1159,306,264,1655,215989,203032,120509,162991,89577,6954,6136,2765,1746,262,6309,5539,2566,1454,202,2392,2416,652,287,146,180,107,141,216,216,2061,1805,946,225,110,1655,1468,157,908,216,6954,6857,5823,3220,836,6309,6252,5399,3059,729,2392,2349,2114,973,226,180,166,166,216,65,2061,2080,1973,325,356,1655
ACSSF,2019m1,nc,000,0033,0000010,9050,8150,8280,2153,2373,3314,3095,1843,2445,711,8909,8022,8052,1708,2349,3130,3138,1768,2360,661,3460,2934,2984,542,694,765,724,327,811,103,723,711,706,28,216,121,72,216,216,216,1725,1265,1173,646,465,216,239,476,672,189,1545,1393,1259,409,54,171,119,139,780,33,2456,1926,1781,802,393,255,310,175,1174,34,9050,8993,8736,6607,2349,8909,8749,8266,6053,2150,3460,3344,2940,1845,1082,723,712,519,496,87,1725,1711,1760,298,316,1545,1466,1288,925,353,2456,408653,363160,249900,371814,176995,9050,8388,4770,2445,711,8909,8460,4660,2360,661,3460,3036,1076,811,103,723,711,136,216,216,2398,1917,609,1012,194,2456,1988,426,1174,34,9050,8993,8736,6607,2349,8909,8749,8266,6053,2150,3460,3344,2940,1845,1082,723,712,519,496,87,2398,2324,2172,964,440,2456
