ACSSF,2019e1,nc,000,0017,0000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30322,26356,35751,32691,30015,,,,,,10199239,1386122,937396,7875721,5705437,887974,580077,4237386,3502100,356308,238649,2907143,120502,13038,8482,98982,871200,128802,110188,632210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0017,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30875,26106,36616,32057,30473,,,,,,6798371,936108,616617,5245646,3483289,568563,354240,2560486,2503249,251160,165185,2086904,94609,11268,6981,76360,717224,105117,90211,521896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0017,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28698,26687,32464,36252,27127,,,,,,3400868,450014,320779,2630075,2222148,319411,225837,1676900,998851,105148,73464,820239,25893,1770,1501,22622,153976,23685,19977,110314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0017,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30638,26613,36137,32837,30221,,,,,,9627697,1292151,865540,7470006,5321675,823843,530324,3967508,3351309,331942,223595,2795772,117768,12480,8349,96939,836945,123886,103272,609787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0017,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31337,27283,36904,32923,30442,,,,,,8273125,1038186,720361,6514578,4399200,636969,421538,3340693,2985689,275526,194877,2515286,106732,11107,7886,87739,781504,114584,96060,570860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0017,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31443,26384,37287,31685,30887,,,,,,3391764,489653,315528,2586583,1613423,284099,169191,1160133,1264136,132119,86084,1045933,52180,7013,3860,41307,462025,66422,56393,339210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0017,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31262,28013,36579,33832,29709,,,,,,4881361,548533,404833,3927995,2785777,352870,252347,2180560,1721553,143407,108793,1469353,54552,4094,4026,46432,319479,48162,39667,231650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0017,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25606,23623,29199,32105,26444,,,,,,1354572,253965,145179,955428,922475,186874,108786,626815,365620,56416,28718,280486,11036,1373,463,9200,55441,9302,7212,38927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0017,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23080,20314,27307,38456,30120,,,,,,333438,83272,36197,213969,207898,57690,25340,124868,102546,23171,8790,70585,3378,445,25,2908,19616,1966,2042,15608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0017,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26176,25003,30199,29212,25662,,,,,,1021134,170693,108982,741459,714577,129184,83446,501947,263074,33245,19928,209901,7658,928,438,6292,35825,7336,5170,23319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
