ACSSF,2019m1,nc,000,0115,0000011,6289,1867,1789,503,2859,3008,1043,2902,2031,1966,849,690,1955,1585,1045,2174,1308,130,1639,3936,2284,3078,2873,1144,2614,1715,1476,4251,1232,1225,92,1083,1390,359,689,553,494,287,353,998,866,515,1091,996,130,428,3065,2043,2296,1358,562,1273,827,1010,3640,200,200,216,298,640,111,521,229,95,206,216,735,129,720,1318,173,216,1289,2039,806,1795,2475,942,2240,1074,1080,3088,421,434,46,617,794,574,2204,858,817,366,581,1277,1259,422,842,730,216,527,993,485,797,847,301,825,552,533,3281,1229,1163,274,2282,938,328,752,688,255,634,114,152,216,152,473,132,216,462,983,208,965,150,150,216,798,467,3874,808,679,382,904,2385,608,1567,1697,1724,252,216,216,216,216,499,162,216,474,690,639,295,513,150,464,500,220
ACSSF,2019m1,nc,000,0115,0000012,10440,2759,2514,794,4566,6700,2029,5244,3943,3526,1432,1346,3777,2783,2204,4457,2646,185,3473,7450,5259,5500,5147,2033,4827,3374,2979,8416,1485,1457,202,2063,2439,835,1337,937,729,614,1081,2286,2016,1058,2250,2202,155,1180,5870,4088,4175,2281,1254,2045,1795,1968,7678,445,445,216,304,1173,395,1026,527,367,325,79,1000,404,845,2654,323,216,2653,4347,1586,4235,4451,1567,4133,1988,2147,5491,562,557,171,864,1321,1067,3619,1674,1562,626,704,2405,1921,1346,1578,1273,49,1036,2596,1229,2372,1965,565,1739,1270,1283,4848,1817,1739,391,3910,2008,614,1448,1022,526,877,388,607,111,625,736,167,101,756,1084,654,1044,562,304,478,1773,722,8152,1241,937,643,1280,5882,1185,2672,3188,3156,673,255,285,80,272,1289,546,216,1181,929,730,570,936,255,876,1275,628
ACSSF,2019m1,nc,000,0115,0000013,2963,234,220,101,2283,1608,991,2160,1432,1364,433,491,1355,1231,568,1167,811,77,825,2300,1704,1741,1851,634,1706,1299,1121,2643,147,147,216,826,760,449,659,272,276,122,418,859,734,443,799,666,77,413,1968,1529,1273,432,261,317,540,595,2158,109,109,216,104,121,88,234,216,216,216,156,132,216,132,520,175,216,508,1280,585,1134,1451,434,1408,580,573,2133,81,216,81,213,797,623,1632,845,803,175,128,973,1002,285,437,387,216,183,752,331,630,427,233,358,373,726,2177,115,115,216,2040,382,216,618,262,82,252,131,216,216,216,158,10,216,157,214,208,14,216,216,216,568,82,2005,115,99,59,453,1190,446,585,947,909,238,69,65,216,65,422,216,216,422,494,119,490,506,216,506,543,82
ACSSF,2019m1,nc,000,0115,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0115,0000015,3423,553,401,378,2592,1918,997,2344,1632,1608,329,562,1364,871,1221,2192,1827,216,1226,3434,2290,2705,3188,1031,2937,1380,1403,3853,499,322,378,697,1239,189,595,1106,1106,216,497,731,412,610,1731,1692,216,530,2676,2106,1866,1398,807,1144,771,1016,2606,216,216,216,216,926,216,195,140,140,216,216,196,216,196,752,205,216,754,1585,449,1556,2312,596,2363,690,889,2704,216,216,216,640,906,699,1959,313,294,104,223,1290,781,1121,870,747,216,567,952,328,894,781,365,673,245,577,2896,215,215,216,2412,768,216,292,325,140,288,132,143,216,143,233,139,216,189,431,421,99,756,221,749,349,77,2298,216,216,216,216,1143,621,760,1274,1266,104,104,83,216,83,506,216,216,506,246,115,188,152,216,152,628,149
ACSSF,2019m1,nc,000,0115,0000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0115,0000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0115,0000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0115,0000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0115,0000020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0115,0000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0115,0000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0115,0000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0115,0000024,3271,294,294,216,1394,1488,757,2203,1217,1169,432,685,1036,680,811,1558,1236,53,1132,2294,1398,2133,1912,761,1791,1436,1542,2762,280,280,216,531,709,124,645,317,275,186,385,577,485,319,1051,1024,53,237,1896,1290,1689,715,390,581,632,920,2663,216,216,216,216,345,216,531,421,421,216,216,247,216,247,766,192,216,717,1214,488,1184,1422,483,1441,933,1057,2762,216,216,216,398,473,467,1790,613,602,96,326,557,446,262,765,648,216,504,1078,450,947,1047,440,956,454,629,1777,190,190,216,1285,386,234,385,405,355,185,415,549,216,549,455,187,216,435,451,368,210,179,169,136,417,337,2203,216,216,216,379,1308,453,865,898,841,292,129,220,216,220,661,189,216,658,492,406,233,283,121,252,445,329
ACSSF,2019m1,nc,000,0115,0000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0115,0000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0115,0000027,4732,321,271,187,1756,2853,824,2848,2128,1665,1310,584,2028,1780,849,2328,1602,251,1824,3525,2464,3278,2783,1146,2635,1601,1595,4032,164,102,126,805,1291,376,1031,423,287,302,519,1689,1348,795,1580,1316,220,848,2903,1872,2667,1260,1001,730,1057,966,3661,216,216,216,216,81,216,928,216,216,216,216,204,68,192,1421,201,97,1378,2145,1358,1770,1984,457,1960,865,1040,3278,216,216,216,668,716,595,2308,813,813,216,369,1239,1116,455,836,497,83,657,1481,810,1334,996,143,968,294,411,2297,245,245,216,1499,1117,205,415,896,398,813,109,180,216,180,361,330,216,141,278,153,204,216,216,216,537,113,2999,135,216,135,400,2334,509,1031,1376,1340,380,216,216,216,216,661,141,216,643,488,406,155,525,180,466,498,73
ACSSF,2019m1,nc,000,0115,0000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0115,0000029,2897,328,323,65,1340,1982,928,1626,1400,1316,496,891,1206,939,684,1338,991,206,1001,2062,1088,1965,1416,610,1351,1329,1056,2518,33,33,216,658,984,321,245,517,448,281,734,794,754,244,957,886,206,501,1671,972,1400,498,218,437,594,558,2468,204,204,216,358,278,34,321,71,216,71,59,172,216,172,815,216,216,815,1596,398,1472,1155,545,1114,922,651,2325,216,216,216,211,806,622,1384,651,592,256,119,768,671,294,680,514,216,377,836,466,654,587,125,572,381,488,1636,251,251,216,1191,767,114,229,518,398,257,415,522,20,524,335,216,216,335,150,122,130,216,216,216,390,216,2346,65,216,65,326,1459,492,691,1015,1024,184,44,216,216,216,436,216,216,436,422,115,407,283,70,251,542,61
ACSSF,2019m1,nc,000,0115,0000030,6326,742,742,216,2578,3214,1872,3603,2651,2596,532,1574,2400,2181,1265,2653,1912,332,2062,4432,3089,3328,3967,1290,3427,1931,1553,5402,174,174,216,1109,1464,941,1058,701,668,200,667,1890,1548,774,1657,1511,346,528,3737,2671,2615,1159,864,780,751,1077,4219,563,563,216,341,370,91,532,411,411,216,216,172,216,172,1413,273,216,1412,2266,874,1932,2821,584,2825,1458,570,4705,181,181,216,693,635,1140,2479,1059,1039,225,1237,1621,1327,1036,1146,723,216,991,1697,754,1525,1379,754,1230,388,685,2504,370,370,216,1900,677,500,490,532,454,209,567,502,422,262,192,93,113,139,271,147,234,558,204,529,825,128,3628,216,216,216,483,2662,890,2026,2057,1986,394,596,266,201,160,981,431,120,863,901,352,845,731,150,693,243,663
ACSSF,2019m1,nc,000,0115,0000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0115,0000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0115,0000033,2335,536,536,216,1724,2142,793,1809,1185,1203,369,541,819,752,437,1796,1189,247,1399,2295,1134,1941,1441,615,1400,1006,460,2387,486,486,216,1062,1077,298,795,381,346,207,482,611,566,263,1155,852,226,565,1707,1047,1442,734,365,735,465,240,1822,216,216,216,216,196,216,376,78,78,216,121,216,216,216,1007,112,216,1033,1136,489,910,1120,163,1092,650,261,1928,112,112,216,366,695,642,1577,444,444,216,238,604,484,402,760,567,97,455,849,231,773,518,242,467,331,242,1347,107,107,216,1079,672,173,434,346,261,215,80,60,60,216,212,85,216,194,241,241,216,305,305,216,636,125,2318,216,216,216,248,1674,206,660,803,808,199,216,62,216,62,391,216,216,391,54,54,216,175,128,124,524,105
ACSSF,2019m1,nc,000,0115,0000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0115,0000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0115,0000036,7858,667,658,206,3040,4335,2884,5199,4430,4124,1302,2324,5219,4679,1945,5581,4061,620,3692,6029,3877,5214,4712,1926,4626,3858,2109,7094,648,640,206,1676,2198,1461,1617,1615,1288,1053,1926,4039,3802,1325,4111,3383,610,1911,4457,3258,3892,1952,1111,1824,1283,1308,6971,216,216,216,487,555,191,907,474,474,216,341,1250,1055,592,2881,158,216,2850,3589,1529,2986,3355,1391,3047,2455,1409,6414,216,216,216,576,1718,1966,4256,2167,1884,663,1038,2886,2273,1480,1919,1647,112,1390,2161,953,1908,1876,764,1757,1249,669,3000,202,202,216,2806,725,864,999,466,428,177,558,639,333,608,812,637,216,516,528,212,489,523,465,151,1144,115,5107,216,216,216,630,2619,1124,2016,3151,3124,357,76,452,223,397,1574,346,216,1515,624,532,252,1136,768,924,1305,201
ACSSF,2019m1,nc,000,0115,0000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0115,0000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0115,0000039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0115,0000040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0115,0000041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0115,0000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0115,0000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0115,0000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0115,0000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0115,0000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0115,0000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0115,0000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
