ACSSF,2019m1,nc,000,0116,0000049,3229,520,2003,2120,914,2322,1611,583,1586,2115,2467,1709,1595,1011,2924,359,1134,1101,366,525,722,558,1349,1706,1862,845,385,556,1863,125,216,130,216,559,216,47,52,901,760,1229,909,553,2381,142,398,621,587,1631,606,190,717,737,849,777,553,453,1773,248,1420,386,129,662,282,129,161,348,76,164,541,144,2015,147,418,1581,580,637,1101,216,108,717,306,298,335,216
ACSSF,2019m1,nc,000,0116,0000050,6852,673,4499,4067,2287,5577,2964,2159,3463,5838,6711,4934,3076,3453,8888,506,2265,2372,930,2202,1598,1962,2532,4321,5803,1783,1375,2728,6457,76,324,353,143,762,178,258,437,3370,3558,3402,2018,1703,6746,128,919,990,1577,4304,1662,875,2089,2031,1814,1725,945,1555,4446,424,3572,919,210,1107,703,654,668,1343,539,504,1132,161,5362,68,884,2777,833,1742,2264,66,334,1361,725,1082,994,456
ACSSF,2019m1,nc,000,0116,0000051,2909,688,920,1708,548,1659,860,260,762,1097,1622,1133,1054,1200,1709,314,559,656,251,466,416,229,375,722,1230,163,329,537,1693,216,74,485,216,259,216,216,216,534,1132,979,415,1052,1886,147,120,468,384,1345,371,95,692,360,593,594,414,329,1284,593,731,555,195,216,381,216,216,330,242,198,729,221,1544,69,177,1385,315,884,654,80,216,440,213,198,232,216
ACSSF,2019m1,nc,000,0116,0000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0116,0000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0116,0000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0116,0000055,3069,94,1614,1621,533,1394,946,1123,1375,2592,1936,1829,692,906,3019,76,754,1231,342,777,689,1091,1176,2060,1833,1000,277,785,1498,216,216,216,216,248,216,216,216,638,475,1207,651,294,1525,56,173,245,343,1098,543,244,709,692,532,491,314,355,1574,216,1200,86,216,140,146,90,216,1098,216,216,344,216,1349,216,93,859,137,416,572,66,216,536,216,182,166,78
ACSSF,2019m1,nc,000,0116,0000056,7694,654,2989,4005,2517,4417,4176,2024,4852,4750,5299,4317,3695,1900,6866,633,1424,1903,1422,1283,1570,1719,3866,3447,4265,1772,1270,1179,6487,216,487,550,191,774,450,341,1085,2740,3220,3008,2294,1354,5420,216,506,1575,1633,3400,1915,893,2768,1668,1886,1801,1304,627,3143,200,2709,721,820,760,447,436,515,753,531,438,853,115,4597,216,627,2259,1085,1689,3091,57,452,1517,596,1071,1314,165
ACSSF,2019m1,nc,000,0116,0000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0116,0000058,4069,193,1774,1949,1169,2342,1444,677,1691,2640,4106,2733,1927,1210,4282,216,669,1158,387,544,260,576,1262,2367,3705,1433,790,1008,3333,126,216,83,216,554,216,69,454,1162,1764,2268,1535,269,3500,74,335,650,973,2478,932,296,1083,899,1674,945,816,525,2408,90,1607,607,300,252,478,216,216,477,1100,216,865,603,2518,216,263,1142,502,1557,1029,205,216,355,238,246,530,216
ACSSF,2019m1,nc,000,0116,0000059,2739,158,1119,1186,612,1664,1093,358,675,957,1947,1849,1097,1085,2267,145,369,585,124,499,238,239,386,783,1739,586,601,816,2125,216,216,260,216,425,421,216,247,628,991,1308,695,762,1896,216,354,227,348,1290,536,257,376,384,554,890,200,374,1352,60,967,279,217,337,381,216,233,232,386,119,395,106,1613,216,233,1075,391,685,649,216,151,450,480,283,391,186
ACSSF,2019m1,nc,000,0116,0000060,2473,209,893,1351,486,1034,802,246,650,906,1479,1213,821,563,1418,216,460,654,130,85,128,232,501,568,1047,258,369,424,1757,216,216,196,216,197,216,59,216,297,983,1195,424,457,1373,216,101,364,439,918,263,216,288,409,490,282,195,77,972,209,749,312,100,109,216,73,262,119,162,216,326,216,1699,216,216,1180,89,458,738,44,216,449,292,218,354,61
ACSSF,2019m1,nc,000,0116,0000061,5615,342,2103,2449,1318,2612,1787,1506,2057,2243,3749,3185,1478,885,4069,159,729,1232,697,905,536,474,1412,1375,3018,963,641,601,3611,216,341,335,91,439,88,216,154,1257,1605,2449,1293,419,3411,216,295,546,648,1697,588,1173,1476,884,1419,1296,229,192,1976,304,1679,433,216,204,308,567,465,59,154,140,463,216,3129,216,329,1948,799,1760,1419,591,259,767,836,532,171,293
ACSSF,2019m1,nc,000,0116,0000062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0116,0000063,3292,105,677,1478,1063,1248,1105,515,693,1215,1816,1410,508,844,1819,216,149,512,257,327,488,412,556,643,1512,405,365,256,1814,216,216,64,216,310,216,216,216,427,1069,1275,272,282,1964,216,58,348,731,1099,735,388,490,669,476,583,96,541,909,105,642,246,345,212,369,216,143,173,216,216,170,216,1845,216,125,1270,496,513,610,87,216,389,373,359,216,568
ACSSF,2019m1,nc,000,0116,0000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0116,0000065,7294,358,3713,2892,1645,3912,2268,1649,2469,4014,4515,3100,2113,2512,6817,255,1267,1650,606,1536,1111,1438,1578,3272,3542,1424,1271,1937,5127,76,282,234,143,723,216,258,361,2055,2640,2385,1199,1420,4611,106,595,676,1152,3005,1311,488,1877,1561,1171,717,583,770,3691,221,3110,419,216,910,378,496,445,631,268,410,520,78,3892,216,833,2021,749,1095,1781,216,318,687,588,1018,712,216
ACSSF,2019m1,nc,000,0116,0000066,3154,342,1174,824,487,1930,1015,915,1239,1636,1916,1567,877,689,2735,264,442,328,224,636,427,819,1039,1303,1524,443,272,525,1937,216,98,117,216,441,216,232,70,744,813,1605,345,466,1977,216,145,270,423,1551,172,543,812,565,626,620,140,128,1171,166,919,64,216,632,111,216,128,216,350,65,448,216,1620,216,216,720,137,612,830,216,70,98,161,168,637,216
ACSSF,2019m1,nc,000,0116,0000067,4474,188,1129,2477,596,2509,1849,551,1611,2126,3011,2417,1391,1497,3212,216,455,981,221,887,338,421,1304,1160,2312,1197,609,968,3322,216,216,57,216,816,216,216,192,1359,2125,1827,700,965,2784,216,476,611,417,2044,791,369,927,695,1334,837,141,405,1547,152,1094,654,161,223,818,49,180,344,278,216,551,39,2763,135,376,2078,447,937,1116,216,216,482,290,480,502,41
ACSSF,2019m1,nc,000,0116,0000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0116,0000069,7694,654,2989,4005,2517,4417,4176,2024,4852,4750,5299,4317,3695,1900,6866,633,1424,1903,1422,1283,1570,1719,3866,3447,4265,1772,1270,1179,6487,216,487,550,191,774,450,341,1085,2740,3220,3008,2294,1354,5420,216,506,1575,1633,3400,1915,893,2768,1668,1886,1801,1304,627,3143,200,2709,721,820,760,447,436,515,753,531,438,853,115,4597,216,627,2259,1085,1689,3091,57,452,1517,596,1071,1314,165
ACSSF,2019m1,nc,000,0116,0000070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0116,0000071,2473,209,893,1351,486,1034,802,246,650,906,1479,1213,821,563,1418,216,460,654,130,85,128,232,501,568,1047,258,369,424,1757,216,216,196,216,197,216,59,216,297,983,1195,424,457,1373,216,101,364,439,918,263,216,288,409,490,282,195,77,972,209,749,312,100,109,216,73,262,119,162,216,326,216,1699,216,216,1180,89,458,738,44,216,449,292,218,354,61
