ACSSF,2019e1,nc,000,0033,0000001,4937952,3560047,3372604,187443,355198,283957,267011,184998,273881,12860,3958871,2866743,2733354,133389,294489,253996,222741,142078,170684,8140,431414,316446,302204,14242,28209,22625,20192,19138,23770,1034,55608,42123,41293,830,4435,1136,6194,538,1094,88,87959,51719,48953,2766,6680,1356,7065,14907,5806,426,72844,57650,55205,2445,3917,1673,3041,1956,4454,153,331256,225366,191595,33771,17468,3171,7778,6381,68073,3019,4937952,4811682,3506933,1304749,126270,3958871,3859444,2692511,1166933,99427,431414,416775,301766,115009,14639,55608,54745,46836,7909,863,87959,85791,83102,2689,2168,72844,63671,51462,12209,9173,331256,118198690,112143215,64179025,47964190,6055475,4937952,3915245,735966,273881,12860,3958871,3161232,618815,170684,8140,431414,344655,61955,23770,1034,55608,46558,7868,1094,88,160803,119966,29998,10260,579,331256,242834,17330,68073,3019,4937952,4811682,3506933,1304749,126270,3958871,3859444,2692511,1166933,99427,431414,416775,301766,115009,14639,55608,54745,46836,7909,863,160803,149462,134564,14898,11341,331256
ACSSF,2019e1,nc,000,0033,0000002,3400683,2465695,2343321,122374,262362,175813,178720,137547,171729,8817,2679288,1950568,1864719,85849,214638,156833,144650,101274,106098,5227,293131,216247,207628,8619,21760,13308,13093,15790,12135,798,51180,39084,38390,694,3817,1069,5784,402,936,88,72594,42976,41632,1344,5321,1300,6608,13512,2767,110,55235,43813,42187,1626,3610,1068,2894,1668,2029,153,249255,173007,148765,24242,13216,2235,5691,4901,47764,2441,3400683,3330046,2578540,751506,70637,2679288,2625350,1953517,671833,53938,293131,285534,221946,63588,7597,51180,50417,44427,5990,763,72594,70949,69116,1833,1645,55235,48541,40279,8262,6694,249255,76876975,73585490,46608790,26976700,3291485,3400683,2728057,492080,171729,8817,2679288,2165206,402757,106098,5227,293131,238007,42191,12135,798,51180,42901,7255,936,88,127829,95720,27050,4796,263,249255,186223,12827,47764,2441,3400683,3330046,2578540,751506,70637,2679288,2625350,1953517,671833,53938,293131,285534,221946,63588,7597,51180,50417,44427,5990,763,127829,119490,109395,10095,8339,249255
ACSSF,2019e1,nc,000,0033,0000003,1537269,1094352,1029283,65069,92836,108144,88291,47451,102152,4043,1279583,916175,868635,47540,79851,97163,78091,40804,64586,2913,138283,100199,94576,5623,6449,9317,7099,3348,11635,236,4428,3039,2903,136,618,67,410,136,158,0,15365,8743,7321,1422,1359,56,457,1395,3039,316,17609,13837,13018,819,307,605,147,288,2425,0,82001,52359,42830,9529,4252,936,2087,1480,20309,578,1537269,1481636,928393,553243,55633,1279583,1234094,738994,495100,45489,138283,131241,79820,51421,7042,4428,4328,2409,1919,100,15365,14842,13986,856,523,17609,15130,11183,3947,2479,82001,41321715,38557725,17570230,20987490,2763990,1537269,1187188,243886,102152,4043,1279583,996026,216058,64586,2913,138283,106648,19764,11635,236,4428,3657,613,158,0,32974,24246,2948,5464,316,82001,56611,4503,20309,578,1537269,1481636,928393,553243,55633,1279583,1234094,738994,495100,45489,138283,131241,79820,51421,7042,4428,4328,2409,1919,100,32974,29972,25169,4803,3002,82001
ACSSF,2019e1,nc,000,0033,0000004,4702152,3393727,3223175,170552,342190,267282,250412,181256,255248,12037,3764952,2730471,2610075,120396,283125,238629,208355,138986,157937,7449,406541,297506,284529,12977,27273,21437,18831,18962,21498,1034,55131,41762,41012,750,4367,1123,6194,538,1059,88,85070,49666,47377,2289,6397,1320,6921,14907,5433,426,68826,54568,52336,2232,3911,1610,2859,1956,3769,153,321632,219754,187846,31908,17117,3163,7252,5907,65552,2887,4702152,4589018,3362132,1226886,113134,3764952,3674786,2574372,1100414,90166,406541,394729,290078,104651,11812,55131,54306,46512,7794,825,85070,83068,80427,2641,2002,68826,60497,49111,11386,8329,321632,111763780,106372775,61532655,44840125,5391000,4702152,3735917,698950,255248,12037,3764952,3013596,585970,157937,7449,406541,324779,59230,21498,1034,55131,46129,7855,1059,88,153896,114542,29573,9202,579,321632,236871,16322,65552,2887,4702152,4589018,3362132,1226886,113134,3764952,3674786,2574372,1100414,90166,406541,394729,290078,104651,11812,55131,54306,46512,7794,825,153896,143565,129538,14027,10331,321632
ACSSF,2019e1,nc,000,0033,0000005,4116311,2983712,2835546,148166,303689,226534,209106,164117,219387,9766,3278978,2391061,2286307,104754,250167,201746,172400,123423,134591,5590,355791,259050,248115,10935,24310,18190,16175,18245,18974,847,53436,40304,39569,735,4367,1056,6024,538,1059,88,72684,42091,40371,1720,5515,1285,5172,14542,3839,240,59074,47183,45680,1503,3513,1432,2660,1738,2414,134,296348,204023,175504,28519,15817,2825,6675,5631,58510,2867,4116311,4026051,2956813,1069238,90260,3278978,3207594,2248116,959478,71384,355791,346621,255861,90760,9170,53436,52710,45474,7236,726,72684,71147,68961,2186,1537,59074,51631,42053,9578,7443,296348,97403445,93156015,54799295,38356720,4247435,4116311,3287401,599757,219387,9766,3278978,2641228,497569,134591,5590,355791,283360,52610,18974,847,53436,44671,7618,1059,88,131758,98302,26829,6253,374,296348,219840,15131,58510,2867,4116311,4026051,2956813,1069238,90260,3278978,3207594,2248116,959478,71384,355791,346621,255861,90760,9170,53436,52710,45474,7236,726,131758,122778,111014,11764,8980,296348
ACSSF,2019e1,nc,000,0033,0000006,1793508,1301033,1246004,55029,141383,84642,93198,85776,83127,4349,1373649,1003134,966679,36455,113998,75495,72476,57425,49299,1822,153558,113690,109454,4236,10860,5948,6836,10281,5445,498,43281,33525,33117,408,3724,901,4554,326,163,88,51342,28589,27808,781,3691,595,4185,13119,1121,42,32194,25882,25107,775,2333,427,1658,1325,569,0,139484,96213,83839,12374,6777,1276,3489,3300,26530,1899,1793508,1757040,1484958,272082,36468,1373649,1345831,1105775,240056,27818,153558,149872,126610,23262,3686,43281,42820,39015,3805,461,51342,50631,49600,1031,711,32194,28402,24474,3928,3792,139484,38256810,36732020,27052265,9679755,1524790,1793508,1442416,263616,83127,4349,1373649,1117132,205396,49299,1822,153558,124550,23065,5445,498,43281,37249,5781,163,88,83536,60495,21309,1690,42,139484,102990,8065,26530,1899,1793508,1757040,1484958,272082,36468,1373649,1345831,1105775,240056,27818,153558,149872,126610,23262,3686,43281,42820,39015,3805,461,83536,79033,74074,4959,4503,139484
ACSSF,2019e1,nc,000,0033,0000007,2322803,1682679,1589542,93137,162306,141892,115908,78341,136260,5417,1905329,1387927,1319628,68299,136169,126251,99924,65998,85292,3768,202233,145360,138661,6699,13450,12242,9339,7964,13529,349,10155,6779,6452,327,643,155,1470,212,896,0,21342,13502,12563,939,1824,690,987,1423,2718,198,26880,21301,20573,728,1180,1005,1002,413,1845,134,156864,107810,91665,16145,9040,1549,3186,2331,31980,968,2322803,2269011,1471855,797156,53792,1905329,1861763,1142341,719422,43566,202233,196749,129251,67498,5484,10155,9890,6459,3431,265,21342,20516,19361,1155,826,26880,23229,17579,5650,3651,156864,59146635,56423995,27747030,28676965,2722645,2322803,1844985,336141,136260,5417,1905329,1524096,292173,85292,3768,202233,158810,29545,13529,349,10155,7422,1837,896,0,48222,37807,5520,4563,332,156864,116850,7066,31980,968,2322803,2269011,1471855,797156,53792,1905329,1861763,1142341,719422,43566,202233,196749,129251,67498,5484,10155,9890,6459,3431,265,48222,43745,36940,6805,4477,156864
ACSSF,2019e1,nc,000,0033,0000008,585841,410015,387629,22386,38501,40748,41306,17139,35861,2271,485974,339410,323768,15642,32958,36883,35955,15563,23346,1859,50750,38456,36414,2042,2963,3247,2656,717,2524,187,1695,1458,1443,15,0,67,170,0,0,0,12386,7575,7006,569,882,35,1749,365,1594,186,9752,7385,6656,729,398,178,199,218,1355,19,25284,15731,12342,3389,1300,338,577,276,7042,20,585841,562967,405319,157648,22874,485974,467192,326256,140936,18782,50750,48108,34217,13891,2642,1695,1596,1038,558,99,12386,11921,11466,455,465,9752,8866,7058,1808,886,25284,14360330,13216765,6733360,6483405,1143565,585841,448516,99193,35861,2271,485974,372368,88401,23346,1859,50750,41419,6620,2524,187,1695,1458,237,0,0,22138,16240,2744,2949,205,25284,17031,1191,7042,20,585841,562967,405319,157648,22874,485974,467192,326256,140936,18782,50750,48108,34217,13891,2642,1695,1596,1038,558,99,22138,20787,18524,2263,1351,25284
ACSSF,2019e1,nc,000,0033,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139816,136414,102092,34322,3402,110783,108133,77515,30618,2650,13812,13503,10367,3136,309,241,204,204,0,37,5629,5495,5306,189,134,3038,2766,2387,379,272,6313,3060205,2873185,1420230,1452955,187020,139816,107863,23626,7996,331,110783,85680,19697,5249,157,13812,11496,1786,424,106,241,118,123,0,0,8667,6421,1815,363,68,6313,4148,205,1960,0,139816,136414,102092,34322,3402,110783,108133,77515,30618,2650,13812,13503,10367,3136,309,241,204,204,0,37,8667,8261,7693,568,406,6313
ACSSF,2019e1,nc,000,0033,0000010,446025,313218,296684,16534,27435,32070,31076,12421,27865,1940,375191,262568,251124,11444,24120,29049,28455,11200,18097,1702,36938,27869,26500,1369,2054,2438,1799,597,2100,81,1454,1340,1325,15,0,67,47,0,0,0,6757,4273,3769,504,415,0,221,365,1365,118,6714,5098,4526,572,33,178,98,67,1221,19,18971,12070,9440,2630,813,338,456,192,5082,20,446025,426553,303227,123326,19472,375191,359059,248741,110318,16132,36938,34605,23850,10755,2333,1454,1392,834,558,62,6757,6426,6160,266,331,6714,6100,4671,1429,614,18971,11300125,10343580,5313130,5030450,956550,446025,340653,75567,27865,1940,375191,286688,68704,18097,1702,36938,29923,4834,2100,81,1454,1340,114,0,0,13471,9819,929,2586,137,18971,12883,986,5082,20,446025,426553,303227,123326,19472,375191,359059,248741,110318,16132,36938,34605,23850,10755,2333,1454,1392,834,558,62,13471,12526,10831,1695,945,18971
