ACSSF,2019e1,nc,000,0157,0000031,46416,30058,4379,2718,1082,361,127,91,0,17283,2312,3044,3061,4912,2787,1167,8396,700,472,546,1375,2061,3242,16358,5198,4373,656,107,62,0,0,9202,4131,1849,1503,1346,335,38,1958,429,339,248,490,380,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0157,0000032,51115,37247,3119,2094,591,263,171,0,0,18416,3041,3242,4176,4199,2459,1299,15712,2437,1545,2049,4127,2731,2823,13868,3706,2740,329,506,0,131,0,7072,3756,1172,1362,612,24,146,3090,963,738,761,370,225,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0157,0000033,68145,50487,4663,2282,1454,616,311,0,0,31656,6853,3874,4766,10501,4242,1420,14168,593,460,1629,2811,2181,6494,17658,6210,4510,554,547,328,271,0,8279,3397,1714,1464,1472,102,130,3169,1601,277,383,581,0,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0157,0000034,73567,54042,6588,3836,720,1509,493,30,0,33965,5681,4408,7355,9775,5030,1716,13489,1633,703,1376,3376,2479,3922,19525,5134,2690,1485,852,107,0,0,11014,4084,1625,2180,2524,555,46,3377,781,436,531,1004,353,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0157,0000035,34418,25758,2529,465,660,1072,332,0,0,15184,2248,1444,3005,5032,1825,1630,8045,829,465,535,2353,1052,2811,8660,2284,994,814,254,222,0,0,5377,2305,534,1161,1063,272,42,999,311,219,132,87,0,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0157,0000036,426313,238620,27765,15148,6298,4676,993,564,86,154101,24589,21971,27488,55429,19438,5186,56754,4400,2837,5782,13765,12269,17701,187693,73711,59165,9080,4636,830,0,0,95083,50565,18188,17063,7574,1086,607,18899,5955,3494,4774,3793,246,637,426313,238620,75243,70055,641,2125,1056,1105,261,37946,35456,173,361,415,547,994,70187,66266,703,1747,480,509,482,32271,30441,303,308,47,393,779,22973,22654,76,0,40,0,203,187693,146447,43363,9024,45233,22418,24559,1850,26473,11202,1898,6858,3307,2455,753,12197,5533,1551,2193,970,847,1103,1332,782,70,414,66,0,0,1244,971,52,97,0,124,0
ACSSF,2019e1,nc,000,0157,0000037,41530,30946,3710,1720,1094,465,431,0,0,14945,2023,2135,3131,4044,2414,1198,12291,1132,275,1639,3718,2707,2820,10584,3718,2782,675,88,117,56,0,3642,1768,506,843,480,45,0,3224,1286,203,809,762,117,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0157,0000038,37574,24038,2191,884,290,728,289,0,0,12738,2204,754,1262,5125,2548,845,9109,718,60,997,2547,1933,2854,13536,4598,2698,1204,152,181,363,0,7161,2987,816,2151,869,293,45,1777,255,349,430,426,190,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0157,0000039,100189,57776,5728,3151,1522,896,159,0,0,31396,6513,3884,5333,10010,4289,1367,20652,1396,1530,3417,5253,2937,6119,42413,16824,14802,1219,669,134,0,0,18073,9366,3133,3560,1918,59,37,7516,3063,839,1343,1500,307,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0157,0000040,63604,34598,7092,4776,1629,616,71,0,0,18460,3040,1906,3525,5878,2562,1549,9046,294,195,1041,2184,868,4464,29006,16091,13486,1557,912,136,0,0,11105,5768,2443,2284,405,193,12,1810,763,423,85,269,47,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
