ACSSF,2019e1,nc,000,0112,0000001,36159,29609,25798,66525,35535,41208,46550,23811,42096,40761,64181,50705,53417,62699,39866,46022,62550,61127,29157,37842,39630,36917,16007,20534,15512,25672,48357,41020,31044,27398,70625,35643,46221,50388,28616,45726,42010,67752,59542,75190,91582,42255,52231,81214,74695,31152,45339,41830,49529,18573,21967,17689,34086,51048,31349,20804,19836,41545,34314,32051,40961,20275,36366,32479,55569,40677,45661,48269,36606,38640,48808,47066,24165,36136,38042,35157,14001,17318,13592,20118,45407,4937837,2525703,43453,37514,5939,339890,386660,86212,272638,184584,149740,34844,48577,144156,99848,44308,312366,186974,2592,122800,260779,129060,131719,228630,55315,173315,110820,106938,2412134,12923,12347,576,38881,196575,36939,277073,66473,54640,11833,28172,173663,124411,49252,240911,154274,3218,83419,864170,310588,553582,264514,40797,223717,125778,86062
ACSSF,2019e1,nc,000,0112,0000002,36577,30745,22634,75382,35160,41181,46872,24034,41315,39634,71855,50978,57439,66175,40969,48096,67064,60554,27237,38770,40377,37278,16031,18959,15752,26427,50938,41327,34296,24906,79808,35288,46518,50967,29049,42347,41052,75755,57326,77517,92412,45374,56461,82681,86516,30194,45743,42199,50086,18995,21476,18436,35434,53607,31767,16355,15568,56775,33799,32087,40664,20437,36110,31682,60485,44527,46474,48997,37866,41044,51066,46464,24169,36547,39110,35492,13750,15220,13599,21384,47287,3386740,1706027,11322,8632,2690,202492,234849,59481,184883,120861,99837,21024,37832,118103,84853,33250,236184,150515,2123,83546,194217,97610,96607,168532,39146,129386,73522,63749,1680713,4763,4493,270,24745,128628,27474,191230,46218,37614,8604,21623,127323,93175,34148,183538,118703,2621,62214,589263,213697,375566,193271,30331,162940,87244,55393
ACSSF,2019e1,nc,000,0112,0000003,35319,28861,26940,59617,36150,41244,45648,23183,45429,42459,55124,47215,45962,51946,35030,38976,51585,66573,31268,36576,37198,36094,15955,23388,14966,23546,45548,40393,30125,27775,61754,36262,45850,47913,27460,49647,46649,56457,61890,55416,80638,36514,46120,66793,61912,33837,44259,40646,47711,17130,24621,16080,31784,48333,30541,24610,22450,40764,35463,32001,41815,19827,37068,35630,46637,29644,42268,46776,32154,31254,37476,71693,24161,35379,36661,33913,15006,22946,13565,16254,41633,1551097,819676,32131,28882,3249,137398,151811,26731,87755,63723,49903,13820,10745,26053,14995,11058,76182,36459,469,39254,66562,31450,35112,60098,16169,43929,37298,43189,731421,8160,7854,306,14136,67947,9465,85843,20255,17026,3229,6549,46340,31236,15104,57373,35571,597,21205,274907,96891,178016,71243,10466,60777,38534,30669
ACSSF,2019e1,nc,000,0112,0000004,36445,28837,24293,67389,35545,41564,46759,24010,42000,40637,66164,51005,55011,64398,40057,46531,63997,60999,29484,38371,39928,37262,16106,20337,15672,25754,48874,41235,30983,26450,72166,35653,46779,50572,28841,45490,41824,70215,59530,75871,91782,42516,52790,81331,74548,31134,45755,41939,50054,18755,21849,17949,33752,51564,31609,18182,16820,41545,34380,32273,41088,20363,36622,32602,56673,41551,46184,49572,36705,39829,49629,46834,24637,36452,38419,35508,14056,16842,13707,20371,45716,4695451,2401281,33094,27770,5324,317658,365415,83414,258547,173876,140538,33338,48046,140893,98110,42783,304733,184594,2566,117573,250246,124451,125795,218352,52702,165650,105662,101345,2294170,10826,10250,576,36553,186239,36244,261572,63939,52743,11196,26843,167719,119525,48194,233840,150252,3145,80443,817153,295244,521909,251164,38864,212300,120256,81822
ACSSF,2019e1,nc,000,0112,0000005,37092,27083,21186,70534,35671,43098,47165,23969,42211,40577,70729,51475,57349,66385,41245,48288,65905,61031,30236,39284,40230,38271,16339,20187,16027,26063,50218,41863,30131,23617,72868,35796,49992,50951,30053,46009,41923,72610,60273,76778,92269,45144,56492,82122,74214,31448,46648,42274,51039,18996,21956,18244,33474,52075,32072,19607,17860,42381,34384,34284,41268,20216,36608,32098,62803,42020,47465,50894,39302,40921,50756,46566,25239,36821,38738,35955,14457,15808,14298,20866,46821,4101465,2096855,22429,18465,3964,273881,305351,74842,221928,152895,124483,28412,44575,131317,93375,37942,281116,175289,2507,103320,222291,111295,110996,190161,45601,144560,91604,84465,2004610,7810,7339,471,32857,157825,32113,230997,55524,45684,9840,25349,151173,108671,42502,213062,140127,3061,69874,704560,256806,447754,218483,32502,185981,105984,68873
ACSSF,2019e1,nc,000,0112,0000006,36829,30231,20196,72284,34455,40959,47059,23445,39165,36090,74623,50187,61169,67229,44214,51099,68339,61003,27316,38853,40055,37702,17704,20570,17417,26898,52084,41168,31514,23838,80516,34409,45858,51245,31188,41027,38708,83119,51814,77959,90892,46760,60161,81340,100395,30594,45258,41681,49161,20562,22171,20184,35215,52790,32248,7032,6528,.,34561,33241,40645,18684,32574,30521,56992,45158,48861,50771,41157,42585,55514,44711,24907,36590,38731,35714,14910,14540,14943,23080,51324,1769968,876767,3474,2455,1019,95648,98661,31269,90217,63038,53829,9209,20458,70338,52562,17776,132564,89857,882,41825,112061,54742,57319,95588,19992,75596,35354,28097,893201,1298,1229,69,12732,56426,16498,101022,28896,23957,4939,13694,73607,56346,17261,107176,69139,1679,36358,304781,115451,189330,104191,16679,87512,45360,27520
ACSSF,2019e1,nc,000,0112,0000007,37295,26743,21372,67026,36403,44700,47225,24389,49894,44766,66757,56546,53146,65182,37731,45991,61572,61101,31002,39642,40343,38711,15285,18991,14744,25479,49075,42365,28548,23496,72454,36639,50747,50709,28789,51294,47304,66475,62229,75899,99352,40981,52449,85062,73083,31963,48269,43381,52998,16703,21501,16084,32319,51805,31950,20316,18887,41831,34193,34756,41771,20826,40911,36016,70147,37963,46378,51021,36882,37482,45743,46924,25676,36954,38744,36119,14118,16343,13818,18418,44937,2331497,1220088,18955,16010,2945,178233,206690,43573,131711,89857,70654,19203,24117,60979,40813,20166,148552,85432,1625,61495,110230,56553,53677,94573,25609,68964,56250,56368,1111409,6512,6110,402,20125,101399,15615,129975,26628,21727,4901,11655,77566,52325,25241,105886,70988,1382,33516,399779,141355,258424,114292,15823,98469,60624,41353
ACSSF,2019e1,nc,000,0112,0000008,31196,30640,28732,47420,32352,34989,43429,24299,41286,40837,47577,38816,39233,42409,30064,30139,43711,52128,23709,35094,37049,32195,13871,21029,12219,23077,45447,35555,35048,31086,57400,32320,39325,46661,26088,42154,41411,50020,41768,50011,80091,32469,35086,58570,.,25787,38121,37096,40345,17072,21070,16221,35295,49019,27400,16206,15852,.,34273,27476,36324,21545,36744,37049,31606,33924,36631,40417,25524,24027,28525,.,20993,32951,37024,31756,11813,21003,11040,14484,40275,593986,304426,10665,9305,1360,43777,60064,8572,36619,20981,16055,4926,3471,9576,4735,4841,23617,9305,59,14253,27955,13156,14799,28191,7101,21090,14058,16880,289560,3016,2911,105,3696,28414,4131,30575,8415,7059,1356,1494,16546,10854,5692,20778,10125,84,10569,112593,38438,74155,32681,6362,26319,14272,12949
ACSSF,2019e1,nc,000,0112,0000009,30512,35207,31594,.,32449,30605,35213,19253,41962,41388,66000,31799,40783,52721,21094,27400,31615,.,21859,36645,37396,36223,11718,14415,11168,28879,47785,32594,35298,31820,.,35327,32829,45167,16172,45860,42211,70647,31691,55953,101936,35450,38554,58998,.,21507,40890,37265,46355,15886,21703,12201,46190,55380,26917,17176,17176,.,27355,23809,29090,22699,33356,32697,42092,45090,38416,40984,20052,22669,22666,.,22346,36008,37464,35446,10285,10773,9994,17006,40329,140789,70229,1707,1525,182,9126,14785,2790,8161,2584,2143,441,645,3045,1671,1374,5293,2519,0,2774,8027,4237,3790,6674,1478,5196,3667,3725,70560,293,293,0,648,8793,905,5984,1122,789,333,585,4071,2908,1163,5791,2860,27,2904,27594,8907,18687,8145,2204,5941,3730,2899
ACSSF,2019e1,nc,000,0112,0000010,31385,29966,28192,57275,32321,36297,45500,25451,41185,40753,46882,42100,37932,41539,30574,30370,48228,.,23965,33229,36908,31499,14983,24134,12438,21401,44611,35884,34551,30814,71750,32196,40503,47977,27293,42008,41195,49440,49864,47439,61053,32223,34514,57313,.,26240,36797,37029,36156,17292,20637,16901,29914,47135,27564,15787,15280,.,36355,30151,43292,21350,40043,40184,26250,33780,35857,40161,28702,25126,33663,.,20596,32089,36841,31188,12222,26038,11228,13166,40250,453197,234197,8958,7780,1178,34651,45279,5782,28458,18397,13912,4485,2826,6531,3064,3467,18324,6786,59,11479,19928,8919,11009,21517,5623,15894,10391,13155,219000,2723,2618,105,3048,19621,3226,24591,7293,6270,1023,909,12475,7946,4529,14987,7265,57,7665,84999,29531,55468,24536,4158,20378,10542,10050
