ACSSF,2019e1,nc,000,0060,0000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87796,9596,3396,2112,1284,0,6200,4955,1101,144,26710,14308,13267,948,93,12402,11985,80,337,30256,19264,17721,1224,319,10992,10488,343,161,21234,16161,14850,1009,302,5073,4840,47,186
ACSSF,2019e1,nc,000,0060,0000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88613,8428,4308,2510,1533,265,4120,3701,318,101,21545,11582,9468,1824,290,9963,9003,405,555,32102,18345,17436,593,316,13757,12864,697,196,26538,15329,14754,229,346,11209,10590,194,425
ACSSF,2019e1,nc,000,0060,0000033,126121,12343,6340,4993,1347,0,0,0,6003,5226,484,119,160,14,35183,19667,16826,2036,349,456,0,15516,14795,285,280,156,0,39639,28282,26975,780,187,340,0,11357,10723,49,404,144,37,38956,29831,26636,1099,786,1129,181,9125,8165,235,377,240,108,126121,12343,6340,4993,1347,0,6003,5226,484,293,35183,19667,16826,2036,805,15516,14795,285,436,39639,28282,26975,780,527,11357,10723,49,585,38956,29831,26636,1099,2096,9125,8165,235,725
ACSSF,2019e1,nc,000,0060,0000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138897,17381,9237,4184,4798,255,8144,6337,1467,340,34542,18155,15721,2324,110,16387,15987,387,13,53524,35919,33602,1723,594,17605,16784,434,387,33450,27080,25121,723,1236,6370,5516,210,644
ACSSF,2019e1,nc,000,0060,0000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62105,4887,1997,1608,389,0,2890,2442,434,14,20213,11734,10928,806,0,8479,8291,148,40,20881,14253,13414,716,123,6628,6269,183,176,16124,11580,11044,257,279,4544,4478,66,0
ACSSF,2019e1,nc,000,0060,0000036,752114,72795,44771,16420,24230,750,2706,665,28024,15074,8359,1769,1929,893,121680,74966,56248,12944,2959,1923,892,46714,40307,3412,987,1756,252,214044,156621,137169,11120,4146,2857,1329,57423,51548,2829,1707,917,422,343595,274782,235085,10743,12815,12211,3928,68813,58226,2774,2686,3141,1986,752114,72795,44771,16420,24230,4121,28024,15074,8359,4591,121680,74966,56248,12944,5774,46714,40307,3412,2995,214044,156621,137169,11120,8332,57423,51548,2829,3046,343595,274782,235085,10743,28954,68813,58226,2774,7813
ACSSF,2019e1,nc,000,0060,0000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73523,6477,2898,1851,1047,0,3579,3200,328,51,15840,7368,6961,303,104,8472,8289,18,165,22408,12554,11384,682,488,9854,9341,434,79,28798,19013,16653,840,1520,9785,9168,227,390
ACSSF,2019e1,nc,000,0060,0000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0060,0000039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162287,11302,5684,4465,700,519,5618,5348,210,60,31044,17796,15930,1588,278,13248,12887,174,187,50048,31495,29460,978,1057,18553,17630,168,755,69893,50015,47380,728,1907,19878,18525,208,1145
ACSSF,2019e1,nc,000,0060,0000040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108676,9030,4624,3084,1205,335,4406,3880,356,170,32295,18359,16653,1399,307,13936,13358,148,430,40562,25912,24027,796,1089,14650,12413,1867,370,26789,20204,18274,1621,309,6585,6022,443,120
ACSSF,2019e1,nc,000,0060,0000041,93642,5191,2550,1380,586,282,302,0,2641,2641,0,0,0,0,12281,6180,5122,829,111,118,0,6101,5765,0,150,186,0,17078,10263,8649,906,310,330,68,6815,5726,456,202,431,0,59092,43041,35746,2969,1507,2240,579,16051,13750,306,897,1058,40,93642,5191,2550,1380,586,584,2641,2641,0,0,12281,6180,5122,829,229,6101,5765,0,336,17078,10263,8649,906,708,6815,5726,456,633,59092,43041,35746,2969,4326,16051,13750,306,1995
ACSSF,2019e1,nc,000,0060,0000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112043,13076,6669,5244,1305,120,6407,5807,438,162,28701,15788,13385,1951,452,12913,11876,449,588,34309,24495,23216,997,282,9814,9696,80,38,35957,26403,23885,798,1720,9554,9235,0,319
ACSSF,2019e1,nc,000,0060,0000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100084,18506,7725,4147,3411,167,10781,9263,1357,161,34692,20295,18632,1663,0,14397,13992,392,13,31909,19356,18144,1149,63,12553,12052,488,13,14977,9438,8718,351,369,5539,4694,99,746
ACSSF,2019e1,nc,000,0060,0000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85215,18646,6059,4179,1695,185,12587,11322,1183,82,29451,14012,13065,628,319,15439,15007,359,73,24479,14660,14245,373,42,9819,9600,136,83,12639,8677,8573,48,56,3962,3713,146,103
ACSSF,2019e1,nc,000,0060,0000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66036,11370,4099,3634,465,0,7271,6594,618,59,27272,15197,14820,377,0,12075,11587,444,44,17982,11377,10526,806,45,6605,6309,243,53,9412,6416,5623,664,129,2996,2996,0,0
ACSSF,2019e1,nc,000,0060,0000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98238,13460,5174,2596,2427,151,8286,7212,1074,0,29968,16543,15652,763,128,13425,12699,528,198,36831,24684,23454,922,308,12147,11943,23,181,17979,13297,12053,892,352,4682,4219,463,0
ACSSF,2019e1,nc,000,0060,0000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48325,6294,2620,2138,482,0,3674,3283,391,0,15183,6429,6375,7,47,8754,8397,290,67,17325,9996,9302,411,283,7329,6981,36,312,9523,4706,4273,230,203,4817,4348,455,14
ACSSF,2019e1,nc,000,0060,0000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0060,0000049,154095,14142,7673,3711,3853,51,0,58,6469,4762,1097,385,149,76,36140,20276,16763,2126,1281,62,44,15864,14935,536,393,0,0,46031,31489,28775,1731,866,0,117,14542,13143,747,527,0,125,57782,45594,39077,1897,3303,1006,311,12188,10859,234,796,117,182,154095,14142,7673,3711,3853,109,6469,4762,1097,610,36140,20276,16763,2126,1387,15864,14935,536,393,46031,31489,28775,1731,983,14542,13143,747,652,57782,45594,39077,1897,4620,12188,10859,234,1095
ACSSF,2019e1,nc,000,0060,0000050,747815,49747,28066,12101,13432,841,1423,269,21681,14913,4223,646,1761,138,113857,66595,49259,12151,1734,1316,2135,47262,41141,1738,2221,1572,590,179713,127929,109507,10827,3309,2144,2142,51784,46266,2004,1850,1324,340,404498,316534,268816,8615,17880,16080,5143,87964,72448,2652,5728,5750,1386,747815,49747,28066,12101,13432,2533,21681,14913,4223,2545,113857,66595,49259,12151,5185,47262,41141,1738,4383,179713,127929,109507,10827,7595,51784,46266,2004,3514,404498,316534,268816,8615,39103,87964,72448,2652,12864
ACSSF,2019e1,nc,000,0060,0000051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80491,11445,5583,2335,2686,562,5862,4337,1431,94,25703,11996,11331,539,126,13707,13502,58,147,28761,17758,16890,670,198,11003,10588,408,7,14582,10104,8731,369,1004,4478,4093,175,210
ACSSF,2019e1,nc,000,0060,0000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0060,0000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0060,0000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66935,5586,2034,975,946,113,3552,2148,361,1043,11459,5427,4894,244,289,6032,6032,0,0,17153,11610,10446,615,549,5543,5543,0,0,32737,24872,22883,913,1076,7865,7448,238,179
ACSSF,2019e1,nc,000,0060,0000055,118721,3374,2258,590,1034,253,337,44,1116,520,40,272,284,0,11915,6914,3778,1063,582,427,1064,5001,3856,392,364,389,0,22217,14932,12959,1282,359,144,188,7285,5576,120,816,730,43,81215,60273,43816,1063,7151,7390,853,20942,14673,354,2937,2700,278,118721,3374,2258,590,1034,634,1116,520,40,556,11915,6914,3778,1063,2073,5001,3856,392,753,22217,14932,12959,1282,691,7285,5576,120,1589,81215,60273,43816,1063,15394,20942,14673,354,5915
ACSSF,2019e1,nc,000,0060,0000056,596804,63379,39871,13853,22091,750,2512,665,23508,11914,7493,1364,1929,808,96261,61348,44471,12051,2514,1520,792,34913,29716,3008,945,992,252,169187,123965,108776,8548,3077,2563,1001,45222,40281,2605,1304,806,226,267977,218602,184827,8420,10672,11587,3096,49375,41014,1633,2492,2894,1342,596804,63379,39871,13853,22091,3927,23508,11914,7493,4101,96261,61348,44471,12051,4826,34913,29716,3008,2189,169187,123965,108776,8548,6641,45222,40281,2605,2336,267977,218602,184827,8420,25355,49375,41014,1633,6728
ACSSF,2019e1,nc,000,0060,0000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61361,6480,3329,1673,1656,0,3151,2503,195,453,13749,9074,8508,72,494,4675,4453,91,131,16102,12362,10981,617,764,3740,3457,136,147,25030,19872,17003,789,2080,5158,4170,138,850
ACSSF,2019e1,nc,000,0060,0000058,190711,20267,10602,5004,4978,197,224,199,9665,5479,2616,25,820,725,32975,20388,16533,2464,311,609,471,12587,11366,938,87,0,196,40081,28752,25803,2248,163,144,394,11329,10751,69,140,0,369,97388,77145,67263,2122,3219,3203,1338,20243,17200,436,953,1229,425,190711,20267,10602,5004,4978,620,9665,5479,2616,1570,32975,20388,16533,2464,1391,12587,11366,938,283,40081,28752,25803,2248,701,11329,10751,69,509,97388,77145,67263,2122,7760,20243,17200,436,2607
ACSSF,2019e1,nc,000,0060,0000059,129266,10995,5212,3092,1566,79,453,22,5783,4823,415,205,340,0,33016,19729,17457,1174,329,727,42,13287,12465,411,244,167,0,50662,33962,29643,3112,671,271,265,16700,14413,1138,572,434,143,34593,25415,21176,2075,590,1228,346,9178,7498,422,479,537,242,129266,10995,5212,3092,1566,554,5783,4823,415,545,33016,19729,17457,1174,1098,13287,12465,411,411,50662,33962,29643,3112,1207,16700,14413,1138,1149,34593,25415,21176,2075,2164,9178,7498,422,1258
ACSSF,2019e1,nc,000,0060,0000060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51520,7571,3764,3014,724,26,3807,3436,327,44,15848,9976,8102,1668,206,5872,4976,851,45,14272,9716,8140,1005,571,4556,3866,349,341,13829,10505,8990,551,964,3324,3161,49,114
ACSSF,2019e1,nc,000,0060,0000061,192908,22334,10704,5460,2833,132,1530,749,11630,10033,540,0,856,201,43379,26671,21159,2746,733,911,1122,16708,14268,346,770,910,414,52608,35118,30076,2126,1000,1144,772,17490,15958,865,367,146,154,74587,56618,48244,2270,2321,2970,813,17969,16175,620,182,585,407,192908,22334,10704,5460,2833,2411,11630,10033,540,1057,43379,26671,21159,2746,2766,16708,14268,346,2094,52608,35118,30076,2126,2916,17490,15958,865,667,74587,56618,48244,2270,6104,17969,16175,620,1174
ACSSF,2019e1,nc,000,0060,0000062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0060,0000063,72816,11271,4765,2015,1723,218,527,282,6506,4574,623,555,301,453,14017,7205,6146,272,426,309,52,6812,6665,41,106,0,0,23099,15774,13831,937,646,124,236,7325,6282,248,638,0,157,24429,18035,15751,558,1105,548,73,6394,5646,110,205,318,115,72816,11271,4765,2015,1723,1027,6506,4574,623,1309,14017,7205,6146,272,787,6812,6665,41,106,23099,15774,13831,937,1006,7325,6282,248,795,24429,18035,15751,558,1726,6394,5646,110,638
ACSSF,2019e1,nc,000,0060,0000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0060,0000065,318649,26257,15356,5773,7846,512,1000,225,10901,6714,3228,92,729,138,53595,32355,23944,6471,788,462,690,21240,18047,1135,760,708,590,78589,56155,46117,5040,1726,1506,1766,22434,20482,1161,329,333,129,160208,126596,111104,4300,5139,3051,3002,33612,28495,1535,793,1681,1108,318649,26257,15356,5773,7846,1737,10901,6714,3228,959,53595,32355,23944,6471,1940,21240,18047,1135,2058,78589,56155,46117,5040,4998,22434,20482,1161,791,160208,126596,111104,4300,11192,33612,28495,1535,3582
