ACSSF,2019e1,nc,000,0093,0000001,641993,93619,53706,2886,91772,12842,196647,4084,710,30324,1007,10440,100644,42133,1179,0,7138030,632832,32032,169842,248694,182264,6505198,786866,1662261,1937069,2119002,30728,41346,41914,35218,30034,35819,25412,6345794,2327054,58008,44854,42344,2510,13154,2269046,1729750,1609656,120094,539296,2660908,159019,127676,123837,3839,31343,2501889,2042316,1973822,68494,459573,1357832,128227,77605,76276,1329,50622,1229605,772063,751466,20597,457542,7883699,2194492,56951,5292,1354,3938,51659,5791,45868,2137541,364065,35901,328164,1773476,95347,1678129,2630802,157155,10415,3242,7173,146740,22829,123911,2473647,260411,65973,194438,2213236,175689,2037547,1346532,127822,10504,4767,5737,117318,30172,87146,1218710,137125,60869,76256,1081585,173881,907704,1711873,292240,17952,8186,9766,274288,112944,161344,1419633,138662,65156,73506,1280971,391095,889876,641993,453085,188908,4471,41377,22673,24393,87153,8841,6345794,345254,250135,242457,7678,95119,6000540,4544129,4334944,209185,1456411,7883699,6171826,341928,26211,9363,16848,315717,58792,256925,5829898,761601,162743,598858,5068297,444917,4623380,1711873,292240,17952,8186,9766,274288,112944,161344,1419633,138662,65156,73506,1280971,391095,889876,641993,453085,188908
ACSSF,2019e1,nc,000,0093,0000002,404595,64278,34407,1744,63562,8203,112500,3028,392,19415,545,7800,61463,26454,804,0,4673431,398168,18903,97792,153812,127661,4275263,479602,947859,1231245,1616557,31374,42270,43480,35523,30672,36521,26109,4314774,1685478,38949,28880,27655,1225,10069,1646529,1251429,1165859,85570,395100,1799919,108762,87577,85193,2384,21185,1691157,1399697,1353796,45901,291460,829377,78310,48286,47588,698,30024,751067,488543,473426,15117,262524,5191197,1561487,37989,3839,986,2853,34150,3941,30209,1523498,261975,24498,237477,1261523,63718,1197805,1781233,107698,8703,2683,6020,98995,14107,84888,1673535,169499,41257,128242,1504036,102422,1401614,821585,78054,6646,2879,3767,71408,18169,53239,743531,83782,36350,47432,659749,96375,563374,1026892,175038,9997,4979,5018,165041,63680,101361,851854,85238,39601,45637,766616,229957,536659,404595,286235,118360,3252,26377,14875,15400,53585,4871,4314774,226021,164743,160436,4307,61278,4088753,3139669,2993081,146588,949084,5191197,4164305,223741,19188,6548,12640,204553,36217,168336,3940564,515256,102105,413151,3425308,262515,3162793,1026892,175038,9997,4979,5018,165041,63680,101361,851854,85238,39601,45637,766616,229957,536659,404595,286235,118360
ACSSF,2019e1,nc,000,0093,0000003,237398,29341,19299,1142,28210,4639,84147,1056,318,10909,462,2640,39181,15679,375,0,2464599,234664,13129,72050,94882,54603,2229935,307264,714402,705824,502445,29150,39188,39745,33064,27807,33822,23984,2031020,641576,19059,15974,14689,1285,3085,622517,478321,443797,34524,144196,860989,50257,40099,38644,1455,10158,810732,642619,620026,22593,168113,528455,49917,29319,28688,631,20598,478538,283520,278040,5480,195018,2692502,633005,18962,1453,368,1085,17509,1850,15659,614043,102090,11403,90687,511953,31629,480324,849569,49457,1712,559,1153,47745,8722,39023,800112,90912,24716,66196,709200,73267,635933,524947,49768,3858,1888,1970,45910,12003,33907,475179,53343,24519,28824,421836,77506,344330,684981,117202,7955,3207,4748,109247,49264,59983,567779,53424,25555,27869,514355,161138,353217,237398,166850,70548,1219,15000,7798,8993,33568,3970,2031020,119233,85392,82021,3371,33841,1911787,1404460,1341863,62597,507327,2692502,2007521,118187,7023,2815,4208,111164,22575,88589,1889334,246345,60638,185707,1642989,182402,1460587,684981,117202,7955,3207,4748,109247,49264,59983,567779,53424,25555,27869,514355,161138,353217,237398,166850,70548
ACSSF,2019e1,nc,000,0093,0000004,601462,90464,52070,2542,87409,12187,179445,3792,696,27956,915,9662,93307,39838,1179,0,6707391,592841,29099,156469,231211,176062,6114550,720645,1528468,1817325,2048112,31058,41743,42278,35652,30357,36226,25720,6008339,2217273,56042,43772,41304,2468,12270,2161231,1653540,1539539,114001,507691,2521569,152170,121989,118334,3655,30181,2369399,1943390,1878112,65278,426009,1269497,119723,74054,72824,1230,45669,1149774,727131,707308,19823,422643,7424437,2092105,55114,5243,1354,3889,49871,5185,44686,2036991,344057,34189,309868,1692934,91416,1601518,2498962,150441,10060,3116,6944,140381,21580,118801,2348521,243258,60609,182649,2105263,164465,1940798,1260001,119326,8993,3671,5322,110333,27976,82357,1140675,126927,56573,70354,1013748,160444,853304,1573369,269278,16156,7500,8656,253122,103022,150100,1304091,124893,58078,66815,1179198,356896,822302,601462,425110,176352,4282,37853,21768,23179,81132,8138,6008339,327935,239815,232462,7353,88120,5680404,4324061,4124959,199102,1356343,7424437,5851068,324881,24296,8141,16155,300585,54741,245844,5526187,714242,151371,562871,4811945,416325,4395620,1573369,269278,16156,7500,8656,253122,103022,150100,1304091,124893,58078,66815,1179198,356896,822302,601462,425110,176352
ACSSF,2019e1,nc,000,0093,0000005,512817,81338,46301,2010,75480,10576,147504,2938,629,23462,750,7737,80566,32545,981,0,5742412,505130,23681,133045,196397,152007,5237282,586207,1260932,1533308,1856835,31789,42108,42772,36087,31116,37274,26387,5194785,1931445,50771,39269,37035,2234,11502,1880674,1448024,1355026,92998,432650,2190672,133449,108224,105163,3061,25225,2057223,1704091,1648362,55729,353132,1072668,102883,63650,62527,1123,39233,969785,620948,604710,16238,348837,6359018,1825225,49902,4606,1215,3391,45296,4900,40396,1775323,282298,27097,255201,1493025,78253,1414772,2172668,131939,7645,2072,5573,124294,19121,105173,2040729,197908,46444,151464,1842821,136136,1706685,1065275,102511,7940,3100,4840,94571,24107,70464,962764,100156,45591,54565,862608,132285,730323,1295850,222091,13566,5794,7772,208525,82415,126110,1073759,97325,45349,51976,976434,285642,690792,512817,363110,149707,3559,32333,18856,19760,68543,6656,5194785,287103,211143,204725,6418,75960,4907682,3773063,3608098,164965,1134619,6359018,5063168,284352,20191,6387,13804,264161,48128,216033,4778816,580362,119132,461230,4198454,346674,3851780,1295850,222091,13566,5794,7772,208525,82415,126110,1073759,97325,45349,51976,976434,285642,690792,512817,363110,149707
ACSSF,2019e1,nc,000,0093,0000006,172589,29069,14640,573,30063,3128,42925,1439,253,9031,252,3098,27651,10108,359,0,2299453,169361,6453,38583,64327,59998,2130092,229260,417317,566769,916746,32006,42584,43767,37323,31438,37023,27103,2240909,958375,18226,14285,13853,432,3941,940149,713081,670623,42458,227068,898834,47627,37539,36330,1209,10088,851207,716659,692864,23795,134548,383700,36163,21558,21206,352,14605,347537,233212,226387,6825,114325,2586843,873308,17698,1678,168,1510,16020,1603,14417,855610,154854,11286,143568,700756,30790,669966,893077,47305,3614,1014,2600,43691,6320,37371,845772,87627,19890,67737,758145,46155,711990,381184,36058,3710,1116,2594,32348,8943,23405,345126,38005,17887,20118,307121,42499,264622,439274,69455,4823,2187,2636,64632,23122,41510,369819,40307,19018,21289,329512,90084,239428,172589,122877,49712,1509,10082,7108,6973,21599,2441,2240909,102016,73382,71389,1993,28634,2138893,1662952,1589874,73078,475941,2586843,2147569,101061,9002,2298,6704,92059,16866,75193,2046508,280486,49063,231423,1766022,119444,1646578,439274,69455,4823,2187,2636,64632,23122,41510,369819,40307,19018,21289,329512,90084,239428,172589,122877,49712
ACSSF,2019e1,nc,000,0093,0000007,340228,52269,31661,1437,45417,7448,104579,1499,376,14431,498,4639,52915,22437,622,0,3442959,335769,17228,94462,132070,92009,3107190,356947,843615,966539,940089,31636,41895,42374,35263,30883,37481,25860,2953876,973070,32545,24984,23182,1802,7561,940525,734943,684403,50540,205582,1291838,85822,70685,68833,1852,15137,1206016,987432,955498,31934,218584,688968,66720,42092,41321,771,24628,622248,387736,378323,9413,234512,3772175,951917,32204,2928,1047,1881,29276,3297,25979,919713,127444,15811,111633,792269,47463,744806,1279591,84634,4031,1058,2973,80603,12801,67802,1194957,110281,26554,83727,1084676,89981,994695,684091,66453,4230,1984,2246,62223,15164,47059,617638,62151,27704,34447,555487,89786,465701,856576,152636,8743,3607,5136,143893,59293,84600,703940,57018,26331,30687,646922,195558,451364,340228,240233,99995,2050,22251,11748,12787,46944,4215,2953876,185087,137761,133336,4425,47326,2768789,2110111,2018224,91887,658678,3772175,2915599,183291,11189,4089,7100,172102,31262,140840,2732308,299876,70069,229807,2432432,227230,2205202,856576,152636,8743,3607,5136,143893,59293,84600,703940,57018,26331,30687,646922,195558,451364,340228,240233,99995
ACSSF,2019e1,nc,000,0093,0000008,88645,9126,5769,532,11929,1611,31941,854,67,4494,165,1925,12741,7293,198,0,964979,87711,5418,23424,34814,24055,877268,134438,267536,284017,191277,25847,38744,39733,29828,25075,29137,21699,813554,285828,5271,4503,4269,234,768,280557,205516,184513,21003,75041,330897,18721,13765,13171,594,4956,312176,239299,229750,9549,72877,196829,16840,10404,10297,107,6436,179989,106183,102598,3585,73806,1065419,266880,5212,637,139,498,4575,285,4290,261668,61759,7092,54667,199909,13163,186746,326294,18502,2415,1044,1371,16087,2459,13628,307792,45350,14165,31185,262442,28329,234113,194726,16815,1053,571,482,15762,3869,11893,177911,26771,10982,15789,151140,28159,122981,277519,47187,2590,1706,884,44597,20607,23990,230332,27568,12729,14839,202764,71254,131510,88645,62000,26645,723,5520,2912,3419,12589,1482,813554,40832,28672,27737,935,12160,772722,550998,516861,34137,221724,1065419,787900,40529,4105,1754,2351,36424,6613,29811,747371,133880,32239,101641,613491,69651,543840,277519,47187,2590,1706,884,44597,20607,23990,230332,27568,12729,14839,202764,71254,131510,88645,62000,26645
ACSSF,2019e1,nc,000,0093,0000009,22802,2264,1448,184,3246,699,6739,150,0,1333,43,1113,3620,1937,26,0,234609,22582,2454,4789,8809,6530,212027,32604,55227,68729,55467,23125,36096,37908,21918,22201,26689,20169,207923,88463,890,608,608,0,282,87573,60780,53222,7558,26793,73211,5423,3618,3461,157,1805,67788,49964,46871,3093,17824,46249,4578,2969,2862,107,1609,41671,23693,22393,1300,17978,260513,75161,831,112,0,112,719,0,719,74330,24121,2921,21200,50209,4014,46195,71153,5234,834,557,277,4400,386,4014,65919,12029,4519,7510,53890,3972,49918,45197,4578,687,378,309,3891,893,2998,40619,8608,3590,5018,32011,5290,26721,69002,11584,909,688,221,10675,5347,5328,57418,9540,4267,5273,47878,18789,29089,22802,17052,5750,49,1627,596,369,2524,585,207923,10891,7195,6931,264,3696,197032,134437,122486,11951,62595,260513,191511,10643,1633,935,698,9010,1279,7731,180868,44758,11030,33728,136110,13276,122834,69002,11584,909,688,221,10675,5347,5328,57418,9540,4267,5273,47878,18789,29089,22802,17052,5750
ACSSF,2019e1,nc,000,0093,0000010,65843,6862,4321,348,8683,912,25202,704,67,3161,122,812,9121,5356,172,0,730370,65129,2964,18635,26005,17525,665241,101834,212309,215288,135810,26478,40199,40517,35531,25721,30087,22229,605631,197365,4381,3895,3661,234,486,192984,144736,131291,13445,48248,257686,13298,10147,9710,437,3151,244388,189335,182879,6456,55053,150580,12262,7435,7435,0,4827,138318,82490,80205,2285,55828,804906,191719,4381,525,139,386,3856,285,3571,187338,37638,4171,33467,149700,9149,140551,255141,13268,1581,487,1094,11687,2073,9614,241873,33321,9646,23675,208552,24357,184195,149529,12237,366,193,173,11871,2976,8895,137292,18163,7392,10771,119129,22869,96260,208517,35603,1681,1018,663,33922,15260,18662,172914,18028,8462,9566,154886,52465,102421,65843,44948,20895,674,3893,2316,3050,10065,897,605631,29941,21477,20806,671,8464,575690,416561,394375,22186,159129,804906,596389,29886,2472,819,1653,27414,5334,22080,566503,89122,21209,67913,477381,56375,421006,208517,35603,1681,1018,663,33922,15260,18662,172914,18028,8462,9566,154886,52465,102421,65843,44948,20895
ACSSF,2019e1,nc,000,0093,0000011,40531,3155,1636,344,4363,655,17202,292,14,2368,92,778,7337,2295,0,0,430639,39991,2933,13373,17483,6202,390648,66221,133793,119744,70890,24751,34847,36035,23679,23833,29139,21093,337455,109781,1966,1082,1040,42,884,107815,76210,70117,6093,31605,139339,6849,5687,5503,184,1162,132490,98926,95710,3216,33564,88335,8504,3551,3452,99,4953,79831,44932,44158,774,34899,459262,102387,1837,49,0,49,1788,606,1182,100550,20008,1712,18296,80542,3931,76611,131840,6714,355,126,229,6359,1249,5110,125126,17153,5364,11789,107973,11224,96749,86531,8496,1511,1096,415,6985,2196,4789,78035,10198,4296,5902,67837,13437,54400,138504,22962,1796,686,1110,21166,9922,11244,115542,13769,7078,6691,101773,34199,67574,40531,27975,12556,189,3524,905,1214,6021,703,337455,17319,10320,9995,325,6999,320136,220068,209985,10083,100068,459262,320758,17047,1915,1222,693,15132,4051,11081,303711,47359,11372,35987,256352,28592,227760,138504,22962,1796,686,1110,21166,9922,11244,115542,13769,7078,6691,101773,34199,67574,40531,27975,12556
ACSSF,2019e1,nc,000,0093,0000012,129176,12281,7405,876,16292,2266,49143,1146,81,6862,257,2703,20078,9588,198,0,1395618,127702,8351,36797,52297,30257,1267916,200659,401329,403761,262167,25533,37357,38395,27514,24724,29138,21492,1151009,395609,7237,5585,5309,276,1652,388372,281726,254630,27096,106646,470236,25570,19452,18674,778,6118,444666,338225,325460,12765,106441,285164,25344,13955,13749,206,11389,259820,151115,146756,4359,108705,1524681,369267,7049,686,139,547,6363,891,5472,362218,81767,8804,72963,280451,17094,263357,458134,25216,2770,1170,1600,22446,3708,18738,432918,62503,19529,42974,370415,39553,330862,281257,25311,2564,1667,897,22747,6065,16682,255946,36969,15278,21691,218977,41596,177381,416023,70149,4386,2392,1994,65763,30529,35234,345874,41337,19807,21530,304537,105453,199084,129176,89975,39201,912,9044,3817,4633,18610,2185,1151009,58151,38992,37732,1260,19159,1092858,771066,726846,44220,321792,1524681,1108658,57576,6020,2976,3044,51556,10664,40892,1051082,181239,43611,137628,869843,98243,771600,416023,70149,4386,2392,1994,65763,30529,35234,345874,41337,19807,21530,304537,105453,199084,129176,89975,39201
ACSSF,2019e1,nc,000,0093,0000013,,,,,,,,,,,,,,,,,114115,8893,407,3216,3779,1491,105222,14114,31380,32289,27439,30572,35713,36622,25813,30105,34932,25249,103076,39457,637,485,470,15,152,38820,29036,27191,1845,9784,41811,2456,1907,1907,0,549,39355,33678,33260,418,5677,21808,1296,910,724,186,386,20512,14071,13666,405,6441,128277,36485,637,87,15,72,550,287,263,35848,6373,701,5672,29475,667,28808,41718,2456,272,58,214,2184,240,1944,39262,3466,744,2722,35796,2386,33410,21613,1296,358,0,358,938,141,797,20317,2299,890,1409,18018,2354,15664,28461,4551,543,86,457,4008,1412,2596,23910,2511,1309,1202,21399,7012,14387,9115,7123,1992,17,519,513,52,891,0,103076,4389,3302,3101,201,1087,98687,76785,74117,2668,21902,128277,99816,4389,717,73,644,3672,668,3004,95427,12138,2335,9803,83289,5407,77882,28461,4551,543,86,457,4008,1412,2596,23910,2511,1309,1202,21399,7012,14387,9115,7123,1992
ACSSF,2019e1,nc,000,0093,0000014,14187,1427,387,508,1344,174,6278,102,0,622,0,48,1466,1793,38,0,114528,14187,706,3260,5309,4912,100341,6942,26932,33548,32919,31784,50410,50953,36810,29796,36182,24337,75051,21718,859,569,517,52,290,20859,16873,15703,1170,3986,27265,1650,1463,1463,0,187,25615,21952,20644,1308,3663,26068,2484,1325,1325,0,1159,23584,12350,12055,295,11234,121028,21546,859,118,0,118,741,108,633,20687,2397,10,2387,18290,580,17710,27179,1650,0,0,0,1650,173,1477,25529,2092,439,1653,23437,1600,21837,25945,2484,98,87,11,2386,324,2062,23461,1982,351,1631,21479,3257,18222,46358,9194,325,217,108,8869,3242,5627,37164,1941,577,1364,35223,6282,28941,14187,10187,4000,0,1288,534,634,1534,10,75051,4993,3357,3305,52,1636,70058,51175,48402,2773,18883,121028,74670,4993,216,87,129,4777,605,4172,69677,6471,800,5671,63206,5437,57769,46358,9194,325,217,108,8869,3242,5627,37164,1941,577,1364,35223,6282,28941,14187,10187,4000
