ACSSF,2019e1,nc,000,0183,0000001,2642709,1670406,508547,1161859,972303,266753,705550,2642709,775300,1867409,701800,25596,676204,4748148,229233,4518915,4748148,42339,4705809,4748148,757926,3990222,4046348,122472,3923876,4748148,252355,4495793,4748148,137420,4610728,10281062,1667365,8613697,10281062,1591769,8689293,10281062,1598380,8682682,10281062,1268717,9012345,10281062,1316510,8964552,10281062,1099456,9181606,10281062,1463190,8817872,10281062,1459574,8821488,10281062,1456231,8824831,4046348,101840,3944508,4046348,51670,3994678,60037,3986311,58686,3987662,63794,3982554,4046348,107158,107186,248766,3760051
ACSSF,2019e1,nc,000,0183,0000002,1594850,1093635,305081,788554,501215,125379,375836,1594850,430460,1164390,376381,14224,362157,3088009,109667,2978342,3088009,28263,3059746,3088009,517384,2570625,2711628,78177,2633451,3088009,123893,2964116,3088009,67723,3020286,6880327,1104380,5775947,6880327,1053669,5826658,6880327,1054659,5825668,6880327,842464,6037863,6880327,878460,6001867,6880327,743403,6136924,6880327,968435,5911892,6880327,963340,5916987,6880327,962843,5917484,2711628,68740,2642888,2711628,33964,2677664,39129,2672499,37591,2674037,41163,2670465,2711628,72813,72828,161057,2523713
ACSSF,2019e1,nc,000,0183,0000003,1047859,576771,203466,373305,471088,141374,329714,1047859,344840,703019,325419,11372,314047,1660139,119566,1540573,1660139,14076,1646063,1660139,240542,1419597,1334720,44295,1290425,1660139,128462,1531677,1660139,69697,1590442,3400735,562985,2837750,3400735,538100,2862635,3400735,543721,2857014,3400735,426253,2974482,3400735,438050,2962685,3400735,356053,3044682,3400735,494755,2905980,3400735,496234,2904501,3400735,493388,2907347,1334720,33100,1301620,1334720,17706,1317014,20908,1313812,21095,1313625,22631,1312089,1334720,34345,34358,87709,1236338
ACSSF,2019e1,nc,000,0183,0000004,2470564,1590672,473381,1117291,879892,234182,645710,2470564,707563,1763001,609636,21058,588578,4419413,192076,4227337,4419413,39737,4379676,4419413,695324,3724089,3809777,111033,3698744,4419413,214805,4204608,4419413,117424,4301989,9706418,1562348,8144070,9706418,1492788,8213630,9706418,1498568,8207850,9706418,1189873,8516545,9706418,1237884,8468534,9706418,1038148,8668270,9706418,1373954,8332464,9706418,1369515,8336903,9706418,1367064,8339354,3809777,95133,3714644,3809777,48582,3761195,56073,3753704,54764,3755013,59522,3750255,3809777,100701,100729,232454,3542012
ACSSF,2019e1,nc,000,0183,0000005,2100478,1398200,404038,994162,702278,181045,521233,2100478,585083,1515395,446195,16965,429230,3709316,141860,3567456,3709316,32090,3677226,3709316,568126,3141190,3263121,92908,3170213,3709316,159260,3550056,3709316,85784,3623532,8336651,1332453,7004198,8336651,1274603,7062048,8336651,1280066,7056585,8336651,1021365,7315286,8336651,1064163,7272488,8336651,900333,7436318,8336651,1178110,7158541,8336651,1173134,7163517,8336651,1171905,7164746,3263121,81231,3181890,3263121,41745,3221376,47127,3215994,46249,3216872,49958,3213163,3263121,86776,86804,200046,3032311
ACSSF,2019e1,nc,000,0183,0000006,704552,502102,138840,363262,202450,44797,157653,704552,183637,520915,168756,8013,160743,1550221,45149,1505072,1550221,16024,1534197,1550221,274473,1275748,1381465,39831,1341634,1550221,50265,1499956,1550221,27680,1522541,3454970,546755,2908215,3454970,523225,2931745,3454970,521459,2933511,3454970,433230,3021740,3454970,447748,3007222,3454970,388145,3066825,3454970,483838,2971132,3454970,479983,2974987,3454970,479097,2975873,1381465,33563,1347902,1381465,18112,1363353,20584,1360881,19663,1361802,21192,1360273,1381465,36413,36413,78067,1291793
ACSSF,2019e1,nc,000,0183,0000007,1395926,896098,265198,630900,499828,136248,363580,1395926,401446,994480,277439,8952,268487,2159095,96711,2062384,2159095,16066,2143029,2159095,293653,1865442,1881656,53077,1828579,2159095,108995,2050100,2159095,58104,2100991,4881681,785698,4095983,4881681,751378,4130303,4881681,758607,4123074,4881681,588135,4293546,4881681,616415,4265266,4881681,512188,4369493,4881681,694272,4187409,4881681,693151,4188530,4881681,692808,4188873,1881656,47668,1833988,1881656,23633,1858023,26543,1855113,26586,1855070,28766,1852890,1881656,50363,50391,121979,1740518
ACSSF,2019e1,nc,000,0183,0000008,370086,192472,69343,123129,177614,53137,124477,370086,122480,247606,163441,4093,159348,710097,50216,659881,710097,7647,702450,710097,127198,582899,546656,18125,528531,710097,55545,654552,710097,31640,678457,1369767,229895,1139872,1369767,218185,1151582,1369767,218502,1151265,1369767,168508,1201259,1369767,173721,1196046,1369767,137815,1231952,1369767,195844,1173923,1369767,196381,1173386,1369767,195159,1174608,546656,13902,532754,546656,6837,539819,8946,537710,8515,538141,9564,537092,546656,13925,13925,32408,509701
ACSSF,2019e1,nc,000,0183,0000009,67770,41347,15335,26012,26423,6379,20044,67770,21714,46056,29032,1128,27904,170188,9813,160375,170188,2377,167811,170188,43748,126440,141156,4006,137150,170188,10360,159828,170188,7353,162835,344873,63534,281339,344873,59863,285010,344873,58932,285941,344873,47299,297574,344873,48309,296564,344873,38524,306349,344873,54567,290306,344873,52354,292519,344873,52656,292217,141156,3360,137796,141156,1528,139628,2230,138926,2092,139064,2380,138776,141156,3301,3301,8587,131175
ACSSF,2019e1,nc,000,0183,0000010,302316,151125,54008,97117,151191,46758,104433,302316,100766,201550,134409,2965,131444,539909,40403,499506,539909,5270,534639,539909,83450,456459,405500,14119,391381,539909,45185,494724,539909,24287,515622,1024894,166361,858533,1024894,158322,866572,1024894,159570,865324,1024894,121209,903685,1024894,125412,899482,1024894,99291,925603,1024894,141277,883617,1024894,144027,880867,1024894,142503,882391,405500,10542,394958,405500,5309,400191,6716,398784,6423,399077,7184,398316,405500,10624,10624,23821,378526
