ACSSF,2019e1,nc,000,0005,0000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71783,63820,7963,,,,,,,,,,,71783,63820,59728,1604,859,428,0,0,1201,16,1185,7963
ACSSF,2019e1,nc,000,0005,0000049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239859,212344,170279,27615,934,8031,96,689,4700,238,4462,27515,20036,522,0,0,112,5702,1143,504,639,239859,212344,27515,239859,212344,27515,15372,4167,823,456,1331,3854,1512,239859,212344,170279,27615,934,8031,96,689,4700,238,4462,27515
ACSSF,2019e1,nc,000,0005,0000050,1111761,996230,115531,50674,14891,4204,8789,20413,1123,1309,5878,1170,535,9608,790,7853,674,308,240,1629,755,44,768,59,3376,0,8707,2361,149,0,6197,1111761,996230,660457,223305,3817,83588,95,1973,22995,2035,20960,115531,58006,7622,1449,295,167,43193,4799,1803,2996,1111761,996230,115531,1111761,996230,115531,50674,14891,4204,8789,20413,7853,8707,1111761,996230,660457,223305,3817,83588,95,1973,22995,2035,20960,115531
ACSSF,2019e1,nc,000,0005,0000051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123131,107804,15327,123131,107804,15327,6413,1267,0,0,6458,823,366,123131,107804,64657,38818,480,1342,6,63,2438,210,2228,15327
ACSSF,2019e1,nc,000,0005,0000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68412,63684,4728,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0005,0000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81801,72981,8820,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0005,0000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92859,85970,6889,,,,,,,,,,,92859,85970,70410,11928,1031,1359,0,0,1242,14,1228,6889
ACSSF,2019e1,nc,000,0005,0000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171143,160660,107403,13196,552,34707,58,373,4371,670,3701,10483,5561,1026,129,295,0,2807,665,336,329,171143,160660,10483,171143,160660,10483,4721,1004,708,347,1699,1298,706,171143,160660,107403,13196,552,34707,58,373,4371,670,3701,10483
ACSSF,2019e1,nc,000,0005,0000056,885707,752598,133109,49765,11915,2188,9667,44384,1369,7602,20074,883,545,13911,0,12439,124,0,108,4462,3318,0,2773,909,745,0,2751,361,62,0,2328,885707,752598,359079,307777,2235,54838,322,2340,26007,574,25433,133109,56586,5427,1452,241,0,66384,3019,1713,1306,885707,752598,133109,885707,752598,133109,49765,11915,2188,9667,44384,12439,2751,885707,752598,359079,307777,2235,54838,322,2340,26007,574,25433,133109
ACSSF,2019e1,nc,000,0005,0000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96342,82190,14152,96342,82190,14152,8324,720,325,1647,1115,995,1026,96342,82190,58372,15862,162,5001,0,944,1849,342,1507,14152
ACSSF,2019e1,nc,000,0005,0000058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279447,242951,36496,279447,242951,36496,12125,2167,950,1039,18460,1460,295,279447,242951,113694,104758,168,13990,197,1239,8905,0,8905,36496
ACSSF,2019e1,nc,000,0005,0000059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211674,183491,76673,84250,2124,7177,799,930,11538,441,11097,28183,16479,3450,116,0,0,5329,2809,776,2033,211674,183491,28183,211674,183491,28183,10130,8456,781,1557,3406,2188,1665,211674,183491,76673,84250,2124,7177,799,930,11538,441,11097,28183
ACSSF,2019e1,nc,000,0005,0000060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77277,68387,8890,77277,68387,8890,4549,999,106,575,1681,871,109,77277,68387,38794,25241,183,1352,0,309,2508,101,2407,8890
ACSSF,2019e1,nc,000,0005,0000061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296725,269238,113562,125122,1401,17125,112,1525,10391,245,10146,27487,14267,2227,480,0,0,8716,1797,556,1241,296725,269238,27487,296725,269238,27487,11613,4387,248,853,6633,2272,1481,296725,269238,113562,125122,1401,17125,112,1525,10391,245,10146,27487
