ACSSF,2019m1,nc,000,0093,0000001,12304,6404,4235,807,4710,1689,6197,1079,417,2653,477,1541,6748,3047,498,216,8518,11825,3043,7920,8473,6634,14546,17948,23187,22091,25735,187,638,664,2017,237,307,249,6820,9554,4704,4249,4152,1122,2614,10643,15974,16483,6628,12006,8610,5345,4770,4723,1121,3451,10151,12291,12223,4952,10020,4433,6873,5400,5351,597,4275,7260,10934,10842,2640,10010,5553,10005,4634,1632,1179,1163,4435,1651,4176,11025,12265,3858,11379,14767,4883,15141,8718,5367,1854,1001,1453,5109,2563,5038,9942,10225,3901,10015,14194,7833,16178,4614,6841,1929,1326,1461,6329,3094,5326,7353,5596,4338,4596,8517,6797,10366,4387,6883,2318,1296,1727,7039,5828,5347,7448,6038,4196,4083,8271,9185,9947,12304,10664,6909,861,3531,2730,2674,4714,1702,6820,9947,8784,8666,1903,5451,12247,22171,21243,8892,19168,5553,7096,9843,2991,1799,2486,9742,4769,8822,12480,20104,5939,19439,21053,11916,24240,4387,6883,2318,1296,1727,7039,5828,5347,7448,6038,4196,4083,8271,9185,9947,12304,10664,6909
ACSSF,2019m1,nc,000,0093,0000002,10504,4593,3205,611,3999,1436,4730,1019,274,1880,268,1394,5510,2513,432,216,21696,10387,2502,6223,7015,5433,21637,14436,19095,19194,22983,220,859,1658,1684,232,398,279,24817,12749,3556,3048,3020,618,2364,13148,15386,16410,5696,11647,15436,4595,4188,4202,797,2828,15004,14071,14283,3875,9250,10058,5613,4283,4246,383,3313,10945,10768,10650,2493,7104,24933,13397,3537,1452,1086,1042,3517,1099,3500,13777,10930,3416,9909,16091,4277,15877,15157,4594,1727,923,1405,4424,2316,4252,14805,8959,3241,7783,15927,6630,16282,10335,5618,1523,1004,1099,5246,2588,4348,11121,4194,3105,3602,11301,5195,10698,10667,5531,1617,1033,1232,5445,3911,4384,10082,5672,3581,3596,11487,8248,10058,10504,9312,5957,795,3005,2182,2079,4198,1178,24817,8202,6887,6753,1163,4757,24218,26492,26712,7964,16052,24933,25300,8149,2818,1648,2181,7772,3641,7201,24714,17468,5525,15322,27076,10261,27197,10667,5531,1617,1033,1232,5445,3911,4384,10082,5672,3581,3596,11487,8248,10058,10504,9312,5957
ACSSF,2019m1,nc,000,0093,0000003,9510,3604,2781,521,2887,984,4530,444,314,1773,401,886,3682,2119,250,216,21701,9450,1869,4930,6412,3959,19853,10922,14979,15024,12435,612,1438,1349,5759,629,1222,533,23093,12873,2721,2435,2407,826,912,12902,12992,12307,3594,7439,15231,3944,3479,3446,658,1954,14691,13451,13195,3098,7217,9494,4339,3358,3249,475,2817,9506,8644,8829,1161,7714,24319,13145,2702,659,321,551,2590,1023,2379,13154,7403,2279,6607,12852,3379,12972,14944,3932,588,340,485,3869,1673,3768,14446,6260,2330,6266,14063,5022,13401,9607,4325,1259,854,1000,3875,1936,3222,9575,4057,3436,2379,9521,4510,9428,10347,5642,1668,1038,1189,5360,3546,3824,9883,3823,2792,2413,10015,6558,8936,9510,7362,4643,435,1744,1490,1599,3317,1269,23093,7102,5512,5443,1276,3612,21397,22033,22305,4939,13018,24319,23496,7093,1517,835,1337,6832,3043,6017,21899,11843,4557,11280,22735,7358,21707,10347,5642,1668,1038,1189,5360,3546,3824,9883,3823,2792,2413,10015,6558,8936,9510,7362,4643
ACSSF,2019m1,nc,000,0093,0000004,11712,5995,4089,758,4532,1685,6048,1075,415,2596,459,1438,6591,2857,498,216,8058,11340,2847,7850,8174,6632,13889,16879,21919,21621,23719,186,666,834,1546,200,323,249,7119,8549,4395,4137,4010,1126,2384,9488,15773,16048,6316,12171,7773,5030,4490,4440,1089,3336,8601,11252,11386,4807,9752,4720,6782,5256,5207,519,4046,7395,10299,10114,2562,9650,5974,9147,4359,1641,1179,1164,4210,1420,4077,9981,11362,3817,10599,13924,4958,14470,8116,5107,1829,976,1441,4847,2499,4782,8766,9714,3690,9498,12929,7626,15812,4872,6746,1858,1120,1417,6126,3044,5136,7399,5750,4114,4627,8602,6644,9994,5085,6622,2198,1276,1595,6730,5663,5131,7532,6148,3969,4282,8558,8789,9666,11712,10321,7027,881,3498,2722,2599,4543,1682,7119,9433,8464,8329,1855,5204,11948,22218,21404,8601,19262,5974,7337,9389,2950,1756,2418,9214,4571,8401,12421,19130,5888,18276,20197,12093,23271,5085,6622,2198,1276,1595,6730,5663,5131,7532,6148,3969,4282,8558,8789,9666,11712,10321,7027
ACSSF,2019m1,nc,000,0093,0000005,10624,5792,3834,676,4219,1683,5280,810,399,2362,419,1327,6469,2588,457,216,7386,10370,2727,7256,8036,6095,12724,15568,21238,19659,21876,207,680,1255,1755,216,388,275,5850,7268,4076,3804,3691,1070,2373,8103,13856,13940,6116,11368,6577,5097,4669,4597,1038,3133,7709,10526,10744,4768,9192,4050,6449,4772,4721,516,3810,7283,9534,9352,2289,8733,6014,8274,4050,1545,1175,1154,3895,1358,3818,9256,10970,3104,10335,12761,4787,13144,6954,5119,1421,615,1218,4921,2424,4832,7852,8949,3918,8301,12266,6875,14871,4384,6409,1735,1048,1357,5870,2935,4722,7295,5188,3714,4096,8106,5936,9608,4309,5375,2069,1200,1627,5457,4834,4059,6042,5620,3757,3875,7103,7512,8964,10624,9163,6375,896,3092,2552,2366,4055,1415,5850,9283,8152,8150,1723,5175,11342,20041,18435,8646,17873,6014,7055,9322,2635,1480,2146,9047,4297,8257,12184,17013,6130,16256,19144,11348,21957,4309,5375,2069,1200,1627,5457,4834,4059,6042,5620,3757,3875,7103,7512,8964,10624,9163,6375
ACSSF,2019m1,nc,000,0093,0000006,7216,3208,1989,300,3502,912,3083,633,221,1399,193,919,3388,1598,256,216,12689,7320,1363,4173,4512,4208,14275,9784,13842,12924,16334,362,1760,2223,3467,370,571,426,11604,10550,2505,2317,2331,309,1026,10522,10786,11973,4315,8646,9390,3725,3401,3471,556,1771,9628,10081,9978,3177,7054,7973,3679,2759,2746,205,2644,8505,7571,7641,1508,5589,12777,10769,2507,725,212,697,2521,615,2386,10793,9424,1892,8931,11967,3366,11523,9557,3697,973,440,838,3747,1317,3428,9703,6344,2471,5534,10283,4063,10641,8173,3665,1042,581,933,3453,2233,2674,8707,2959,2123,2633,9151,3615,8910,7734,4110,1251,713,1057,3934,2266,2927,7347,3731,2418,2739,7124,4361,6769,7216,6591,3789,652,1821,1674,1370,2335,882,11604,5639,5080,5188,738,3126,13381,15740,17300,6555,11355,12777,12299,5635,1550,763,1321,5878,2684,5114,13723,13770,4077,12536,18576,7174,18950,7734,4110,1251,713,1057,3934,2266,2927,7347,3731,2418,2739,7124,4361,6769,7216,6591,3789
ACSSF,2019m1,nc,000,0093,0000007,8676,4816,3285,547,3410,1354,4678,497,325,1950,386,1138,5176,2500,374,216,13652,8688,2316,5570,6634,5000,15575,12365,16922,14192,15058,279,830,1230,3832,291,770,377,11107,11135,3440,2940,2801,959,2101,11578,12524,11711,3930,8880,9947,4653,4437,4399,769,2193,10272,10931,11209,3549,7213,8286,4890,3832,3802,469,2677,8783,7560,7402,1750,8111,12410,10950,3419,1351,1131,838,3129,1213,3099,11529,8011,2351,7626,12241,3555,12316,9937,4759,1116,400,1024,4613,2023,4434,10132,6651,3103,5875,12765,5611,13537,8317,4855,1323,771,1046,4472,2246,4019,8643,4524,3205,3318,8876,5491,8599,8197,4891,1626,971,1224,4863,4203,3856,8706,4302,3189,2664,8056,6391,8074,8676,7937,5395,705,2349,1761,1690,3369,1215,11107,7694,6940,6844,1418,3934,14693,17434,16541,5108,15716,12410,11479,7809,2287,1331,1817,7505,3445,7215,14759,13367,4949,12397,18769,9327,17144,8197,4891,1626,971,1224,4863,4203,3856,8706,4302,3189,2664,8056,6391,8074,8676,7937,5395
ACSSF,2019m1,nc,000,0093,0000008,5172,1937,1234,345,1875,558,2353,473,119,1011,159,732,1681,1127,154,216,3920,5150,1074,2952,2877,2200,6230,5787,8067,7155,7877,411,2492,2338,7771,502,1372,544,3682,4164,1513,1300,1293,287,422,4232,5472,6181,2654,4220,4338,2726,2023,1998,309,1515,4754,6770,6705,1630,4915,2449,1915,1596,1600,134,1153,2708,3745,3775,921,3750,4592,4899,1504,417,192,354,1409,283,1269,4937,4675,1597,4654,5921,2257,5930,4400,2767,1244,801,928,2443,764,2212,4772,4780,1821,4307,6643,3229,6955,2506,1917,477,301,384,1806,831,1615,2775,2724,1919,1972,3435,3216,3582,2488,2929,609,489,441,2873,2109,2350,3441,2574,1742,1812,3821,3715,3492,5172,4191,2887,329,1123,865,934,1889,716,3682,3534,2824,2680,440,1936,4997,8381,9474,3223,7438,4592,4708,3580,1503,903,1131,3162,1140,2828,5915,8545,3236,7753,9704,5397,10066,2488,2929,609,489,441,2873,2109,2350,3441,2574,1742,1812,3821,3715,3492,5172,4191,2887
ACSSF,2019m1,nc,000,0093,0000009,2980,974,645,246,1210,386,1171,182,216,489,91,560,1172,657,46,216,7537,2946,750,1470,1453,1277,7070,3210,4181,4930,4166,1388,3806,4039,13465,938,1883,1041,7078,4651,551,465,465,216,253,4720,4185,3897,1553,2771,4888,1626,1076,1075,152,1005,4727,4222,4088,925,2514,3485,1128,1008,1019,134,669,3415,2680,2457,651,2140,8101,4687,534,199,216,199,475,216,475,4742,3063,987,3105,4224,1279,4029,4918,1637,732,613,384,1387,327,1358,4746,2045,1259,1719,4414,1295,4367,3433,1128,410,246,334,1002,458,904,3353,1612,984,1426,2911,1216,2704,3917,1602,481,436,220,1544,1098,1157,3537,1943,1269,1264,3587,2562,2533,2980,2486,1344,81,652,364,234,905,547,7078,2192,1583,1579,188,1333,6903,6528,6093,1856,4479,8101,7109,2214,891,689,582,1941,545,1790,7017,4179,1953,4151,6587,2319,6369,3917,1602,481,436,220,1544,1098,1157,3537,1943,1269,1264,3587,2562,2533,2980,2486,1344
ACSSF,2019m1,nc,000,0093,0000010,4282,1637,983,256,1568,394,2162,419,119,774,126,463,1410,1078,149,216,8070,4255,664,2318,2480,1757,9264,5822,7129,6617,6783,441,2617,2244,10601,473,934,687,7594,4462,1287,1183,1171,287,336,4338,5574,5756,2037,3895,5578,2146,1745,1718,265,1168,5435,6442,6298,1563,4439,3996,1589,1254,1254,216,954,4127,4106,4192,639,3435,8842,4667,1287,377,192,311,1249,283,1133,4559,3852,1065,3741,5607,1624,5511,5547,2149,986,430,860,1977,676,1793,5395,4149,1512,3628,6071,2926,6199,4063,1588,222,169,148,1587,799,1451,4208,2246,1542,1377,4124,3021,3871,4394,2711,487,403,367,2679,1853,2022,4180,2067,1450,1445,4520,3559,4110,4282,3570,2354,330,921,739,950,1638,458,7594,2986,2519,2404,382,1469,8060,8928,9388,2953,6853,8842,7876,2987,1093,480,947,2733,1107,2579,8328,7390,2438,6439,9489,4820,9546,4394,2711,487,403,367,2679,1853,2022,4180,2067,1450,1445,4520,3559,4110,4282,3570,2354
