ACSSF,2019m1,nc,000,0017,0000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,274,384,2783,633,,,,,,5394,34891,27151,42950,38505,29432,21082,44124,37874,16563,11107,37199,7512,2467,2244,6859,20531,8977,10075,18571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0017,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,389,429,2515,468,,,,,,32617,29428,24037,44185,40696,22640,17817,37906,33019,14653,8606,32952,7291,2344,2126,6555,18992,8610,8879,15640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0017,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593,407,846,5099,1265,,,,,,33228,19108,14739,37497,29999,15825,11209,29389,22433,7475,6978,19060,2982,604,618,2814,8116,4058,4716,8532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0017,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,285,380,2931,456,,,,,,6923,33490,26873,41129,38399,28167,20579,43714,36782,16070,10803,36718,7399,2442,2252,6708,19564,8977,9343,17300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0017,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,354,424,2963,451,,,,,,6061,29444,25249,38452,37196,25094,18149,41839,34270,14774,10308,34480,7160,2328,2221,6361,18806,8929,8854,16688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0017,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,556,676,5029,665,,,,,,7201,21622,16494,24635,23027,16333,11397,23492,24773,9026,7024,23401,4590,1961,1515,4123,15558,6872,6723,13173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0017,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,742,666,2945,1088,,,,,,7065,25380,17827,33143,25943,22101,13126,31552,24425,9641,9101,24253,4797,1398,1398,4442,12626,5731,6071,11682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0017,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,751,1405,10381,1460,,,,,,5071,13955,10503,12600,10954,11083,9427,12917,9092,5967,3545,9094,2342,586,421,2161,3778,2809,2114,4020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0017,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1391,1209,1963,6750,4650,,,,,,10292,6720,6323,9314,9847,6102,5070,7615,5949,4305,2399,4743,1283,352,41,1238,3306,1035,1229,2973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0017,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,670,1253,14578,1660,,,,,,11347,12396,8258,12527,12407,9843,7368,11643,9429,3839,2699,9235,1748,475,418,1685,2970,2483,1861,3479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0017,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,1125,1010,11634,3082,,,,,,4005,7494,7706,10055,8070,6625,5962,8810,6901,3721,2329,6291,971,363,125,848,3383,1419,3346,3355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0017,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,554,1157,6978,1382,,,,,,4896,15367,12148,17466,13939,12514,10211,15389,11787,7044,4290,11979,2618,723,442,2393,5188,3189,4031,5425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
