ACSSF,2019m1,nc,000,0007,0000001,33219,216,348,66,9155,2214,431,161,216,1300,207,272,760,728,1182,1367,216,520,2100,268,1090,1318,4894,320,439,1657,216,623,906,203,2752,1242,2096,4888,1304,17342,595,5139,2184,8461,3474,19033,509,3437,711,3285,304,991,13727,482,10619,591,1545,238,44,881,220,1403,4007,375,5915,1772,2427,3542,2487,7075,6938,1226,1568,1726,793,216,4461,211,609,572,448,611,1616,620,611,216,1129,113,216,146,3477,1231,4410,2128,566,2180,4330,2507,229,467,249,374,537,97,1057,1732,616,639,1328,216,881,20572,33219,9155,2214,4894,2752,2096,4888,17342,5139,8461,3474,19033,3437,3285,13727,10619,1545,4007,5915,1772,3542,7075,6938,1726,4461,4410,2128,2180,4330,2507
ACSSF,2019m1,nc,000,0007,0000002,28014,216,342,66,8928,2084,406,161,216,1268,155,272,757,730,930,1266,216,516,1900,268,1036,1239,4337,320,350,1378,216,532,696,203,2055,1261,1956,3966,1091,13686,526,4056,1214,7056,2147,15451,192,2659,687,2783,304,971,12328,426,9395,562,1469,207,216,195,211,1330,3540,305,4506,1661,2463,3331,2124,5623,6679,1145,1536,1424,760,216,4259,211,609,556,137,611,1594,620,611,216,1020,113,216,146,3306,1086,4308,1818,566,1958,3997,2235,139,467,249,374,525,97,905,1526,616,639,1201,216,871,18104,28014,8928,2084,4337,2055,1956,3966,13686,4056,7056,2147,15451,2659,2783,12328,9395,1469,3540,4506,1661,3331,5623,6679,1424,4259,4308,1818,1958,3997,2235
ACSSF,2019m1,nc,000,0007,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20705,4908,1071,2048,1762,862,3158,8994,2725,4654,2308,11635,2783,1765,9327,6263,615,1839,3928,884,1594,4432,3430,789,1378,1611,867,868,2254,889
ACSSF,2019m1,nc,000,0007,0000004,32139,216,348,66,8942,2192,431,161,216,1262,207,272,760,728,1182,1364,216,518,1991,268,1089,1239,4840,320,350,1683,216,545,904,203,2688,1236,2100,4807,1284,16438,595,4893,2193,8424,3444,18717,509,3457,711,3305,304,991,13701,482,10265,591,1541,238,44,881,211,1407,3815,375,5867,1728,2427,3585,2518,6757,7012,1226,1568,1720,793,216,4431,211,609,572,448,611,1616,620,611,216,1129,113,216,146,3426,1227,4441,2105,566,2179,3967,2473,229,467,249,374,537,97,1001,1732,616,639,1316,216,881,20405,32139,8942,2192,4840,2688,2100,4807,16438,4893,8424,3444,18717,3457,3305,13701,10265,1541,3815,5867,1728,3585,6757,7012,1720,4431,4441,2105,2179,3967,2473
ACSSF,2019m1,nc,000,0007,0000005,30098,216,288,66,8618,1902,422,161,216,979,155,272,757,722,1171,1331,216,516,1906,268,1091,1210,4658,320,350,1587,216,527,886,203,2405,1249,2071,4708,1208,15669,595,4088,1892,7710,3445,16967,509,3524,711,3101,233,991,12976,460,10055,572,1517,238,44,881,200,1376,3713,379,5383,1631,2422,3591,2422,6616,6579,1226,1559,1686,787,216,4398,211,609,558,435,611,1616,620,611,216,1129,113,216,146,3381,1208,4131,2009,561,2051,3872,2432,229,467,236,374,537,97,1001,1653,616,639,1316,216,848,19042,30098,8618,1902,4658,2405,2071,4708,15669,4088,7710,3445,16967,3524,3101,12976,10055,1517,3713,5383,1631,3591,6616,6579,1686,4398,4131,2009,2051,3872,2432
ACSSF,2019m1,nc,000,0007,0000006,18587,216,238,216,7177,1653,414,161,216,887,155,247,706,726,844,693,216,415,994,216,616,812,2497,204,337,1091,216,197,600,203,1662,839,1440,2283,880,8982,517,2606,640,4706,1554,11000,123,1729,254,1321,217,919,8909,387,6589,396,902,105,216,149,200,910,2538,263,3496,1274,1622,1887,1706,3961,4346,1079,1499,1268,487,216,2923,216,609,495,137,216,1596,620,216,216,565,113,216,146,1912,916,2931,845,216,966,2619,1668,139,493,139,374,535,216,659,1283,232,216,780,216,453,12319,18587,7177,1653,2497,1662,1440,2283,8982,2606,4706,1554,11000,1729,1321,8909,6589,902,2538,3496,1274,1887,3961,4346,1268,2923,2931,845,966,2619,1668
ACSSF,2019m1,nc,000,0007,0000007,23929,216,162,66,5350,1094,89,216,216,682,216,117,226,134,811,1148,216,266,1656,268,1058,921,3636,244,90,1122,216,476,678,216,1782,881,1494,4115,995,12592,289,3001,1897,5627,2970,12938,499,3284,688,2624,83,322,11295,261,7915,470,1258,205,44,864,216,970,2733,271,4132,1315,1816,2979,1560,5597,5855,570,409,1265,603,216,3003,211,216,192,417,611,424,216,611,216,957,216,216,216,2608,833,3224,1721,535,1603,3596,1755,180,81,192,28,131,97,693,915,565,639,1075,216,757,15537,23929,5350,1094,3636,1782,1494,4115,12592,3001,5627,2970,12938,3284,2624,11295,7915,1258,2733,4132,1315,2979,5597,5855,1265,3003,3224,1721,1603,3596,1755
ACSSF,2019m1,nc,000,0007,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9019,2890,938,1097,1201,530,1151,4611,1789,2703,634,5398,625,1139,4724,2466,386,1225,1908,713,885,2620,2628,268,842,1191,478,831,1502,621
ACSSF,2019m1,nc,000,0007,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4782,1143,80,532,212,376,590,2094,808,978,328,2008,96,310,2279,1172,240,527,533,152,218,823,841,169,425,683,252,506,515,490
ACSSF,2019m1,nc,000,0007,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8180,2578,935,962,1199,372,1002,4167,1593,2555,476,5270,622,1118,4017,1927,301,1168,1880,688,797,2412,2446,210,724,1047,408,632,1386,378
