ACSSF,2019m1,nc,000,0010,0000031,82,30,30,36,19,216,19,216,230,230,124,162,55,48,48,216,216,216,29,699,699,596,192,0,767,727,738,72,216,72,243,676,729,349,648,767,727,886,341,216,341,242,924,867,427,856,0.2,0.6,0.7,0.5,0.8,0.9,6.7,7.4,7.8,12.2,20.3,18.1,7.7,11.1,6.0,1850,755,111,743,595,390,1134,726,970,309,913,1301,488,1269,440,1209,894,568,651,487,452,,,,,,,,,,,,,,,,,,,,,,0,776,763,777,90,325,743,765,776,763,913,341,325,1168,1128,1850,755,111,743,1134,726,970,1301,488,1269,894,568,651
ACSSF,2019m1,nc,000,0010,0000032,229,196,88,129,97,216,97,121,455,441,376,226,68,216,116,116,216,116,68,529,513,448,176,0,753,727,727,216,216,216,268,721,755,571,679,753,727,727,216,216,216,269,598,605,514,661,0.7,0.9,1.2,0.9,1.1,1.2,3.7,5.5,3.3,15.7,25.8,20.1,7.2,5.2,16.2,1685,717,216,717,291,641,1318,278,1353,549,1226,575,216,575,559,138,1000,548,892,859,189,,,,,,,,,,,,,,,,,,,,,,0,901,971,985,97,504,929,1124,901,971,965,116,433,967,904,1685,717,216,717,1318,278,1353,575,216,575,1000,548,892
ACSSF,2019m1,nc,000,0010,0000033,261,216,216,216,216,216,216,216,488,488,383,258,261,261,274,82,216,82,216,651,651,417,437,0,773,773,1001,334,216,334,0,624,624,638,680,773,772,772,216,216,216,0,620,619,460,772,0.9,0.8,0.6,0.9,0.9,0.7,4.8,6.4,6.4,3.7,5.8,5.8,3.8,7.1,4.7,1778,1111,240,1136,115,1165,1338,440,1283,632,1134,1129,101,1121,575,1046,953,402,923,881,221,,,,,,,,,,,,,,,,,,,,,,0,989,931,1139,523,227,797,842,989,949,929,172,237,970,948,1778,1111,240,1136,1338,440,1283,1129,101,1121,953,402,923
ACSSF,2019m1,nc,000,0010,0000034,246,146,146,146,216,216,216,216,1100,1100,634,729,113,91,308,291,291,216,69,1054,1058,844,583,0,578,578,696,356,43,356,0,522,521,850,1003,578,578,712,409,216,409,0,791,791,425,828,0.6,1.1,1.1,0.9,1.5,1.3,2.1,1.0,3.9,15.1,1.8,6.5,3.1,3.3,5.1,3602,3382,1022,3181,340,3170,2078,203,2059,1127,1552,1263,169,1291,493,1076,1223,539,1139,968,610,,,,,,,,,,,,,,,,,,,,,,0,946,910,1062,515,460,1401,1379,946,891,1638,1428,386,1479,1416,3602,3382,1022,3181,2078,203,2059,1263,169,1291,1223,539,1139
ACSSF,2019m1,nc,000,0010,0000035,,,,,,,,,,,,,,,,,,,,,,,,0,409,415,447,168,216,168,64,386,371,258,366,409,416,324,327,327,216,63,563,567,580,314,1.3,0.8,1.0,1.6,1.3,1.1,8.3,4.5,11.6,12.0,32.0,11.8,14.8,15.7,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,603,499,508,168,303,568,516,603,534,431,327,381,824,824,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0010,0000036,1086,536,259,732,651,520,408,449,2028,2080,1203,1764,786,294,679,726,169,646,625,1974,1875,1313,1317,0,0,0,1253,1253,357,1216,0,1890,1890,1745,2580,0,0,1047,1047,269,1030,0,1992,1992,1435,2187,0.2,0.3,0.3,0.3,0.3,0.3,0.7,0.9,1.0,1.5,1.7,1.9,0.7,1.1,1.2,7426,6763,1624,6835,1480,6587,4258,989,4180,3033,3453,4071,1507,3715,2946,1987,2995,1382,2872,2361,1768,,,,,,,,,,,,,,,,,,,,,,0,847,649,1790,1692,1070,3755,3594,847,705,2008,1866,427,3989,3906,7426,6763,1624,6835,4258,989,4180,4071,1507,3715,2995,1382,2872
ACSSF,2019m1,nc,000,0010,0000037,169,144,216,216,216,216,216,144,291,292,228,254,92,216,216,216,216,216,92,561,553,516,222,0,560,489,489,216,216,216,218,533,538,44,531,560,488,488,216,216,216,218,401,381,273,374,1.1,0.6,0.8,1.1,0.6,1.1,7.7,4.9,19.8,14.8,36.5,15.4,8.7,10.4,20.0,1316,505,86,473,216,473,1431,492,1360,688,1033,857,82,860,255,837,778,405,694,696,136,,,,,,,,,,,,,,,,,,,,,,0,794,697,697,216,501,731,827,794,610,610,216,452,724,847,1316,505,86,473,1431,492,1360,857,82,860,778,405,694
ACSSF,2019m1,nc,000,0010,0000038,,,,,,,,,,,,,,,,,,,,,,,,0,820,731,731,216,216,216,313,531,645,819,454,820,731,731,216,216,216,313,246,285,241,392,1.3,2.6,1.8,1.2,2.3,1.8,8.6,7.1,18.9,8.4,24.9,13.4,5.6,4.4,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1271,1149,1149,216,313,679,803,1271,1149,1155,50,312,397,457,907,341,216,341,564,274,522,475,216,475,1202,254,1223
ACSSF,2019m1,nc,000,0010,0000039,525,224,171,171,216,216,216,158,849,881,836,278,325,235,235,216,216,216,230,874,827,657,618,0,364,322,406,225,144,162,159,437,387,519,548,364,322,831,789,130,808,159,862,855,468,888,0.6,0.9,0.8,0.7,1.0,1.0,4.5,3.1,4.2,7.2,13.5,15.4,2.5,3.7,3.4,2291,2209,434,2156,876,1748,1086,172,1074,829,732,852,480,555,307,491,1025,533,831,770,376,,,,,,,,,,,,,,,,,,,,,,0,747,761,822,269,508,1004,1020,747,740,1079,912,466,1429,1343,2291,2209,434,2156,1086,172,1074,852,480,555,1025,533,831
ACSSF,2019m1,nc,000,0010,0000040,75,745,748,767,115,216,115,75,551,551,549,80,748,748,759,131,216,131,216,589,589,542,209,0,507,436,436,216,216,216,215,1081,1070,361,1081,506,436,436,10,10,216,215,938,865,1075,703,0.7,0.7,1.1,0.6,0.8,0.8,7.4,4.9,10.0,9.7,4.4,12.9,10.0,8.6,13.6,1786,1372,556,1334,431,1313,1203,305,1117,948,729,479,452,139,130,53,1319,713,1286,1292,193,,,,,,,,,,,,,,,,,,,,,,0,1425,1396,1406,115,441,1410,1273,1425,1347,1353,132,393,1241,1154,1786,1372,556,1334,1203,305,1117,479,452,139,1319,713,1286
