ACSSF,2019m1,nc,000,0006,0000001,48680,190,333,216,27621,6440,2236,216,1979,2245,1792,1298,1875,2669,2306,564,186,389,1163,216,487,1894,3519,1575,364,1156,216,617,399,519,1426,882,869,3388,2207,13727,120,12071,887,5514,2555,10596,216,2204,891,1581,322,1852,9764,218,6640,300,927,187,1426,193,136,1827,2416,305,3384,1466,3789,3610,3694,7476,6806,495,618,964,355,216,13345,229,2136,1661,2349,1274,2477,166,1678,1766,808,2872,1132,184,8804,5940,2097,1534,1705,3137,2454,4221,198,199,189,217,1999,216,1805,2987,652,916,1056,216,837,33288,48680,27621,6440,3519,1426,869,3388,13727,12071,5514,2555,10596,2204,1581,9764,6640,927,2416,3384,1466,3610,7476,6806,964,13345,2097,1534,3137,2454,4221,33201
ACSSF,2019m1,nc,000,0006,0000002,42475,190,333,216,19641,5704,1742,216,1979,1562,1777,741,1329,2669,1872,421,186,201,987,216,449,1889,2622,1576,352,958,216,488,352,155,1022,804,740,2239,1900,11244,117,10581,669,5087,1693,8607,216,2187,887,1334,322,1834,7890,186,5433,295,898,187,1426,138,216,1508,1910,295,2682,1005,3728,2994,3514,5509,4977,490,438,885,331,216,13161,229,2033,1638,2314,1253,2340,166,1678,1766,619,2821,1132,184,8557,5943,1514,1079,1702,2995,1894,4024,186,199,158,159,1988,216,1555,2753,437,916,1038,216,836,32526,42475,19641,5704,2622,1022,740,2239,11244,10581,5087,1693,8607,2187,1334,7890,5433,898,1910,2682,1005,2994,5509,4977,885,13161,1514,1079,2995,1894,4024,32862
ACSSF,2019m1,nc,000,0006,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28422,20139,2647,2267,863,594,2250,9924,5957,1792,1507,5917,832,827,5766,4282,249,1138,1999,1070,1375,4863,3565,411,2621,1155,1069,718,1548,1091,21687
ACSSF,2019m1,nc,000,0006,0000004,43612,190,333,216,25830,6302,2236,216,1979,2033,1778,1298,1875,2669,2304,564,186,388,1155,216,447,1892,3494,1576,364,1136,216,604,399,519,1384,873,864,2716,2202,13438,120,11812,853,5433,2573,10483,216,2203,891,1516,322,1852,9567,218,6657,300,919,187,1426,193,136,1868,2262,305,3304,1468,3787,3598,3647,7365,6779,495,618,915,355,216,13110,229,2126,1661,2349,1274,2440,166,1678,1766,805,2872,1132,184,8622,5940,1981,1520,1705,3146,2423,4287,186,199,158,217,1999,216,1801,2958,449,916,1075,216,837,31607,43612,25830,6302,3494,1384,864,2716,13438,11812,5433,2573,10483,2203,1516,9567,6657,919,2262,3304,1468,3598,7365,6779,915,13110,1981,1520,3146,2423,4287,31489
ACSSF,2019m1,nc,000,0006,0000005,40110,190,296,216,21199,6234,2182,216,1979,2026,1778,1298,1864,2612,2303,553,186,381,1028,216,448,1891,3323,1576,331,996,216,408,360,519,1362,841,871,2681,2135,11977,117,11933,859,5316,2403,10294,216,2208,891,1407,322,1829,9106,214,6301,279,898,35,1426,138,136,1857,2208,299,3274,1312,3731,3579,3669,6234,5603,486,464,868,355,216,12576,229,2037,1661,2345,1274,2428,166,1678,1766,805,2872,1134,184,8389,5938,1945,1487,1582,3089,2432,4183,186,199,158,217,1999,216,1755,2823,426,916,1061,216,778,28879,40110,21199,6234,3323,1362,871,2681,11977,11933,5316,2403,10294,2208,1407,9106,6301,898,2208,3274,1312,3579,6234,5603,868,12576,1945,1487,3089,2432,4183,28758
ACSSF,2019m1,nc,000,0006,0000006,23845,179,173,216,11480,4557,1648,216,1970,1433,1653,734,1040,2518,1348,300,216,193,908,216,355,1483,2150,618,261,573,216,234,278,71,883,309,534,1609,927,6651,71,5334,414,4520,688,5503,216,1583,796,928,52,1770,4443,166,3427,243,802,216,1425,59,216,1155,1398,193,1866,692,2801,1169,771,3997,3054,450,423,656,276,216,10860,142,2009,1631,1827,1134,2160,166,1625,1766,485,2773,1111,184,7761,4583,1043,781,1548,2087,883,3506,144,199,158,159,1982,216,1391,1991,340,916,1043,216,688,22805,23845,11480,4557,2150,883,534,1609,6651,5334,4520,688,5503,1583,928,4443,3427,802,1398,1866,692,1169,3997,3054,656,10860,1043,781,2087,883,3506,22924
ACSSF,2019m1,nc,000,0006,0000007,30148,72,247,216,16947,3495,1124,216,118,1347,520,1057,1309,681,1566,505,186,357,564,216,285,1468,2817,1468,191,823,216,354,328,513,1005,716,746,1937,1878,10784,91,9586,848,2465,2256,8467,216,1645,381,1095,317,421,8873,125,5002,135,374,35,169,124,136,1497,1542,230,3019,1064,2584,3373,3473,5091,4290,193,175,561,245,216,6583,172,687,294,1511,616,1083,216,579,216,662,725,254,216,4410,3587,1665,1125,506,2266,2219,2039,112,10,216,144,244,216,663,2011,224,216,187,216,378,22650,30148,16947,3495,2817,1005,746,1937,10784,9586,2465,2256,8467,1645,1095,8873,5002,374,1542,3019,1064,3373,5091,4290,561,6583,1665,1125,2266,2219,2039,22717
ACSSF,2019m1,nc,000,0006,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15878,13394,564,1121,407,122,655,4190,2648,777,864,3110,168,456,2980,1988,111,538,957,641,549,3410,2696,180,1977,334,266,214,536,1020,11438
ACSSF,2019m1,nc,000,0006,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10922,4758,514,559,320,51,182,2034,1393,372,457,2384,140,389,1770,680,216,443,593,297,488,977,1151,126,1665,165,216,73,207,784,7907
ACSSF,2019m1,nc,000,0006,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15085,13178,222,1093,258,111,584,4171,2421,636,697,2146,87,240,2501,1727,111,256,691,574,338,3092,2616,144,1448,286,266,200,464,650,11357
