ACSSF,2019m1,nc,000,0056,0000033,2613,1682,1212,1042,243,420,178,651,1419,1003,298,703,225,590,591,316,94,307,279,348,1639,1048,551,522,566,457,522,1349,628,866,609,546,832,706,422,198,318,350,314,2784,661,1019,428,646,476,917,205,1135,1355,834,552,663,423,695,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2232,1195,985,1101,772,1277,,,,,,
ACSSF,2019m1,nc,000,0056,0000034,3767,2222,1049,767,323,974,58,420,1729,1040,602,565,295,1360,711,525,146,285,195,455,2371,1678,865,707,899,906,970,2014,1534,808,758,724,711,522,272,264,113,247,265,4079,772,780,666,858,1623,551,99,1453,1832,1289,422,998,756,253,1448,1737,839,667,598,463,1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3442,2185,1167,1617,1064,1527,,,,,,
ACSSF,2019m1,nc,000,0056,0000035,2079,1157,656,207,238,437,75,347,924,340,245,615,127,333,458,419,60,229,163,151,1363,830,338,380,162,249,685,1075,750,474,558,413,294,670,180,102,139,498,499,2285,260,671,233,256,600,414,216,853,1054,744,220,498,551,504,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1913,956,780,946,718,1002,,,,,,
ACSSF,2019m1,nc,000,0056,0000036,8410,5347,3664,2456,841,1870,548,2253,4163,2766,1328,2477,930,1978,1774,1252,605,1023,711,1031,5336,3936,2683,1533,2237,1345,2549,4081,2509,1313,2911,1695,1951,1938,1353,1165,815,1156,930,9338,2821,2075,1565,2266,3197,2849,975,3106,5890,2678,1994,2240,2008,2777,2731,5122,3250,1599,3098,1550,2328,,,,,,,2305,2565,1301,1029,386,922,,,,,,,1290,707,103,981,164,340,1798,1377,154,596,216,869,6009,4156,2195,4203,1980,3416,2353,1418,780,1178,615,965
ACSSF,2019m1,nc,000,0056,0000037,3147,1916,1000,743,283,584,19,551,1219,761,289,728,25,546,854,727,242,360,104,646,2059,1115,524,563,457,227,802,1095,775,413,781,258,545,1007,387,335,319,554,690,3330,572,672,800,588,809,738,294,868,1442,716,604,882,482,740,983,1009,548,294,728,174,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2755,1507,761,1250,667,1494,,,,,,
ACSSF,2019m1,nc,000,0056,0000038,2243,1204,688,417,123,362,216,323,804,459,53,487,313,240,553,247,305,343,157,215,1415,771,574,220,358,350,116,1048,518,230,646,479,263,648,199,174,15,478,308,2287,235,618,76,591,488,334,275,480,1120,833,105,383,115,244,450,1455,916,45,970,462,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1508,779,473,524,652,605,,,,,,
ACSSF,2019m1,nc,000,0056,0000039,3683,2261,1216,966,698,500,185,778,1628,1076,248,1178,489,1027,1006,658,287,779,430,444,2738,1568,970,818,695,798,1000,2013,1205,825,1241,934,995,1188,713,391,348,974,770,3983,818,1129,880,1121,1525,1135,331,1513,2359,1550,895,1024,1037,1185,994,1276,464,530,565,772,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3324,2177,1368,2261,1528,1839,,,,,,
ACSSF,2019m1,nc,000,0056,0000040,3480,1980,1452,954,372,653,201,891,1075,822,282,459,179,661,597,388,310,266,552,242,2491,1379,536,886,377,800,834,1848,809,1136,975,801,292,806,275,358,117,604,471,3990,661,509,357,932,881,689,315,1651,1353,1785,616,953,610,265,1212,1381,658,857,385,120,892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2693,1373,1078,1035,1576,923,1406,778,646,288,649,245
ACSSF,2019m1,nc,000,0056,0000041,2622,1661,1396,1288,257,618,216,660,1270,1051,387,923,381,784,781,726,339,503,185,452,1983,1333,862,738,393,417,918,1483,1104,748,701,588,937,724,622,355,220,440,520,2911,728,1441,936,892,1365,767,378,1140,1492,958,1164,977,748,707,934,1430,977,185,404,238,727,,,,,,,910,793,321,410,297,181,,,,,,,,,,,,,,,,,,,1898,1827,1076,1287,729,1558,906,784,216,459,330,420
ACSSF,2019m1,nc,000,0056,0000042,2984,1808,1252,1040,413,638,393,726,1155,938,500,641,274,924,721,515,260,380,303,313,2220,1308,529,720,837,425,700,1352,672,633,599,683,902,854,490,268,203,719,461,3184,532,1072,942,758,922,691,137,1404,1557,1091,332,700,827,668,1177,1554,1139,626,542,429,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2256,1482,1017,1397,982,1407,,,,,,
