ACSSF,2019e1,nc,000,0007,0000049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53926,2301,0,1517,233,54,1581,15003,1064,3116,1000,17577,1547,1071,13856,8542,552,851,4901,95,1346,3306,3416,575,663,2155,573,831,1145,97
ACSSF,2019e1,nc,000,0007,0000050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283225,24116,3108,8327,3503,1692,7315,75330,5695,19413,3344,85276,4465,3826,76752,37772,1705,7508,19760,1855,4686,9654,18782,1960,2838,6296,2134,1260,7386,1573
ACSSF,2019e1,nc,000,0007,0000051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0007,0000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0007,0000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0007,0000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26278,1436,140,642,248,667,1006,8626,832,2038,437,7053,682,479,6106,2575,0,1115,1465,0,343,2853,2488,117,124,929,68,179,984,70
ACSSF,2019e1,nc,000,0007,0000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46848,1288,898,1552,1069,211,1327,13737,536,2820,861,14168,644,351,15475,6603,157,1874,3352,640,720,1581,3611,544,551,1829,727,297,2004,0
ACSSF,2019e1,nc,000,0007,0000056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166455,6192,1364,4312,1071,421,3311,41405,1863,9297,1040,54535,2171,1579,42556,19104,663,2944,9151,722,2280,7382,12984,728,3897,3746,804,1147,3782,1120
ACSSF,2019e1,nc,000,0007,0000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0007,0000058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60032,6541,1056,1474,489,678,639,14654,1225,4583,826,16711,353,535,12440,6256,710,833,3406,437,1023,3419,2678,330,838,1766,320,321,1292,899
ACSSF,2019e1,nc,000,0007,0000059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43917,2983,142,844,272,649,1270,8039,789,2364,530,13073,635,209,9420,4383,103,950,2166,170,138,798,2390,0,1147,2058,183,189,741,248
ACSSF,2019e1,nc,000,0007,0000060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0007,0000061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49447,2148,391,1208,392,426,1133,13053,1477,2684,309,12029,186,473,11685,6434,125,752,2207,163,231,3148,3184,266,1000,990,314,47,853,1068
ACSSF,2019e1,nc,000,0007,0000062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0007,0000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0007,0000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0007,0000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113321,15700,1583,3426,1013,527,2959,28644,2063,7185,1142,30521,1111,1701,26490,12243,539,2013,7401,997,2665,4139,6902,843,1443,1571,340,655,2518,1150
ACSSF,2019e1,nc,000,0007,0000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31583,1954,521,897,106,102,314,8986,1541,2029,398,9297,212,385,9797,4894,211,883,1996,184,226,1529,2454,346,161,955,170,215,208,0
