ACSSF,2019m1,nc,000,0094,0000031,1461,1300,680,1070,1649,1024,1485,1461,1300,1037,582,875,641,566,216,600,189,128,23,126,523,1649,1233,1201,859,573,733,178,1627,1286,617,456,430,1432,1461,1300,972,794,1649,1013,1802,1514,857,1733,1016,791,885,218,95,223,,,,,,,801,137,804,296,86,328,1357,857,1532,844,165,856,1732,1112,634,140,223,464,441,95,196,193,29,903,641,484,394,216,216,597,266,535,232,23,1667,1567,585,1093,1498,1345,571,606,563,173,951,667,127,527,348,216,833,434,633,260,485,5212,5224,2912,1461,1300,851,872,1649,1253,1682,1461,1300,1649
ACSSF,2019m1,nc,000,0094,0000032,1508,1277,809,1062,1889,1519,1809,1508,1277,933,201,909,216,909,216,990,566,664,490,432,502,1889,1617,1543,1175,672,917,531,1835,1674,944,479,796,2076,1508,1277,957,962,1889,1021,2045,1649,1280,1886,564,228,524,,,,,,,,,,,,,,,,1533,1280,1808,566,216,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2936,11213,4241,1508,1277,780,1057,1889,1439,2169,1508,1277,1889
ACSSF,2019m1,nc,000,0094,0000033,1701,954,624,762,1750,1266,1490,1701,954,847,461,812,490,618,216,586,184,247,190,177,551,1750,1819,1501,1080,681,822,246,2046,1843,945,596,715,1724,1701,954,670,824,1750,846,1949,1590,762,1630,1144,554,1129,,,,416,216,416,,,,,,,796,365,738,1525,733,1570,723,265,686,2179,883,511,167,200,488,476,91,216,216,216,803,512,158,485,105,57,610,306,489,173,169,2106,2025,797,1229,1881,1861,427,1267,1184,436,1316,882,150,742,458,191,1099,507,706,563,464,4069,5248,3726,1701,954,584,763,1750,1695,2048,1701,954,1750
ACSSF,2019m1,nc,000,0094,0000034,1982,1794,1041,1535,2633,2060,2273,1982,1794,1402,881,1178,274,1195,216,1259,507,757,287,663,995,2633,2641,2579,1312,815,1121,259,2596,2392,1388,766,1093,2340,1982,1794,1569,1087,2633,1492,2812,1922,1280,2221,1456,1210,1592,,,,,,,,,,761,397,660,,,,1650,1234,1930,874,691,760,3032,1563,992,293,940,443,357,249,68,68,216,1354,403,287,254,216,114,1335,642,834,748,256,3141,3129,1069,2022,2508,2414,711,1685,1719,289,1955,1053,108,957,183,349,1552,639,1231,625,585,6167,5443,7217,1982,1794,1155,1400,2633,2059,3027,1982,1794,2633
ACSSF,2019m1,nc,000,0094,0000035,1246,1192,643,1068,1584,1100,1636,1246,1192,832,710,448,206,388,216,921,366,317,104,311,849,1584,1437,1235,958,208,902,192,1568,1393,1106,478,973,1341,1246,1192,683,1043,1584,681,1567,1243,1210,1603,560,320,545,,,,,,,,,,,,,,,,1182,1203,1496,504,103,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4430,14767,5466,1246,1192,778,951,1584,1174,1637,1246,1192,1584
ACSSF,2019m1,nc,000,0094,0000036,4517,2669,1650,2589,5207,2382,4609,4517,2669,2224,775,2058,715,1942,352,1752,784,1002,468,813,1298,5207,5008,4321,3696,1755,3126,295,5205,4150,2637,1569,2108,4717,4517,2669,1984,1980,5207,3077,5662,3809,1346,4062,3816,2303,3974,,,,1489,553,1482,,,,2283,907,2246,1779,882,1680,3680,1202,3947,2193,1146,2488,5624,2440,1148,373,681,658,554,418,586,196,513,2315,864,119,622,616,216,2208,786,1832,748,227,5973,5636,1249,3061,4929,4594,1344,2703,2621,495,4526,2367,303,1777,1381,622,3754,992,2908,1905,888,2224,2201,2135,4517,2669,1862,2183,5207,3468,5697,4517,2669,5207
ACSSF,2019m1,nc,000,0094,0000037,1339,919,538,812,1585,1248,1697,1339,919,772,411,702,110,719,107,625,180,316,216,316,574,1585,1147,1162,702,237,691,429,1498,1442,844,181,847,1859,1339,919,859,578,1585,803,1537,1205,729,1320,736,646,745,,,,,,,,,,,,,,,,1214,671,1279,304,281,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6066,10629,7129,1339,919,599,773,1585,1642,2018,1339,919,1585
ACSSF,2019m1,nc,000,0094,0000038,1750,1772,1044,1316,2244,1358,2133,1750,1772,1478,757,1129,664,1008,216,1143,11,745,337,659,721,2244,1490,1312,1034,811,762,216,2132,1260,1026,625,847,1734,1750,1772,1044,1492,2244,1252,2055,1256,925,1350,1400,1370,1821,,,,,,,,,,383,217,503,,,,1209,932,1277,424,214,538,1890,1625,761,100,703,253,59,247,216,216,216,1376,807,70,814,110,216,1190,436,915,587,191,1838,1693,805,975,1564,1523,465,434,346,249,1304,942,56,770,668,216,1072,453,842,655,216,3266,4703,5419,1750,1772,1131,1372,2244,1658,2227,1750,1772,2244
ACSSF,2019m1,nc,000,0094,0000039,2499,1593,816,1299,2708,1618,2609,2499,1593,978,195,960,472,856,170,1253,554,427,127,422,1066,2708,2203,1944,1400,644,1095,216,3205,2245,1172,504,1024,3282,2499,1593,1068,1218,2708,1854,3036,2260,1075,2341,1411,1120,1385,,,,,,,,,,542,288,510,1023,411,907,2201,1077,2251,585,294,603,2863,1200,591,211,195,494,494,216,50,50,216,1075,494,77,466,91,216,986,406,757,247,269,2787,2806,1042,1653,2208,2272,613,1159,1109,233,1884,898,275,811,147,216,1488,874,1262,528,310,3227,8092,3941,2499,1593,932,1249,2708,2186,3245,2499,1593,2708
ACSSF,2019m1,nc,000,0094,0000040,2606,2100,623,2137,3173,1305,2839,2606,2100,1803,806,1754,520,1605,72,1093,223,786,725,320,807,3173,2677,2579,1512,1046,1153,230,2988,2474,923,363,838,2457,2606,2100,1594,1342,3173,1613,3296,2706,1740,2885,1730,829,1791,,,,,,,,,,,,,1457,1441,654,2470,1739,2694,1181,535,1317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4326,7555,3101,2606,2100,1225,1897,3173,2662,3056,2606,2100,3173
