ACSSF,2019e1,nc,000,0176,0000031,130189,109974,77084,76676,69715,58079,22123,6961,408,268,11,257,140,32890,10753,9006,7273,3389,4478,1733,1747,1347,448,933,400,22137,21404,16475,6440,11591,4929,733,506,350,289,227,20215,14863,12922,10998,7440,6326,1924,1941,1246,1051,450,695,5352,4231,3152,1254,1121,11253,6187,2239,2095,144,3948,2674,1274,5066,1654,1471,183,3412,2505,907,11253,6187,2239,1609,630,3948,2162,1786,5066,1654,1300,354,3412,1625,1787,130189,109974,77084,69983,7101,32890,10753,8620,2133,22137,16981,5156,20215,16475,3740
ACSSF,2019e1,nc,000,0176,0000032,116121,95268,75979,75446,68002,54876,27687,7444,533,402,150,252,131,19289,5530,4508,4121,2538,2094,387,1022,707,621,86,315,13759,12684,9508,3601,6568,3176,1075,608,372,236,467,20853,17123,13743,12168,8664,8786,1575,3380,3058,2177,1559,322,3730,3227,2527,1023,503,6747,3497,887,887,0,2610,2101,509,3250,965,923,42,2285,1496,789,6747,3497,887,681,206,2610,1941,669,3250,965,923,42,2285,1345,940,116121,95268,75979,68404,7575,19289,5530,4828,702,13759,10116,3643,20853,18453,2400
ACSSF,2019e1,nc,000,0176,0000033,180601,157782,125915,125704,116490,95451,35907,9214,211,211,117,139,0,31867,10392,9361,7603,4439,3733,1758,1031,743,701,291,288,21475,19727,16882,10018,9361,2845,1748,997,576,631,751,22819,18510,14950,13478,10085,7920,1472,3560,3144,2868,686,416,4309,3641,2708,1125,668,14304,7657,1895,1760,135,5762,4686,1076,6647,2473,2120,353,4174,3521,653,14304,7657,1895,1555,340,5762,3930,1832,6647,2473,1956,517,4174,2925,1249,180601,157782,125915,116701,9214,31867,10392,8346,2046,21475,17879,3596,22819,20263,2556
ACSSF,2019e1,nc,000,0176,0000034,207786,183596,132648,131234,119336,97792,33788,11898,1414,888,395,743,526,50948,11173,9783,8058,5143,3438,1725,1390,1338,1214,124,52,39775,38314,30957,15986,17353,7357,1461,749,620,191,712,24190,19824,16945,15546,11027,9406,1399,2879,2355,1893,587,524,4366,2454,1664,867,1912,14101,7206,3359,2929,430,3847,2559,1288,6895,2930,2831,99,3965,3151,814,14101,7206,3359,2785,574,3847,2187,1660,6895,2930,2530,400,3965,2824,1141,207786,183596,132648,120224,12424,50948,11173,9396,1777,39775,31706,8069,24190,20355,3835
ACSSF,2019e1,nc,000,0176,0000035,85403,73464,57188,56723,52976,45012,13363,3747,465,431,190,298,34,16276,4408,4194,3859,2656,1439,335,214,144,66,78,70,11868,11161,9296,6296,4102,1865,707,707,707,162,0,11939,9973,8208,7504,4383,5099,704,1765,1608,1247,570,157,1966,1789,920,1105,177,5483,3087,635,635,0,2452,1442,1010,2396,713,713,0,1683,1336,347,5483,3087,635,406,229,2452,1398,1054,2396,713,631,82,1683,1079,604,85403,73464,57188,53407,3781,16276,4408,4003,405,11868,10003,1865,11939,10901,1038
ACSSF,2019e1,nc,000,0176,0000036,1105042,867813,594905,589987,540400,463202,123749,49587,4918,4022,2872,1368,896,272908,67272,58894,45987,31065,17258,12907,8378,4057,2829,1281,4321,205636,196315,163713,94906,79002,32602,9321,5007,3925,1148,4314,237229,171554,139090,126092,103781,43632,12998,32464,27597,25465,3325,4867,65675,54441,49343,6960,11234,105324,50702,19172,18238,934,31530,24399,7131,54622,22098,18975,3123,32524,26502,6022,105324,50702,19172,16604,2568,31530,22617,8913,54622,22098,17031,5067,32524,23641,8883,1105042,867813,594905,544422,50483,272908,67272,50044,17228,205636,168720,36916,237229,208130,29099
ACSSF,2019e1,nc,000,0176,0000037,95850,79259,58611,58383,53665,42954,22694,4718,228,228,32,196,0,20648,1665,1554,1392,1033,454,162,111,111,111,0,0,18983,17003,14831,7810,8413,2172,1980,1088,484,604,892,16591,13463,11847,10945,6994,7400,902,1616,1572,1249,980,44,3128,3044,2331,1070,84,5871,3555,1180,1180,0,2375,1774,601,2316,1040,1040,0,1276,843,433,5871,3555,1180,939,241,2375,1758,617,2316,1040,564,476,1276,666,610,95850,79259,58611,53893,4718,20648,1665,1503,162,18983,15919,3064,16591,15561,1030
ACSSF,2019e1,nc,000,0176,0000038,93139,80660,52029,51966,48125,37397,22148,3841,63,63,0,63,0,28631,9716,8237,7441,3541,4269,796,1479,1252,1071,181,227,18915,17474,15249,6356,10220,2225,1441,717,249,468,724,12479,10572,9551,9114,5834,5702,437,1021,985,953,113,36,1907,1299,1012,425,608,7817,4643,1217,1217,0,3426,2886,540,3174,1092,1080,12,2082,1550,532,7817,4643,1217,1168,49,3426,2165,1261,3174,1092,912,180,2082,966,1116,93139,80660,52029,48188,3841,28631,9716,8693,1023,18915,15966,2949,12479,11398,1081
ACSSF,2019e1,nc,000,0176,0000039,230747,166002,124809,123859,115731,102861,33933,8128,950,610,610,0,340,41193,12491,9367,7053,4217,3315,2314,3124,2487,1527,1434,637,28702,27357,23293,10758,14283,4064,1345,876,736,140,469,64745,43950,33550,29456,21925,16036,4094,10400,9529,8289,2257,871,20795,18831,16855,3152,1964,28272,13334,7611,7260,351,5723,4715,1008,14938,8377,7939,438,6561,5462,1099,28272,13334,7611,7037,574,5723,3876,1847,14938,8377,7235,1142,6561,4413,2148,230747,166002,124809,116341,8468,41193,12491,9540,2951,28702,24169,4533,64745,57816,6929
ACSSF,2019e1,nc,000,0176,0000040,164323,142525,110776,109058,102925,92922,31394,6133,1718,1276,703,573,442,31749,6810,6036,4700,3608,3315,1336,774,466,372,160,308,24939,23553,21197,10373,13533,2356,1386,1001,210,1001,385,21798,14749,10507,9181,6550,6041,1326,4242,2791,2546,655,1451,7049,4561,4082,1120,2488,20897,10720,4321,4027,294,6399,4741,1658,10177,3261,2875,386,6916,6638,278,20897,10720,4321,4021,300,6399,4048,2351,10177,3261,2575,686,6916,5584,1332,164323,142525,110776,104201,6575,31749,6810,5166,1644,24939,22198,2741,21798,16533,5265
