ACSSF,2019e1,nc,000,0116,0000045,40538,315,3129,6371,1386,3764,2769,216,2211,3772,8233,3707,2875,1790,8959,0,301,870,273,66,598,100,770,947,4342,131,225,336,8445,0,0,118,0,43,46,47,0,1570,2283,2315,1214,809,9157,0,202,393,158,2378,480,69,1103,912,1416,1116,439,491,4810,178,2116,741,29,460,19,0,338,0,0,0,929,0,9167,137,510,4249,926,817,1626,0,0,343,192,145,68,154
ACSSF,2019e1,nc,000,0116,0000046,65063,1201,7651,10237,1898,5737,3120,437,2256,4387,13768,6908,4763,2700,21406,293,946,2602,147,913,262,128,1453,2592,8028,1526,1484,1032,11227,61,0,160,0,148,0,0,78,547,3911,4485,706,1131,10411,0,199,1104,708,3443,598,23,692,765,1589,305,632,353,10524,847,5611,678,232,264,587,286,22,187,114,214,1413,69,11495,0,895,5693,811,969,1673,0,11,296,126,378,528,115
ACSSF,2019e1,nc,000,0116,0000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0116,0000048,33336,438,3529,4488,398,4601,1764,181,888,2694,8743,2825,2012,775,11198,160,896,1352,212,675,0,107,391,1424,5382,131,249,219,5999,0,0,109,0,263,0,0,0,648,2449,1496,750,284,6714,0,129,454,87,2372,508,0,254,407,661,1017,553,272,4235,207,2272,374,29,410,102,74,90,48,59,151,419,0,5190,71,232,2199,70,881,1154,0,153,167,192,30,41,0
ACSSF,2019e1,nc,000,0116,0000049,119702,1160,11371,13275,3589,13814,6582,1420,10364,15369,23082,10562,6250,2864,52529,522,3883,4720,577,1976,2134,1082,6980,8941,17137,2576,1179,822,15354,75,0,107,0,543,0,29,31,2535,2634,5237,2657,1506,26329,119,748,1765,1911,8461,1304,229,3108,2176,2831,2196,1031,450,10664,326,6227,772,76,982,451,80,155,423,47,103,936,86,14826,118,513,5911,1025,1852,2693,0,90,1294,433,450,447,0
ACSSF,2019e1,nc,000,0116,0000050,589553,1883,36060,48773,12551,55514,26669,15456,46505,122551,125415,47122,25110,25944,318621,1056,10617,28973,4021,9654,7424,11699,28339,89533,93958,10857,7450,15040,78488,46,265,460,117,1793,146,200,736,14375,19150,26747,8941,5512,111360,123,2692,4166,6257,35409,6563,2328,16333,12962,9686,6833,3463,4545,35712,617,21254,1682,148,2246,1345,1189,772,1945,832,637,2832,213,45372,41,1232,13492,2008,6412,11191,40,325,3736,1789,2048,2424,634
ACSSF,2019e1,nc,000,0116,0000051,48552,1706,2739,7885,1333,7145,2426,342,1607,3244,9694,4110,2519,3802,13735,598,791,1169,287,659,615,240,557,1428,5168,128,415,1680,9346,0,43,445,0,227,0,0,0,676,2950,3002,514,1489,10380,120,70,464,601,4510,433,55,1050,417,1116,679,482,383,5571,945,1725,734,125,0,279,0,0,244,215,149,905,250,9520,43,110,5073,320,1749,1099,47,0,479,245,152,203,0
ACSSF,2019e1,nc,000,0116,0000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0116,0000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0116,0000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
