ACSSF,2019e1,nc,000,0053,0000083,,,,,,,,21598,5273,605,1606,1499,1563,16325,,,,,,,,26990,9224,1011,5032,2151,1030,17766,21879,12444,1588,6298,2440,2118,9435,569822,141959,18398,57221,32769,33571,427863,81502,32368,3759,15087,7947,5575,49134
ACSSF,2019e1,nc,000,0053,0000084,3181,349,36,93,121,99,2832,10675,2099,694,148,298,959,8576,,,,,,,,10854,3255,469,1600,716,470,7599,25131,11697,2022,5113,2258,2304,13434,497396,108044,13560,41262,20699,32523,389352,60268,22219,2305,11747,3179,4988,38049
ACSSF,2019e1,nc,000,0053,0000085,,,,,,,,78396,24484,2018,8880,4488,9098,53912,,,,,,,,41625,13945,1255,7783,2728,2179,27680,20274,10590,2260,4686,1259,2385,9684,464453,119314,12766,34107,19988,52453,345139,94666,35038,4686,16609,7243,6500,59628
ACSSF,2019e1,nc,000,0053,0000086,,,,,,,,11411,3471,528,993,554,1396,7940,,,,,,,,13780,4973,257,2189,1263,1264,8807,14949,7531,1350,2868,1814,1499,7418,535885,113107,11123,41818,21296,38870,422778,73034,29594,3223,15039,5976,5356,43440
ACSSF,2019e1,nc,000,0053,0000087,,,,,,,,12699,3023,287,1037,782,917,9676,,,,,,,,28783,9068,889,4580,2020,1579,19715,21180,9902,1494,5584,1749,1075,11278,504790,101533,9508,43094,25770,23161,403257,77984,30486,2517,16341,7016,4612,47498
ACSSF,2019e1,nc,000,0053,0000088,7093,1990,136,680,772,402,5103,7109,1353,0,675,289,389,5756,,,,,,,,22173,8083,842,4577,1530,1134,14090,22062,9856,1092,4233,1392,3139,12206,541374,108358,10361,40670,21732,35595,433016,74471,30032,1893,16825,5686,5628,44439
ACSSF,2019e1,nc,000,0053,0000089,9350,1665,41,413,530,681,7685,22827,6866,771,2868,1255,1972,15961,,,,,,,,28726,11139,688,5536,1759,3156,17587,32186,15944,1869,7249,3525,3301,16242,463026,104535,14002,39651,20661,30221,358491,82990,30699,3527,14089,6085,6998,52291
ACSSF,2019e1,nc,000,0053,0000090,58216,15735,1088,7485,3723,3439,42481,22521,6960,956,3874,1206,924,15561,,,,,,,,22014,9883,546,5862,2093,1382,12131,17770,8344,1209,3854,2006,1275,9426,465503,113781,12736,48243,30247,22555,351722,56882,23779,2177,11497,5197,4908,33103
ACSSF,2019e1,nc,000,0053,0000091,,,,,,,,13334,4133,532,1811,554,1236,9201,,,,,,,,14408,5874,48,3389,867,1570,8534,13188,6336,812,2811,1765,948,6852,576838,110208,12336,46861,24307,26704,466630,50810,18808,1973,9729,4057,3049,32002
ACSSF,2019e1,nc,000,0053,0000092,12804,3602,427,1554,966,655,9202,8096,1048,255,315,242,236,7048,,,,,,,,18941,7475,609,3841,2388,637,11466,12976,7171,393,2932,2674,1172,5805,646977,118407,11417,49267,27325,30398,528570,49677,17474,1232,8920,3812,3510,32203
ACSSF,2019e1,nc,000,0053,0000093,,,,,,,,49573,13490,1876,3740,2128,5746,36083,,,,,,,,66907,20810,2195,12770,4643,1202,46097,26969,12346,2484,4820,2689,2353,14623,328230,67249,7137,23055,11334,25723,260981,131745,43448,6227,22579,9347,5295,88297
ACSSF,2019e1,nc,000,0053,0000094,3589,1210,166,653,319,72,2379,27775,7370,1123,2209,1729,2309,20405,,,,,,,,15150,4301,445,1384,1014,1458,10849,21739,10589,825,4586,2179,2999,11150,475668,96452,9328,37758,23224,26142,379216,62268,25776,3427,11955,6205,4189,36492
ACSSF,2019e1,nc,000,0053,0000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2086,1338,219,472,201,446,748,119555,31673,1468,8414,5069,16722,87882,6709,3798,89,1075,593,2041,2911
