ACSSF,2019m1,nc,000,0018,0000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0018,0000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0018,0000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685,793,650,890,1298,1066,1371,299,620,365,3006,1044,1139,1083,1440,1283,1157,502,685,508,2536,509,1128,644,566,244,698,223,285,232,979,216,116,573,303,83,303,293,216,158,1731,624,539,602,374,733,56,153,154,288,757,160,413,249,228,216,355,216,216,216
ACSSF,2019m1,nc,000,0018,0000024,1054,1147,480,520,572,531,481,1681,1613,680,812,1583,1612,1065,1171,413,5569,1545,2122,974,1415,1888,1229,1625,1484,870,934,1621,1621,1154,1184,629,4272,1032,1652,533,1372,1174,785,851,720,452,651,427,422,420,300,223,2427,516,927,349,483,513,595,295,521,169,319,159,354,209,53,325,3445,759,1197,677,1293,1068,749,549,552,394,280,175,300,510,227,146,1537,673,139,54,560,618,197,210,150,228,237,216,216,216,216,216,1054,1147,480,586,720,855,950,565,489,413,5569,1545,2122,1805,2173,1556,1203,1018,1073,629,4272,1032,1652,1619,1321,996,767,614,547,223,2427,516,927,605,867,571,381,435,216,325,3445,759,1197,1427,1329,784,505,360,615,146,1537,673,139,557,634,254,320,216,216,216
ACSSF,2019m1,nc,000,0018,0000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938,994,270,979,1225,824,1084,793,524,658,3007,1173,1528,1193,1423,985,1286,1002,662,822,2485,330,1488,471,897,441,298,431,320,383,1041,238,171,256,551,506,267,394,216,189,915,137,231,132,258,305,487,526,155,59,444,216,216,156,216,216,259,166,216,216
ACSSF,2019m1,nc,000,0018,0000026,816,790,438,1642,1783,548,163,3030,2846,1495,1010,1678,1738,1405,1525,681,7576,1366,2597,1404,2395,1906,2029,2692,2814,1581,1509,1729,1916,1499,1540,1124,6322,687,2400,911,1845,1709,1169,1327,796,471,1394,933,484,358,336,614,2296,104,544,306,844,956,1004,618,129,652,432,422,338,272,234,489,2925,567,1228,367,835,931,706,595,953,332,237,351,482,4,131,405,2113,397,549,420,1167,265,280,365,163,541,284,216,216,216,216,216,816,790,438,548,571,1653,1682,1133,1356,681,7576,1366,2597,2570,2817,2339,2027,1747,1468,1124,6322,687,2400,1876,2194,1512,1539,1092,508,614,2296,104,544,952,1245,638,742,680,350,489,2925,567,1228,914,1339,1281,388,629,131,405,2113,397,549,1409,405,405,595,216,216,216
ACSSF,2019m1,nc,000,0018,0000027,1336,1335,493,1553,1468,460,401,2307,2354,1034,1138,2197,2092,1669,1528,611,6360,1729,2591,1402,1740,1452,1196,2131,2331,1469,1052,2345,2185,1689,1470,813,5380,1526,2330,899,1013,1260,895,1151,579,1006,503,491,930,386,231,337,2615,593,561,403,622,534,384,569,130,279,797,498,432,286,267,478,2708,188,679,612,710,559,595,657,568,82,447,484,227,179,203,479,761,216,110,238,105,232,216,250,216,216,120,148,307,216,216,586,1336,1335,493,557,451,381,610,641,561,611,6360,1729,2591,1871,2035,1441,1450,1605,864,813,5380,1526,2330,1424,1620,1234,1235,1020,431,337,2615,593,561,748,734,641,893,728,387,478,2708,188,679,924,891,881,465,547,288,479,761,216,110,261,232,250,120,339,216,586
ACSSF,2019m1,nc,000,0018,0000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0018,0000029,736,719,242,756,730,516,796,1749,1764,604,783,1506,1569,1362,1267,514,4874,1164,1754,770,1425,1155,1192,2123,1527,1034,915,1563,1509,1389,1213,498,3736,912,1434,475,714,860,818,488,955,849,317,384,441,222,270,252,2793,343,929,216,1174,635,451,567,455,258,333,310,135,169,75,142,1992,322,373,305,936,263,419,136,178,185,254,125,152,216,130,263,75,216,216,216,216,216,216,216,216,216,216,216,216,216,216,75,736,719,242,540,1068,864,793,527,638,514,4874,1164,1754,1617,1708,1549,1456,896,764,498,3736,912,1434,914,1193,1105,1003,563,357,252,2793,343,929,1116,932,859,438,395,191,142,1992,322,373,1089,545,241,343,189,130,263,75,216,216,216,216,216,216,216,216,75
ACSSF,2019m1,nc,000,0018,0000030,1197,1253,273,1472,1537,335,504,2575,2556,597,575,2558,2475,1892,1771,727,8539,1928,3100,1908,2137,2531,1395,2551,2736,1216,1103,2597,2624,1996,1837,1287,7251,1275,2902,775,1515,1980,1326,858,1370,1201,915,375,583,660,497,592,3315,320,1171,903,1451,954,609,372,739,315,360,356,155,539,121,734,2604,410,637,762,992,1406,618,458,461,601,422,222,482,267,362,320,1251,128,505,281,529,196,455,197,198,90,101,386,90,228,216,216,1197,1253,273,525,542,202,193,773,580,727,8539,1928,3100,2882,2806,2284,1624,1186,1299,1287,7251,1275,2902,1680,2379,1804,1608,713,783,592,3315,320,1171,1681,1043,860,464,391,555,734,2604,410,637,1251,1406,634,734,553,460,320,1251,128,505,688,498,304,131,438,228,216
