ACSSF,2019e1,nc,000,0180,0000047,67029,0,67029,67029,3240,63789,67029,1095,65934,67029,1674,65355,67029,64680,2724,61956,2349,56,2293,3048,699,0,699,2349,239,2110,,,,,,,,1316,103,1213,67029,4092,62937,65981,4651,61330,65981,9179,887,223,664,8292,56802,25620,3065,22555,25620,5639,795,4844,19981,25620,23597,3217,20380,2023,25620,24814,6705,18109,806,25620,24814,5087,19727,806,25583,253,25330
ACSSF,2019e1,nc,000,0180,0000048,71783,151,71632,71783,1464,70319,71783,687,71096,71783,1876,69907,71783,67911,3170,64741,3872,279,3593,4264,392,12,380,3872,1489,2383,,,,,,,,709,140,569,71783,6450,65333,71162,4373,66789,71162,6072,1289,23,1266,4783,65090,32165,2748,29417,32165,4985,976,4009,27180,32165,30509,3243,27266,1656,32165,31130,5311,25819,1035,32165,31130,4125,27005,1035,32135,742,31393
ACSSF,2019e1,nc,000,0180,0000049,239859,334,239525,239859,2100,237759,239859,2658,237201,239859,4227,235632,239859,215742,25480,190262,24117,3482,20635,28294,4177,1633,2544,24117,4746,19371,,,,,,,,12718,2460,10258,239859,33317,206542,238214,30474,207740,238214,36033,11427,10,11417,24606,202181,118707,17796,100911,118707,22873,962,21911,95834,118707,106135,18801,87334,12572,118707,108636,35221,73415,10071,118707,108636,23708,84928,10071,118535,1122,117413
ACSSF,2019e1,nc,000,0180,0000050,1111761,318,1111443,1111761,9691,1102070,1111761,11437,1100324,1111761,10826,1100935,1111761,957076,79629,877447,154685,11960,142725,174023,19338,3865,15473,154685,21268,133417,,,,,,,,66653,10954,55699,1111761,113116,998645,1099934,97633,1002301,1099934,198743,32688,232,32456,166055,901191,581238,62254,518984,581238,74329,1889,72440,506909,581238,497463,60311,437152,83775,581238,517056,102831,414225,64182,581238,517056,74465,442591,64182,579771,12430,567341
ACSSF,2019e1,nc,000,0180,0000051,123131,94,123037,123131,1359,121772,123131,991,122140,123131,2133,120998,123131,114813,5572,109241,8318,318,8000,10561,2243,135,2108,8318,1160,7158,,,,,,,,2233,696,1537,123131,9867,113264,121507,7106,114401,121507,18448,2126,233,1893,16322,103059,53030,3879,49151,53030,5448,0,5448,47582,53030,50918,4462,46456,2112,53030,51920,8333,43587,1110,53030,51920,5357,46563,1110,52082,232,51850
ACSSF,2019e1,nc,000,0180,0000052,68412,346,68066,68412,2563,65849,68412,1156,67256,68412,2348,66064,68412,65881,3755,62126,2531,0,2531,3045,514,0,514,2531,319,2212,,,,,,,,1631,243,1388,68412,6463,61949,67583,6004,61579,67583,3737,1029,115,914,2708,63846,29407,2859,26548,29407,3370,151,3219,26037,29407,27271,3066,24205,2136,29407,28299,3725,24574,1108,29407,28299,3232,25067,1108,29386,0,29386
ACSSF,2019e1,nc,000,0180,0000053,81801,0,81801,81801,2707,79094,81801,32,81769,81801,1588,80213,81801,76875,9492,67383,4926,1339,3587,5304,378,130,248,4926,1357,3569,,,,,,,,1360,889,471,81801,12244,69557,80690,11335,69355,80690,8601,3409,18,3391,5192,72089,35336,6055,29281,35336,6860,414,6446,28476,35336,31416,6081,25335,3920,35336,33717,8710,25007,1619,35336,33717,6932,26785,1619,35309,1072,34237
ACSSF,2019e1,nc,000,0180,0000054,92859,0,92859,92859,488,92371,92859,326,92533,92859,1107,91752,92859,84318,5586,78732,8541,35,8506,10120,1579,124,1455,8541,1011,7530,,,,,,,,2817,452,2365,92859,10172,82687,92103,5896,86207,92103,17380,2485,252,2233,14895,74723,47687,6075,41612,47687,6926,54,6872,40761,47687,37915,5914,32001,9772,47687,41376,8496,32880,6311,47687,41376,6959,34417,6311,47049,560,46489
ACSSF,2019e1,nc,000,0180,0000055,171143,0,171143,171143,1158,169985,171143,1737,169406,171143,929,170214,171143,130429,9340,121089,40714,3349,37365,43989,3275,637,2638,40714,5518,35196,,,,,,,,21049,3149,17900,171143,16530,154613,169198,12651,156547,169198,30465,5506,0,5506,24959,138733,89073,10019,79054,89073,12433,104,12329,76640,89073,76496,10071,66425,12577,89073,79334,15812,63522,9739,89073,79334,11671,67663,9739,89073,2107,86966
ACSSF,2019e1,nc,000,0180,0000056,885707,225,885482,885707,18642,867065,885707,8144,877563,885707,9981,875726,885707,734969,57622,677347,150738,12768,137970,162449,11711,2000,9711,150738,23206,127532,,,,,,,,55941,13542,42399,885707,79504,806203,872125,76026,796099,872125,145259,22718,2235,20483,122541,726866,479292,47620,431672,479292,59385,807,58578,419907,479292,397932,45676,352256,81360,479292,431512,88682,342830,47780,479292,431512,70969,360543,47780,474845,5101,469744
ACSSF,2019e1,nc,000,0180,0000057,96342,117,96225,96342,2278,94064,96342,1002,95340,96342,1418,94924,96342,83987,9260,74727,12355,1628,10727,13822,1467,162,1305,12355,3817,8538,,,,,,,,6316,2202,4114,96342,11906,84436,94766,10137,84629,94766,14257,2750,22,2728,11507,80509,50101,6650,43451,50101,10945,643,10302,39156,50101,43183,7074,36109,6918,50101,47335,12784,34551,2766,50101,47335,10522,36813,2766,50036,0,50036
