ACSSF,2019e1,nc,000,0013,0000001,2162988,683764,427193,419731,7462,327354,61790,54592,7198,38049,37929,120,256571,253549,3022,222543,34028,31130,2898,1479224,923064,889223,33841,695936,154718,126424,28294,72410,70574,1836,556160,539169,16991,470075,86085,70303,15782,2162988,407260,103883,50670,44161,9052,303377,253491,49886,488694,250284,161709,71018,17557,238410,196426,41984,1267034,996090,810911,101329,83850,270944,242701,28243,884631,514426,370205,75940,75786,61883,44728,30715,20900,60253,10488084,9603453,884631,,,,884631,435893,3995,10016,7871,19076,26968,35173,45529,50130,57661,50790,37220,29167,21336,14050,11331,7002,4847,3731,448738,3941,9714,10259,18225,22407,36159,47918,53943,55066,45976,36567,30226,22430,17434,14492,11142,7330,5509,884631,435893,14011,26947,62141,95659,108451,66387,35386,26911,448738,13655,28484,58566,101861,101042,66793,39864,38473,884631,35305,13488,21817,8058,1449,6609,2049,778,1271,38516,10778,27738,28253,7584,20669,76435,37368,39067,219337,37552,181785,21856,6770,15086,26034,5932,20102,428788,137619,291169,2162988,683764,673280,10484,549897,133867,123651,10216,1479224,1428392,50832,1166011,313213,267301,45912,2162988,895954,662296,233658,1267034,1053612,213422
ACSSF,2019e1,nc,000,0013,0000002,1503789,481536,298416,291234,7182,217837,51640,44671,6969,28939,28841,98,183120,180470,2650,156038,27082,24556,2526,1022253,622566,593743,28823,439674,128035,103102,24933,54857,53808,1049,399687,384124,15563,331869,67818,53206,14612,1503789,284825,66923,25819,34693,6411,217902,177388,40514,333653,163415,91850,58007,13558,170238,140406,29832,885311,690644,539842,86975,63827,194667,170113,24554,728680,421963,306717,65807,65214,52276,36440,24114,16927,45939,7041411,6312731,728680,,,,728680,358934,3889,9385,7442,16703,23371,30522,37618,40654,47374,41332,29542,23725,16429,10904,8178,5912,3104,2850,369746,3569,8463,8422,15186,18691,30097,38851,45615,45137,37593,31041,25212,18040,13204,12428,8072,5778,4347,728680,358934,13274,24145,53893,78272,88706,53267,27333,20044,369746,12032,23608,48788,84466,82730,56253,31244,30625,728680,32005,12394,19611,5811,1187,4624,1949,778,1171,34916,10254,24662,20314,5832,14482,70330,35652,34678,154541,27240,127301,17904,5493,12411,24027,5457,18570,366883,126775,240108,1503789,481536,471704,9832,373875,107661,98068,9593,1022253,977867,44386,771543,250710,210116,40594,1503789,618478,435463,183015,885311,709955,175356
ACSSF,2019e1,nc,000,0013,0000003,659199,202228,128777,128497,280,109517,10150,9921,229,9110,9088,22,73451,73079,372,66505,6946,6574,372,456971,300498,295480,5018,256262,26683,23322,3361,17553,16766,787,156473,155045,1428,138206,18267,17097,1170,659199,122435,36960,24851,9468,2641,85475,76103,9372,155041,86869,69859,13011,3999,68172,56020,12152,381723,305446,271069,14354,20023,76277,72588,3689,155951,92463,63488,10133,10572,9607,8288,6601,3973,14314,3446673,3290722,155951,,,,155951,76959,106,631,429,2373,3597,4651,7911,9476,10287,9458,7678,5442,4907,3146,3153,1090,1743,881,78992,372,1251,1837,3039,3716,6062,9067,8328,9929,8383,5526,5014,4390,4230,2064,3070,1552,1162,155951,76959,737,2802,8248,17387,19745,13120,8053,6867,78992,1623,4876,9778,17395,18312,10540,8620,7848,155951,3300,1094,2206,2247,262,1985,100,0,100,3600,524,3076,7939,1752,6187,6105,1716,4389,64796,10312,54484,3952,1277,2675,2007,475,1532,61905,10844,51061,659199,202228,201576,652,176022,26206,25583,623,456971,450525,6446,394468,62503,57185,5318,659199,277476,226833,50643,381723,343657,38066
ACSSF,2019e1,nc,000,0013,0000004,2055364,652464,410927,403500,7427,314890,59129,51937,7192,36908,36788,120,241537,238887,2650,210231,31306,28780,2526,1402900,878154,846570,31584,660087,149202,122779,26423,68865,67387,1478,524746,508607,16139,444521,80225,65295,14930,2055364,380183,98284,46275,43077,8932,281899,236374,45525,455823,232135,149688,65888,16559,223688,185269,38419,1219358,958662,779014,99366,80282,260696,233109,27587,849191,490577,358614,73892,74879,59707,43372,29590,20305,56869,9894278,9045087,849191,,,,849191,418065,3995,9678,7764,18107,25435,33646,43626,48043,56045,48448,35275,28493,20553,13348,10763,6681,4638,3527,431126,3569,8976,9631,17142,20868,35061,45889,52488,52725,44673,35923,29402,21210,16696,14044,10559,7119,5151,849191,418065,13673,25871,59081,91669,104493,63768,33901,25609,431126,12545,26773,55929,98377,97398,65325,37906,36873,849191,35072,13284,21788,7601,1449,6152,2049,778,1271,37876,10778,27098,26882,7380,19502,75803,37192,38611,199280,32827,166453,21495,6583,14912,25759,5932,19827,417374,134686,282688,2055364,652464,642387,10077,525121,127343,117505,9838,1402900,1355177,47723,1104608,298292,255461,42831,2055364,836006,617606,218400,1219358,1012123,207235
ACSSF,2019e1,nc,000,0013,0000005,1789641,569595,368790,361469,7321,278993,56058,48972,7086,33739,33619,120,200805,198155,2650,172140,28665,26139,2526,1220046,778798,748999,29799,576041,138097,112646,25451,64660,63224,1436,441248,425469,15779,368198,73050,58431,14619,1789641,302153,83138,35687,39791,7660,219015,178606,40409,395196,202048,125654,60831,15563,193148,157419,35729,1092292,862402,693693,93533,75176,229890,204313,25577,792912,456648,336264,69924,69863,56365,40518,28498,19803,51293,8499861,7706949,792912,,,,792912,388944,3889,9452,7489,16889,23874,30323,40724,44693,52038,45138,32495,26652,19125,12177,10170,6391,4372,3053,403968,3569,8860,8936,16084,19287,33274,43287,47688,49711,41954,33947,27784,19502,15382,13807,9935,6738,4223,792912,388944,13341,24378,54197,85417,97176,59147,31302,23986,403968,12429,25020,52561,90975,91665,61731,34884,34703,792912,33620,13084,20536,6907,1334,5573,2049,778,1271,37176,10778,26398,23588,7146,16442,75214,36959,38255,172797,30299,142498,20172,5814,14358,24836,5635,19201,396553,128655,267898,1789641,569595,559624,9971,451133,118462,108730,9732,1220046,1174468,45578,944239,275807,234301,41506,1789641,697349,497366,199983,1092292,898006,194286
ACSSF,2019e1,nc,000,0013,0000006,748798,251291,148950,142862,6088,98673,34425,28337,6088,15852,15852,0,102341,100951,1390,83995,18346,16956,1390,497507,281897,263444,18453,173265,78700,61141,17559,29932,29848,84,215610,204371,11239,173598,42012,31666,10346,748798,145033,32267,8606,21144,2517,112766,88949,23817,180052,79484,35945,33189,10350,100568,80230,20338,423713,319096,227387,58792,32917,104617,88414,16203,470629,271870,198759,45022,43041,34445,24196,15668,9417,26970,3540069,3069440,470629,,,,470629,231527,2903,7222,5382,11372,16083,21365,26064,26886,27719,25789,17449,14702,9692,5989,5899,3514,1982,1515,239102,2797,5258,5789,10203,13234,21093,26696,30617,26843,24940,19458,15337,10345,7899,7619,4974,3531,2469,470629,231527,10125,16754,37448,52950,53508,32151,15681,12910,239102,8055,15992,34327,57313,51783,34795,18244,18593,470629,23196,10029,13167,2507,562,1945,1548,466,1082,21693,7015,14678,14313,4128,10185,52269,27466,24803,77218,15511,61707,11786,2912,8874,19230,5254,13976,246869,92418,154451,748798,251291,243813,7478,182668,68623,61145,7478,497507,467815,29692,346863,150644,122655,27989,748798,325085,213730,111355,423713,315801,107912
ACSSF,2019e1,nc,000,0013,0000007,1040843,318304,219840,218607,1233,180320,21633,20635,998,17887,17767,120,98464,97204,1260,88145,10319,9183,1136,722539,496901,485555,11346,402776,59397,51505,7892,34728,33376,1352,225638,221098,4540,194600,31038,26765,4273,1040843,157120,50871,27081,18647,5143,106249,89657,16592,215144,122564,89709,27642,5213,92580,77189,15391,668579,543306,466306,34741,42259,125273,115899,9374,322283,184778,137505,24902,26822,21920,16322,12830,10386,24323,4959792,4637509,322283,,,,322283,157417,986,2230,2107,5517,7791,8958,14660,17807,24319,19349,15046,11950,9433,6188,4271,2877,2390,1538,164866,772,3602,3147,5881,6053,12181,16591,17071,22868,17014,14489,12447,9157,7483,6188,4961,3207,1754,322283,157417,3216,7624,16749,32467,43668,26996,15621,11076,164866,4374,9028,18234,33662,39882,26936,16640,16110,322283,10424,3055,7369,4400,772,3628,501,312,189,15483,3763,11720,9275,3018,6257,22945,9493,13452,95579,14788,80791,8386,2902,5484,5606,381,5225,149684,36237,113447,1040843,318304,315811,2493,268465,49839,47585,2254,722539,706653,15886,597376,125163,111646,13517,1040843,372264,283636,88628,668579,582205,86374
ACSSF,2019e1,nc,000,0013,0000008,265723,82869,42137,42031,106,35897,3071,2965,106,3169,3169,0,40732,40732,0,38091,2641,2641,0,182854,99356,97571,1785,84046,11105,10133,972,4205,4163,42,83498,83138,360,76323,7175,6864,311,265723,78030,15146,10588,3286,1272,62884,57768,5116,60627,30087,24034,5057,996,30540,27850,2690,127066,96260,85321,5833,5106,30806,28796,2010,56279,33929,22350,3968,5016,3342,2854,1092,502,5576,1394417,1338138,56279,,,,56279,29121,106,226,275,1218,1561,3323,2902,3350,4007,3310,2780,1841,1428,1171,593,290,266,474,27158,0,116,695,1058,1581,1787,2602,4800,3014,2719,1976,1618,1708,1314,237,624,381,928,56279,29121,332,1493,4884,6252,7317,4621,2599,1623,27158,116,1753,3368,7402,5733,3594,3022,2170,56279,1452,200,1252,694,115,579,0,0,0,700,0,700,3294,234,3060,589,233,356,26483,2528,23955,1323,769,554,923,297,626,20821,6031,14790,265723,82869,82763,106,73988,8881,8775,106,182854,180709,2145,160369,22485,21160,1325,265723,138657,120240,18417,127066,114117,12949
ACSSF,2019e1,nc,000,0013,0000009,68722,21386,9128,9128,0,6995,900,900,0,1233,1233,0,12258,12258,0,11935,323,323,0,47336,20887,20395,492,16523,3585,3135,450,779,737,42,26449,26158,291,24451,1998,1732,266,68722,25771,1658,1455,203,0,24113,22588,1525,14633,6766,4630,1903,233,7867,7745,122,28318,21591,17433,2379,1779,6727,6053,674,20186,10914,9272,2382,1647,1371,1392,214,278,1988,356563,336377,20186,,,,20186,10941,0,0,224,355,1021,2413,1220,1403,662,1421,571,398,237,371,114,99,56,376,9245,0,0,335,121,685,1047,684,1296,744,734,924,851,694,399,44,157,38,492,20186,10941,0,579,3434,2623,2083,969,608,645,9245,0,456,1732,1980,1478,1775,1093,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68722,21386,21386,0,18930,2456,2456,0,47336,46553,783,40974,6362,5604,758,68722,40404,36418,3986,28318,23486,4832
ACSSF,2019e1,nc,000,0013,0000010,197001,61483,33009,32903,106,28902,2171,2065,106,1936,1936,0,28474,28474,0,26156,2318,2318,0,135518,78469,77176,1293,67523,7520,6998,522,3426,3426,0,57049,56980,69,51872,5177,5132,45,197001,52259,13488,9133,3083,1272,38771,35180,3591,45994,23321,19404,3154,763,22673,20105,2568,98748,74669,67888,3454,3327,24079,22743,1336,36093,23015,13078,1586,3369,1971,1462,878,224,3588,1037854,1001761,36093,,,,36093,18180,106,226,51,863,540,910,1682,1947,3345,1889,2209,1443,1191,800,479,191,210,98,17913,0,116,360,937,896,740,1918,3504,2270,1985,1052,767,1014,915,193,467,343,436,36093,18180,332,914,1450,3629,5234,3652,1991,978,17913,116,1297,1636,5422,4255,1819,1929,1439,36093,559,135,424,444,115,329,0,0,0,463,0,463,2706,142,2564,306,233,73,18787,1684,17103,518,333,185,660,166,494,11650,2088,9562,197001,61483,61377,106,55058,6425,6319,106,135518,134156,1362,119395,16123,15556,567,197001,98253,83822,14431,98748,90631,8117
