ACSSF,2019m1,nc,000,0044,0000021,0,64,738,589,141,969,736,946,500,63,1091,1676,450,412,119,1083,1196,1378,1102,473,137,216,266,677,767,482,436,216,362,312,64,1615,937,1153,967,64,1386,1386,1190,518,872,216,1388,1388,1738,1348,1005,216,64,1091,1150,281,472,545,707,544,0,356,947,1684,903,1588,1660,1090,1868,1888,130,707,216,1687,1753,385,472,626,1103,627,216,114,713,216,1375,356,695,749,1198,1012,735,758,920,539,216,303,519,989,835,558,558,156,644,638,178,433,331,358,1537,3710,1185,1360,2214,1308,1440,583,1601,349,870,1636,503,1503,1045,2233,957,1017,1087,653,749,837,1522,536,216,614,687,0,356,947,1684,1660,1888,707,1687,626,1103,627,716,1375,356
ACSSF,2019m1,nc,000,0044,0000022,0,124,507,507,779,1020,927,969,684,124,1711,1885,578,524,480,991,1037,2265,1403,721,260,561,420,305,2094,492,502,163,1355,754,124,2073,2031,557,1706,124,1634,1634,930,1288,1648,216,1617,1617,1920,545,1606,216,124,1711,1543,419,579,1488,287,829,0,407,1728,1783,966,1767,1882,995,1701,1463,148,974,216,2721,2753,707,734,2005,1121,958,762,671,538,842,1575,407,137,315,1261,1024,726,814,826,959,233,442,27,1197,760,549,486,234,524,581,199,798,285,371,1361,2886,1789,2732,2386,1797,1301,167,1168,1021,1635,1112,1202,1226,1056,2180,1256,2651,1573,393,315,754,1500,162,62,1065,1057,0,407,1728,1783,1882,1504,974,2721,2005,1121,958,986,1695,407
ACSSF,2019m1,nc,000,0044,0000023,0,59,938,823,529,1031,664,758,233,60,1431,2272,1021,633,498,997,1037,1525,545,216,348,216,367,115,1398,161,488,250,685,563,505,2142,1177,614,1435,59,2232,2067,1260,838,1190,622,2232,2304,2426,451,722,519,505,1431,1609,213,661,826,386,876,0,1392,1600,2105,1252,2159,1831,1282,2062,2090,74,928,61,2709,2694,312,697,827,798,501,128,58,94,216,1106,1392,498,558,1232,875,834,706,784,327,93,113,37,1281,1075,850,791,326,687,673,213,581,262,1366,1840,4122,1832,2256,1724,925,1824,896,2218,1235,1829,851,620,1341,1107,2088,707,784,1314,456,558,1099,1376,865,216,676,312,0,1392,1600,2105,1831,2092,923,2709,827,798,501,172,1106,1392
ACSSF,2019m1,nc,000,0044,0000024,127,204,1349,1355,1138,1439,1400,1462,514,147,1981,2829,979,1096,761,1476,1911,2971,1457,527,445,210,624,626,2699,930,991,748,1454,1533,242,2952,1633,1123,2852,204,3215,3189,2356,473,2831,265,3255,3243,2914,1488,1671,499,242,1981,2368,1050,1181,1628,717,877,0,3139,2243,2308,1593,2520,2369,1862,2458,2488,161,985,337,3238,3777,1119,1523,2029,1150,1085,428,440,1190,629,2075,3139,526,695,1688,1069,855,854,1119,970,363,613,252,1525,1486,753,777,224,1172,1167,217,292,354,3128,2737,4985,1984,2904,3082,2436,2979,1670,2868,1372,2638,1881,1900,1082,2178,3188,1240,1327,2177,1315,695,1498,1893,507,252,1326,429,0,3139,2243,2308,2369,2525,994,3238,2029,1150,1085,1490,2199,3139
ACSSF,2019m1,nc,000,0044,0000025,405,402,1055,1103,996,1057,1392,1202,709,116,1591,2337,781,983,479,1204,1458,2291,1653,114,1339,352,501,442,1938,636,359,490,1593,1155,402,2547,1411,1605,1706,402,2848,2873,1991,821,2052,314,2945,2897,2719,1491,1661,321,402,1591,1945,555,1123,1261,840,574,0,491,1667,2094,1348,2391,2251,1363,2345,2603,115,1369,117,2903,3211,776,1192,1380,317,805,137,510,1102,222,984,491,637,686,1493,1149,939,1068,910,664,89,403,32,1425,1401,814,814,337,884,894,132,297,248,580,2010,5069,2709,2418,2247,935,851,828,1915,1981,1960,1284,526,964,1483,3556,1911,812,1853,664,686,1440,1760,792,216,983,212,0,491,1667,2094,2251,2610,1379,2903,1380,317,805,1187,1011,491
ACSSF,2019m1,nc,000,0044,0000026,398,386,1409,1409,1042,1762,1714,1537,443,34,1828,3493,1268,1332,644,2066,1650,3945,1821,465,560,295,1015,1057,3909,1026,1183,892,1485,1886,386,3502,2364,1252,2932,386,3530,3558,1670,644,3130,210,3515,3545,3744,1796,2846,307,386,1828,2346,1207,1084,1656,942,370,0,3212,2711,3453,1998,3571,3015,2626,3160,3288,572,2047,659,4082,4439,1377,1630,2229,1132,1225,1269,317,1748,216,2580,3212,1182,1298,2296,1278,1049,1130,1191,614,1230,682,293,1848,1824,866,869,121,1344,1333,294,226,474,3192,3279,6576,4107,3696,4052,3478,1762,2193,3289,3139,3099,2358,3002,2495,2610,4646,2590,1642,2950,1582,1298,1832,2132,417,150,1698,352,0,3212,2711,3453,3015,3315,2103,4082,2229,1132,1225,2072,2580,3212
ACSSF,2019m1,nc,000,0044,0000027,493,537,1729,1726,1199,2123,1477,2149,317,97,3931,4386,934,1186,1007,2109,2252,4138,2021,687,1286,259,967,737,3635,1131,1064,851,1682,2513,537,4078,1608,1967,3905,537,4846,4849,2701,870,4346,41,4836,4836,4739,2134,3976,216,537,3931,3920,1551,714,3005,2632,624,0,1499,2664,2957,2138,3069,3061,2058,3554,2816,299,1262,350,4912,5060,1961,1102,3527,3125,1897,647,576,1087,623,2572,1499,673,704,1684,1202,979,1097,1109,950,468,399,340,1670,1555,1003,898,701,1285,1321,325,623,217,1579,3175,5683,2689,3868,4568,3236,1384,1817,2200,1472,3202,2870,2359,915,2578,4889,1649,2216,3072,2168,704,1504,1853,970,118,1372,673,0,1499,2664,2957,3061,2845,1284,4912,3527,3125,1897,1439,2603,1499
ACSSF,2019m1,nc,000,0044,0000028,168,179,481,555,515,862,710,833,530,76,,,,,,,,,,,,,,,,,,,,,179,1801,1414,24,1213,179,1117,1117,869,324,712,216,1149,1149,1769,724,1769,216,179,703,1325,812,700,672,60,216,0,630,1244,1612,761,1773,1617,1004,1719,1661,91,1242,216,1657,1884,848,714,964,259,111,268,257,226,216,1257,630,,,,,,,,,,,,,,,,,,,,,,612,1270,3146,2204,1559,1559,1454,1131,176,1156,1415,1260,988,800,1109,1036,2369,1348,744,1187,834,313,788,1233,494,216,530,102,0,630,1244,1612,1617,1655,1242,1657,964,259,111,502,1257,630
ACSSF,2019m1,nc,000,0044,0000029,4,58,854,801,816,1315,1313,1327,604,58,1989,2808,988,631,719,1699,1683,2273,1821,410,361,131,804,940,2256,709,658,256,1151,1099,58,2688,1856,2024,2099,58,2414,2414,1543,957,1747,216,2413,2279,2677,1965,2129,583,58,1989,2191,350,1235,1633,649,969,0,1315,1578,1823,1341,2050,2166,1480,2156,2261,245,1483,355,3035,3206,379,1490,2000,865,849,467,519,1567,380,1783,1315,518,610,1457,1276,891,893,959,715,437,525,201,1506,1416,791,852,342,916,877,272,346,337,1310,2191,4551,2961,2330,3348,1713,1187,726,1858,1997,2162,1589,1544,1223,1530,3351,1729,1405,2024,813,610,1424,1658,596,41,1317,394,0,1315,1578,1823,2166,2299,1533,3035,2000,865,849,1739,1810,1315
ACSSF,2019m1,nc,000,0044,0000030,607,608,1793,1856,1105,2214,2351,2572,83,109,2308,5231,1630,1809,611,2632,2941,4797,2240,620,989,177,1454,923,4873,1809,1602,694,2143,2134,625,5216,2376,1988,4984,608,4710,4728,3560,1201,4465,109,4616,4624,4593,2229,3097,709,625,2308,3100,1262,1611,2039,1333,991,0,2254,3305,4303,2513,4792,4284,3316,4258,3742,309,2163,252,5338,5830,1459,1850,2291,1601,2004,611,673,1772,100,3307,2254,621,827,2579,1669,1280,1292,1434,1542,580,571,478,2315,2012,1094,898,628,1679,1692,362,1209,533,2232,3796,7347,4359,4605,4812,3894,2016,2474,2847,3080,3820,2397,2797,862,2802,5571,2267,2171,3256,2027,827,1921,2235,757,308,1989,1340,0,2254,3305,4303,4284,3734,2190,5338,2291,1601,2004,1939,3328,2254
