ACSSF,2019e1,nc,000,0178,0000125,109616,18913,21008,41821,27874,109616,3177,6931,27523,24247,10705,25007,12026,109314,9128,100186,69637
ACSSF,2019e1,nc,000,0178,0000126,83081,13950,18275,29330,21526,83081,2582,6943,27926,19251,11064,11135,4180,82554,7866,74688,59862
ACSSF,2019e1,nc,000,0178,0000127,94389,16950,19385,34462,23592,94389,4592,12959,31647,20542,10855,10564,3230,92358,8808,83550,50735
ACSSF,2019e1,nc,000,0178,0000128,106041,17944,20765,38985,28347,106041,3843,10614,37070,22989,13003,11704,6818,103073,14215,88858,47678
ACSSF,2019e1,nc,000,0178,0000129,101694,16978,28837,29934,25945,101694,1609,4194,22571,19594,10089,27483,16154,98744,12068,86676,55185
ACSSF,2019e1,nc,000,0178,0000130,100620,17666,21491,34064,27399,100620,2327,5907,28276,18570,11301,20322,13917,98073,7412,90661,58538
ACSSF,2019e1,nc,000,0178,0000131,90459,13264,18961,30943,27291,90459,2702,7534,26136,21836,9939,13858,8454,89085,9263,79822,52520
ACSSF,2019e1,nc,000,0178,0000132,91767,17491,15497,27721,31058,91767,2453,6290,26664,27035,9012,12119,8194,87559,13005,74554,45878
ACSSF,2019e1,nc,000,0178,0000133,120352,17006,23982,39042,40322,120352,2101,8091,29408,33197,12079,22399,13077,118162,9725,108437,62230
ACSSF,2019e1,nc,000,0178,0000134,106735,18529,18982,36873,32351,106735,3355,8728,35258,24154,12755,15673,6812,104376,15044,89332,46150
ACSSF,2019e1,nc,000,0178,0000135,105964,17885,24202,40103,23774,105964,3056,8290,35000,23139,14450,14796,7233,105228,12259,92969,59848
ACSSF,2019e1,nc,000,0178,0000136,118436,22619,24526,42268,29023,118436,3141,10004,35035,28037,15862,19044,7313,116030,14973,101057,53264
ACSSF,2019e1,nc,000,0178,0000137,113099,21575,24915,43368,23241,113099,2405,7264,32649,23994,10901,24756,11130,112154,7390,104764,70795
ACSSF,2019e1,nc,000,0178,0000138,82538,14562,18793,29863,19320,82538,3131,9349,27634,19770,8364,11345,2945,81915,8752,73163,56620
ACSSF,2019e1,nc,000,0178,0000139,85829,17558,20950,29323,17998,85829,2842,9025,23025,20918,6960,15955,7104,83819,8717,75102,56830
ACSSF,2019e1,nc,000,0178,0000140,87752,29516,25370,22767,10099,87752,1380,3789,15538,19254,6504,27019,14268,86150,9635,76515,63009
ACSSF,2019e1,nc,000,0178,0000141,89275,21797,23869,29073,14536,89275,3634,8485,20874,27595,8977,14792,4918,86495,11505,74990,43374
ACSSF,2019e1,nc,000,0178,0000142,79096,25722,18905,22551,11918,79096,2852,4591,17198,24480,11044,14307,4624,74405,8761,65644,46396
ACSSF,2019e1,nc,000,0178,0000143,111557,17103,28956,41295,24203,111557,1011,1486,11614,19547,7322,44799,25778,110918,3707,107211,103407
ACSSF,2019e1,nc,000,0178,0000144,80363,22680,22283,24683,10717,80363,2496,3174,12513,17423,5193,27078,12486,79514,9391,70123,61407
ACSSF,2019e1,nc,000,0178,0000145,114890,22123,33430,38425,20912,114890,1003,4152,16308,26768,11100,35787,19772,113158,5436,107722,90412
ACSSF,2019e1,nc,000,0178,0000146,96881,23071,26947,33105,13758,96881,1286,3837,19378,24297,10161,26296,11626,96562,8506,88056,71053
ACSSF,2019e1,nc,000,0178,0000147,94984,16122,29675,34399,14788,94984,3100,4357,13081,20631,8106,31118,14591,94659,4947,89712,89406
ACSSF,2019e1,nc,000,0178,0000148,115883,24338,30477,41186,19882,115883,2820,7718,31296,23895,11183,26912,12059,114653,6836,107817,73310
ACSSF,2019e1,nc,000,0178,0000149,85714,15690,20866,28689,20469,85714,1702,7843,26850,22016,9331,12214,5758,83713,7105,76608,64470
