ACSSF,2019e1,nc,000,0115,0000001,4937837,56376,49861,6515,378771,583235,123151,549711,251057,204380,46677,76749,317819,224259,93560,553277,341248,5810,206219,1124949,439648,685301,493144,96112,397032,236598,193000,1940010,21268,19549,1719,79944,162139,25967,65678,41805,21594,20211,47422,173879,143099,30780,321048,278553,4378,38117,761746,353769,407977,97200,35101,62099,57538,84376,835953,3239,3239,0,1827,13809,1324,21571,3911,2243,1668,2012,9409,2895,6514,106507,5932,59,100516,217478,37627,179851,302457,42136,260321,87536,64873,992998,2898,2399,499,18209,60392,57347,336287,53453,47730,5723,16077,123213,76626,46587,79514,45223,1069,33222,114183,30487,83696,69429,11444,57985,31836,30160,468079,23016,21361,1655,259353,43028,6403,24759,20358,10220,10138,9299,8191,984,7207,13655,4732,151,8772,12762,6857,5905,6464,4085,2379,33969,6822,700797,5955,3313,2642,19438,303867,32110,101416,131530,122593,8937,1939,3127,655,2472,32553,6808,153,25592,18780,10908,7872,17594,3346,14248,25719,6769
ACSSF,2019e1,nc,000,0115,0000002,3386740,16085,13125,2960,227237,363477,86955,376113,167079,137451,29628,59455,245426,178028,67398,419722,269218,4744,145760,783480,311307,472173,361803,69477,292326,160766,119142,1413654,5210,4262,948,50729,113834,19851,49312,31421,16144,15277,37558,142145,118883,23262,255256,223066,3751,28439,541112,255152,285960,69642,26634,43008,42400,55184,579866,849,849,0,1078,7245,741,14835,1668,1412,256,1802,7022,2544,4478,72721,3554,59,69108,147465,25759,121706,223469,29278,194191,62803,38168,686925,1479,1129,350,11852,39586,40990,231032,38204,34920,3284,12512,88490,55127,33363,58263,32969,865,24429,75965,20410,55555,50414,8092,42322,20251,17887,264509,6964,6188,776,153732,21403,3468,14206,11406,6201,5205,5964,5321,917,4404,8760,4096,69,4595,6479,3343,3136,4906,2797,2109,18365,3535,441786,1583,697,886,9846,181409,21905,66728,84380,78774,5606,1619,2448,557,1891,24722,5533,0,19189,12459,6643,5816,13372,2676,10696,16947,4368
ACSSF,2019e1,nc,000,0115,0000003,1551097,40291,36736,3555,151534,219758,36196,173598,83978,66929,17049,17294,72393,46231,26162,133555,72030,1066,60459,341469,128341,213128,131341,26635,104706,75832,73858,526356,16058,15287,771,29215,48305,6116,16366,10384,5450,4934,9864,31734,24216,7518,65792,55487,627,9678,220634,98617,122017,27558,8467,19091,15138,29192,256087,2390,2390,0,749,6564,583,6736,2243,831,1412,210,2387,351,2036,33786,2378,0,31408,70013,11868,58145,78988,12858,66130,24733,26705,306073,1419,1270,149,6357,20806,16357,105255,15249,12810,2439,3565,34723,21499,13224,21251,12254,204,8793,38218,10077,28141,19015,3352,15663,11585,12273,203570,16052,15173,879,105621,21625,2935,10553,8952,4019,4933,3335,2870,67,2803,4895,636,82,4177,6283,3514,2769,1558,1288,270,15604,3287,259011,4372,2616,1756,9592,122458,10205,34688,47150,43819,3331,320,679,98,581,7831,1275,153,6403,6321,4265,2056,4222,670,3552,8772,2401
ACSSF,2019e1,nc,000,0115,0000004,4695451,43920,38020,5900,354211,551654,119658,520119,237815,193281,44534,74889,308612,217635,90977,538573,334846,5711,198016,1067399,419695,647704,469516,91566,377950,225918,183167,1866434,16403,14739,1664,76576,156813,25438,63419,40490,20708,19782,46732,170828,140988,29840,316060,274391,4279,37390,724728,338070,386658,92693,33867,58826,55186,81068,789182,3001,3001,0,1584,12689,1258,20531,3715,2176,1539,2012,8557,2787,5770,101231,5767,59,95405,203695,35782,167913,286483,39437,247046,83568,60858,949701,2256,1783,473,17067,58248,56000,318443,51750,46414,5336,14972,118015,72221,45794,76779,43338,1069,32372,110008,29387,80621,66948,11012,55936,30748,28467,433643,17870,16489,1381,241395,39668,5976,23196,19190,9948,9242,9234,8085,984,7101,12964,4652,151,8161,11590,6602,4988,6377,3998,2379,31846,6252,656491,4390,2008,2382,17589,284236,30986,94530,122670,114035,8635,1939,3127,655,2472,31539,6698,153,24688,17378,9854,7524,17015,3252,13763,24570,6522
ACSSF,2019e1,nc,000,0115,0000005,4101465,30239,25804,4435,306738,463176,106955,452925,208419,170167,38252,69924,282490,202046,80444,494178,315416,5568,173194,926851,368101,558750,408644,78103,330541,197588,153338,1677866,12014,10533,1481,67858,142226,22614,56329,37370,19165,18205,43454,159224,133025,26199,297343,259405,4222,33716,639305,299219,340086,82686,30164,52522,47916,69527,672326,2392,2392,0,1530,10184,874,17870,3208,1895,1313,1967,7395,2356,5039,86869,5384,59,81426,167249,29364,137885,247415,31332,216083,75174,50199,838334,1511,1143,368,15335,49587,51067,281047,45907,41576,4331,14277,106184,65137,41047,70601,40151,1042,29408,95233,25284,69949,58221,9972,48249,25791,23573,365961,11876,10977,899,207212,32301,5026,18702,16660,9021,7639,8530,6876,917,5959,11782,4560,92,7130,9737,5440,4297,5404,3584,1820,27100,4755,546978,2446,759,1687,14803,228878,27374,78977,105274,98510,6764,1696,2811,611,2200,27583,5916,153,21514,15327,8794,6533,14918,3051,11867,21607,5284
ACSSF,2019e1,nc,000,0115,0000006,1769968,4772,3684,1088,108380,155087,47767,191239,91934,77786,14148,34152,143945,108908,35037,239740,158996,2561,78183,416842,170193,246649,199779,36671,163108,80714,55617,778979,1988,1599,389,22255,54866,11756,25597,16474,8330,8144,21936,89168,76428,12740,152534,133583,2192,16759,290489,137194,153295,41414,16696,24718,22162,28340,307009,278,278,0,870,4377,611,8403,1194,1194,0,1020,4017,1511,2506,37789,1409,59,36321,75543,15708,59835,122237,13597,108640,33247,17423,359528,380,246,134,5959,18690,22328,119155,24005,22113,1892,8331,46455,29754,16701,33636,18930,310,14396,39578,11992,27586,25594,4121,21473,8586,6831,122107,1700,1431,269,75383,7425,1662,6508,4864,2796,2068,2064,2854,821,2033,4564,2725,0,1839,4333,1775,2558,1832,797,1035,7719,1199,202345,426,130,296,3913,69729,11410,31576,45397,43353,2044,801,1451,394,1057,11217,2349,0,8868,6899,3524,3375,8702,1460,7242,9000,1824
ACSSF,2019e1,nc,000,0115,0000007,2331497,25467,22120,3347,198358,308089,59188,261686,116485,92381,24104,35772,138545,93138,45407,254438,156420,3007,95011,510009,197908,312101,208865,41432,167433,116874,97721,898887,10026,8934,1092,45603,87360,10858,30732,20896,10835,10061,21518,70056,56597,13459,144809,125822,2030,16957,348816,162025,186791,41272,13468,27804,25754,41187,365317,2114,2114,0,660,5807,263,9467,2014,701,1313,947,3378,845,2533,49080,3975,0,45105,91706,13656,78050,125178,17735,107443,41927,32776,478806,1131,897,234,9376,30897,28739,161892,21902,19463,2439,5946,59729,35383,24346,36965,21221,732,15012,55655,13292,42363,32627,5851,26776,17205,16742,243854,10176,9546,630,131829,24876,3364,12194,11796,6225,5571,6466,4022,96,3926,7218,1835,92,5291,5404,3665,1739,3572,2787,785,19381,3556,344633,2020,629,1391,10890,159149,15964,47401,59877,55157,4720,895,1360,217,1143,16366,3567,153,12646,8428,5270,3158,6216,1591,4625,12607,3460
ACSSF,2019e1,nc,000,0115,0000008,593986,13681,12216,1465,47473,88478,12703,67194,29396,23114,6282,4965,26122,15589,10533,44395,19430,143,24822,140548,51594,88954,60872,13463,47409,28330,29829,188568,4389,4206,183,8718,14587,2824,7090,3120,1543,1577,3278,11604,7963,3641,18717,14986,57,3674,85423,38851,46572,10007,3703,6304,7270,11541,116856,609,609,0,54,2505,384,2661,507,281,226,45,1162,431,731,14362,383,0,13979,36446,6418,30028,39068,8105,30963,8394,10659,111367,745,640,105,1732,8661,4933,37396,5843,4838,1005,695,11831,7084,4747,6178,3187,27,2964,14775,4103,10672,8727,1040,7687,4957,4894,67682,5994,5512,482,34183,7367,950,4494,2530,927,1603,704,1209,67,1142,1182,92,59,1031,1853,1162,691,973,414,559,4746,1497,109513,1944,1249,695,2786,55358,3612,15553,17396,15525,1871,243,316,44,272,3956,782,0,3174,2051,1060,991,2097,201,1896,2963,1238
ACSSF,2019e1,nc,000,0115,0000009,140789,2000,1818,182,9774,23578,3695,14145,3706,2932,774,1230,7116,4579,2537,11084,5379,27,5678,35621,13144,22477,14819,3682,11137,7397,6624,48441,547,547,0,1984,4286,725,1230,544,195,349,839,3242,2386,856,4776,3686,0,1090,23630,10254,13376,1686,875,811,2295,2657,27150,65,65,0,0,455,0,309,0,0,0,0,332,282,50,2669,197,0,2472,8098,1605,6493,10348,2409,7939,2490,2384,27430,132,132,0,241,2756,1501,8484,952,858,94,125,3542,1911,1631,2259,1496,27,736,3449,1177,2272,1968,398,1570,1210,811,11868,861,679,182,6799,1370,80,673,215,121,94,135,0,0,0,92,0,0,92,157,0,157,154,0,154,880,452,25900,395,395,0,750,14711,1389,3449,1995,1758,237,131,0,0,0,1288,0,0,1288,287,108,179,663,0,663,522,320
ACSSF,2019e1,nc,000,0115,0000010,453197,11681,10398,1283,37699,64900,9008,53049,25690,20182,5508,3735,19006,11010,7996,33311,14051,116,19144,104927,38450,66477,46053,9781,36272,20933,23205,140127,3842,3659,183,6734,10301,2099,5860,2576,1348,1228,2439,8362,5577,2785,13941,11300,57,2584,61793,28597,33196,8321,2828,5493,4975,8884,89706,544,544,0,54,2050,384,2352,507,281,226,45,830,149,681,11693,186,0,11507,28348,4813,23535,28720,5696,23024,5904,8275,83937,613,508,105,1491,5905,3432,28912,4891,3980,911,570,8289,5173,3116,3919,1691,0,2228,11326,2926,8400,6759,642,6117,3747,4083,55814,5133,4833,300,27384,5997,870,3821,2315,806,1509,569,1209,67,1142,1090,92,59,939,1696,1162,534,819,414,405,3866,1045,83613,1549,854,695,2036,40647,2223,12104,15401,13767,1634,112,316,44,272,2668,782,0,1886,1764,952,812,1434,201,1233,2441,918
