ACSSF,2019m1,nc,000,0071,0000001,22342,11139,6318,4567,1916,3286,3532,4508,8931,3603,3471,1665,1755,3026,1938,8827,7877,3197,4470,5238,3095,5422,4029,3602,1155,1938,2375,2426,3544,1725,1531,679,809,1079,790,3383,3035,1115,1399,2639,1289,6800,5261,3919,1577,2156,2815,3606,4878,2491,2055,945,846,1745,1250,4296,3668,1205,1325,3330,1892,20917,19278,13206,5144,4945,11985,13523,10957,6202,4800,2178,1934,4019,4402,8855,6423,2720,2296,5589,6516,22342,9734,4651,3589,2930,2335,832,8570,2795,1565,2168,1511,210,8159,3254,4887,4141,1623,21181,20795,15020,11858,6400,1754,11334,7838,5394,5195,1780,349,10142,7570,6955,3070,413,22342,11139,6318,8931,3603,8827,5422,4029,3544,1725,3383,6800,5261,4878,2491,4296,20917,19278,10957,6202,8855,22342,9734,4651,3589,3681,8570,2795,1565,2734,8159,3254,6957,21181,20795,15020,13090,11334,7838,5394,5458,10142,7570,7065
ACSSF,2019m1,nc,000,0071,0000002,19166,8852,4574,3653,1351,2725,2848,3055,7619,2986,2875,1346,1598,2281,1552,7619,6707,2467,3752,4502,2772,4370,3256,2879,870,1526,2123,1684,3150,1382,1193,320,706,978,766,2872,2811,724,1244,2563,1070,6071,4093,3159,1274,1978,1841,2482,4550,2158,1594,779,713,1281,1294,3849,3460,999,1261,3100,1705,17486,15401,11272,4427,4518,9168,11927,9524,5221,3965,1894,1517,3353,3596,8031,5554,2451,2042,5168,5895,19166,7858,3589,2373,2261,1962,666,6725,2282,1175,1935,1064,144,6622,2866,4244,3648,1349,17592,16568,13416,10099,4994,1631,10382,6144,4468,4252,1502,309,9165,7146,6104,2855,328,19166,8852,4574,7619,2986,7619,4370,3256,3150,1382,2872,6071,4093,4550,2158,3849,17486,15401,9524,5221,8031,19166,7858,3589,2373,3021,6725,2282,1175,2267,6622,2866,5634,17592,16568,13416,10813,10382,6144,4468,4660,9165,7146,6072
ACSSF,2019m1,nc,000,0071,0000003,12720,6025,3739,2541,1203,1819,2062,2876,4701,2430,2086,983,937,1645,1092,4240,3810,1725,2212,2782,1907,3066,2470,1796,752,979,1144,1897,2089,1015,840,572,307,464,480,1905,1702,783,587,1361,635,4493,3341,2398,1018,854,2000,2428,2688,1286,1079,553,490,937,629,2305,1828,615,477,1567,1107,11617,11015,7579,3388,3137,6121,7896,5917,3305,2543,1020,1066,2033,2349,4596,3098,893,1132,2834,3655,12720,5471,3080,2493,1891,1288,414,4304,2090,1079,1365,779,153,3784,1783,3106,1820,780,12899,11840,8785,6446,3535,1044,6331,3952,2590,2652,948,155,5222,3944,3542,1338,242,12720,6025,3739,4701,2430,4240,3066,2470,2089,1015,1905,4493,3341,2688,1286,2305,11617,11015,5917,3305,4596,12720,5471,3080,2493,2040,4304,2090,1079,1627,3784,1783,3701,12899,11840,8785,7395,6331,3952,2590,2790,5222,3944,3782
ACSSF,2019m1,nc,000,0071,0000004,20873,10886,6139,4502,1849,3226,3521,4167,8499,3439,3434,1655,1778,3002,1821,8409,7688,3170,4238,5053,2983,5224,3840,3508,1148,1771,2423,2253,3415,1692,1475,668,755,1061,789,3293,3074,1117,1366,2724,1283,6495,5171,3849,1478,2126,2690,3435,4755,2405,2004,944,842,1666,1204,4167,3593,1216,1327,3199,1845,19894,18464,12686,5091,4860,11478,13413,10936,6280,4749,2096,1812,4026,4315,8707,6572,2734,2315,5778,6052,20873,9265,4533,3242,2864,2226,832,8000,2688,1388,2147,1459,210,7716,3238,4882,3873,1623,19770,20158,15183,11567,6222,1800,11307,7775,5459,5110,1732,309,9950,7440,6646,3011,413,20873,10886,6139,8499,3439,8409,5224,3840,3415,1692,3293,6495,5171,4755,2405,4167,19894,18464,10936,6280,8707,20873,9265,4533,3242,3659,8000,2688,1388,2705,7716,3238,6641,19770,20158,15183,12747,11307,7775,5459,5410,9950,7440,6787
ACSSF,2019m1,nc,000,0071,0000005,18264,9391,5594,4054,1522,3077,3139,3831,7881,3198,3156,1419,1632,2668,1499,7896,6789,2847,3885,4808,2982,4748,3391,3174,1005,1709,2332,2013,3412,1580,1377,420,756,1075,750,3224,3097,1074,1280,2753,1150,5360,4409,3394,1549,1998,2277,3176,4274,2241,1863,944,763,1570,1095,3782,3337,1129,1319,2984,1656,17576,17161,11890,4873,4644,10698,12957,9564,5947,4456,2063,1672,3794,3969,8032,5937,2573,2224,5536,5639,18264,7791,3910,3083,2531,2161,752,7112,2515,1328,2042,1375,144,6874,3002,4378,3222,1492,17741,18315,15003,10912,5919,1664,9888,7332,4946,4868,1540,166,9438,7157,6234,2895,413,18264,9391,5594,7881,3198,7896,4748,3391,3412,1580,3224,5360,4409,4274,2241,3782,17576,17161,9564,5947,8032,18264,7791,3910,3083,3186,7112,2515,1328,2603,6874,3002,5721,17741,18315,15003,11694,9888,7332,4946,5131,9438,7157,6397
ACSSF,2019m1,nc,000,0071,0000006,9955,6052,3152,2572,924,1880,1911,1999,5363,2298,2356,1013,708,1822,924,5205,4673,1852,2702,3492,1680,3269,2321,2184,825,1216,1513,1029,2768,995,889,260,569,692,377,2530,2487,629,1193,2354,764,4226,2625,2060,944,1272,1410,2012,3078,1554,1229,317,666,994,881,2886,2495,639,965,2190,1193,9747,8863,7097,3512,3606,6458,6663,5864,3714,2673,1662,1090,1989,2380,5250,4346,1696,1294,4110,3933,9955,5135,2487,1557,1211,1531,593,4472,1942,674,1370,1024,144,4358,1798,3221,2290,1230,10070,9603,7518,6711,3364,1362,7229,4584,2828,3298,1153,105,6719,5256,5058,1886,252,9955,6052,3152,5363,2298,5205,3269,2321,2768,995,2530,4226,2625,3078,1554,2886,9747,8863,5864,3714,5250,9955,5135,2487,1557,2071,4472,1942,674,1910,4358,1798,3892,10070,9603,7518,6969,7229,4584,2828,3739,6719,5256,5115
ACSSF,2019m1,nc,000,0071,0000007,13642,7820,4979,3537,1331,2446,2623,3185,5941,2404,2015,861,1327,1751,1233,5843,5177,2116,2896,3679,2377,3536,2625,2313,638,1072,1846,1666,2398,1254,1059,297,453,821,612,2137,1885,803,361,1551,794,4603,3735,2877,1382,1500,1941,2509,3330,1538,1383,869,315,1077,735,3035,2704,963,777,2356,1314,14256,13995,9181,4080,3668,8048,9929,7402,4801,3593,1339,1189,2961,3093,5828,3795,1670,1731,3391,4437,13642,6576,3710,2466,2196,1857,409,5202,1855,1247,1457,610,216,5049,2272,3098,2592,701,14029,14786,11472,8615,4290,1051,8120,5666,3866,3397,965,136,7412,5217,4547,2231,300,13642,7820,4979,5941,2404,5843,3536,2625,2398,1254,2137,4603,3735,3330,1538,3035,14256,13995,7402,4801,5828,13642,6576,3710,2466,2867,5202,1855,1247,1584,5049,2272,4233,14029,14786,11472,9370,8120,5666,3866,3442,7412,5217,5148
ACSSF,2019m1,nc,000,0071,0000008,7168,4240,2395,1922,946,1073,1540,1431,3510,1721,1598,785,713,1231,705,3454,3335,1009,2444,2150,1128,1589,1247,954,470,417,766,739,1217,552,449,481,105,159,273,1116,866,416,435,726,554,2637,2010,1432,437,388,1304,1395,1583,805,669,216,424,543,365,1235,992,490,114,853,816,5972,5678,3636,1566,1674,3116,5001,3710,2256,1409,484,678,1185,1605,3144,2052,825,452,1842,2577,7168,4241,2017,1168,1154,794,229,3233,1343,515,1137,411,153,3036,1213,2103,1945,642,6885,6551,5399,3581,1789,643,4441,2757,1845,1669,842,250,3697,2954,2308,866,216,7168,4240,2395,3510,1721,3454,1589,1247,1217,552,1116,2637,2010,1583,805,1235,5972,5678,3710,2256,3144,7168,4241,2017,1168,1551,3233,1343,515,1221,3036,1213,3017,6885,6551,5399,4019,4441,2757,1845,1721,3697,2954,2313
ACSSF,2019m1,nc,000,0071,0000009,4378,2127,1202,921,229,452,705,668,2007,682,510,168,332,349,483,1954,2093,720,1572,1432,768,931,787,588,216,67,584,436,484,69,52,216,216,52,45,475,429,266,255,251,186,1065,630,380,183,69,318,426,792,432,412,216,259,325,156,676,554,67,51,559,518,3595,3115,1764,913,866,1414,2546,1712,991,577,104,212,548,811,1656,1092,187,200,1064,1400,4378,2092,1010,720,547,195,216,1941,554,353,337,282,216,1918,590,1405,1346,126,3910,3227,2620,1665,1120,187,2226,1130,858,499,124,250,2164,1753,1358,367,216,4378,2127,1202,2007,682,1954,931,787,484,69,475,1065,630,792,432,676,3595,3115,1712,991,1656,4378,2092,1010,720,596,1941,554,353,454,1918,590,1940,3910,3227,2620,1842,2226,1130,858,565,2164,1753,1382
ACSSF,2019m1,nc,000,0071,0000010,6363,3576,2215,1880,916,946,1560,1327,2957,1552,1517,788,609,1169,444,2543,2318,911,1649,1384,884,1524,1071,739,470,421,468,719,1247,558,452,481,105,144,271,1137,884,315,382,717,549,2238,1792,1323,390,388,1235,1295,1391,628,528,216,339,414,306,1157,934,486,106,776,618,5477,5327,3130,1299,1336,2633,4546,3547,2027,1339,464,718,1101,1376,2723,1792,861,390,1539,2094,6363,3313,1774,900,1154,765,229,2634,1183,364,1084,284,153,2223,1011,1529,1130,618,6108,5988,5012,3090,1517,604,4224,2531,1659,1588,804,216,3179,2432,1913,762,216,6363,3576,2215,2957,1552,2543,1524,1071,1247,558,1137,2238,1792,1391,628,1157,5477,5327,3547,2027,2723,6363,3313,1774,900,1493,2634,1183,364,1110,2223,1011,2000,6108,5988,5012,3569,4224,2531,1659,1737,3179,2432,2033
ACSSF,2019m1,nc,000,0071,0000011,5074,2867,1830,1294,384,932,760,1204,1983,914,732,345,414,482,554,2035,1911,874,1147,1261,871,1712,1251,695,177,500,431,959,1199,348,259,149,214,97,295,1138,947,99,354,776,481,1921,1428,1042,445,478,742,891,1064,515,397,67,134,406,332,1058,752,174,167,706,491,4079,3538,2374,1092,969,2170,2875,2071,1342,1068,438,472,776,1016,1738,983,141,286,1022,1401,5074,2198,1314,978,695,526,102,1835,675,566,393,234,216,1885,933,1322,927,16,4547,3906,3273,2278,1323,548,2468,1473,1074,1105,262,155,2141,1769,1306,371,216,5074,2867,1830,1983,914,2035,1712,1251,1199,348,1138,1921,1428,1064,515,1058,4079,3538,2071,1342,1738,5074,2198,1314,978,888,1835,675,566,404,1885,933,1604,4547,3906,3273,2610,2468,1473,1074,1188,2141,1769,1403
ACSSF,2019m1,nc,000,0071,0000012,9628,5193,2972,2379,1031,1539,1748,2049,4328,2021,1712,868,837,1305,903,4470,4211,1300,2749,2534,1461,2381,1725,1162,518,596,874,1213,1936,695,525,496,239,187,416,1785,1475,413,563,1222,689,3684,2655,1894,629,601,1591,1677,2159,1086,849,67,446,684,508,1769,1358,533,186,1202,971,7938,6733,4733,1922,2123,4096,5531,4192,2404,1776,630,889,1506,1850,3673,2373,787,544,2192,3160,9628,4621,2231,1595,1365,987,238,3903,1520,726,1203,497,153,3725,1479,2525,2290,642,8834,7739,6375,4570,2169,834,5207,3026,2045,1959,956,301,4555,3375,2862,968,216,9628,5193,2972,4328,2021,4470,2381,1725,1936,695,1785,3684,2655,2159,1086,1769,7938,6733,4192,2404,3673,9628,4621,2231,1595,1791,3903,1520,726,1280,3725,1479,3641,8834,7739,6375,4997,5207,3026,2045,2085,4555,3375,2967
ACSSF,2019m1,nc,000,0071,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2466,1484,555,235,347,390,216,1407,400,141,132,354,216,1359,583,874,648,216,2295,1878,1543,1458,619,216,1414,1051,430,664,623,216,1067,684,856,216,216,2466,1752,841,1512,434,1472,471,425,264,116,231,935,729,663,637,250,1960,1782,968,767,706,2466,1484,555,235,513,1407,400,141,384,1359,583,1140,2295,1878,1543,1415,1414,1051,430,930,1067,684,856
ACSSF,2019m1,nc,000,0071,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2318,1060,851,554,111,548,251,200,118,67,95,783,716,320,216,320,1994,1879,791,554,683,2318,927,735,494,699,506,111,111,216,498,147,479,2158,2047,1510,1225,849,556,458,346,813,542,529
ACSSF,2019m1,nc,000,0071,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3718,1465,1016,1193,598,1087,804,666,585,82,588,1090,993,373,121,351,3331,3109,1421,954,979,3718,1396,919,591,721,1020,163,68,146,987,624,889,3780,3315,2453,2453,1734,1140,812,739,1273,766,1012
ACSSF,2019m1,nc,000,0071,0000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784,1341,874,1178,958,765,280,280,216,216,216,659,544,362,226,282,1648,1673,983,707,743,1784,1255,753,341,632,1101,958,263,886,670,196,647,1687,1728,1396,1209,1187,766,789,187,986,819,481
ACSSF,2019m1,nc,000,0071,0000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2515,1065,382,309,184,83,216,1004,216,216,216,216,216,1004,423,810,439,153,2618,2664,2044,1826,1009,195,1864,729,592,419,89,216,1794,1002,1190,1470,133,2515,1216,758,1013,175,993,428,318,234,216,234,1767,650,1582,116,1571,2559,2450,1611,698,1439,2515,1065,382,309,199,1004,216,216,216,1004,423,983,2618,2664,2044,1983,1864,729,592,427,1794,1002,1669
ACSSF,2019m1,nc,000,0071,0000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2154,1032,670,839,278,768,427,194,368,357,73,735,421,579,280,465,2005,1658,1047,587,839,2154,738,283,149,266,638,198,198,216,613,513,249,2014,1714,1341,951,1193,779,553,579,939,950,482
ACSSF,2019m1,nc,000,0071,0000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1513,522,346,372,269,240,156,134,67,216,67,545,361,448,256,353,1370,1317,500,241,485,1513,464,303,218,164,336,259,216,259,219,47,214,1437,1382,1166,741,674,359,263,244,608,499,336
ACSSF,2019m1,nc,000,0071,0000020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2096,1359,827,1220,425,1149,722,636,378,85,372,771,498,758,532,518,2421,2294,1530,1142,1231,2096,1281,786,532,524,1113,207,207,216,1124,609,909,2246,2261,1978,1484,1804,1284,750,951,1470,1281,794
ACSSF,2019m1,nc,000,0071,0000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1712,959,754,552,216,552,348,118,298,298,216,434,377,233,216,233,1885,1685,1419,550,1337,1712,743,479,129,478,541,216,216,216,541,64,540,1664,1730,1496,1070,1435,622,510,343,1357,353,1300
ACSSF,2019m1,nc,000,0071,0000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958,1067,434,251,337,126,216,977,538,269,465,216,216,887,326,544,752,278,1826,1408,1210,865,446,21,1117,721,525,446,71,216,807,634,385,216,216,1958,1150,528,1068,722,910,429,288,442,57,439,554,488,275,275,55,1556,1332,802,489,573,1958,1067,434,251,354,977,538,269,465,887,326,855,1826,1408,1210,912,1117,721,525,447,807,634,385
ACSSF,2019m1,nc,000,0071,0000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035,1216,1027,1019,622,721,762,471,661,16,661,672,429,457,336,325,1896,1817,712,419,684,2035,1124,989,365,896,857,594,192,579,649,410,486,1988,1935,1753,1219,1161,553,470,336,1020,570,856
ACSSF,2019m1,nc,000,0071,0000024,2849,1926,1100,753,392,430,520,825,1278,577,441,233,258,325,478,1113,1017,414,584,891,524,785,601,516,396,283,269,316,570,297,284,98,216,255,91,486,379,149,155,312,296,1376,904,728,396,262,492,629,874,338,217,216,199,95,252,742,707,224,250,580,308,2553,2406,1906,872,742,1507,1691,1635,688,564,314,112,501,502,1333,815,404,265,808,948,2849,1459,942,723,396,390,172,1081,400,301,272,167,216,1022,526,643,562,278,2624,2322,1949,1845,713,230,1935,890,699,638,311,216,1598,1159,1097,476,216,2849,1926,1100,1278,577,1113,785,601,570,297,486,1376,904,874,338,742,2553,2406,1635,688,1333,2849,1459,942,723,601,1081,400,301,339,1022,526,853,2624,2322,1949,1775,1935,890,699,750,1598,1159,1146
ACSSF,2019m1,nc,000,0071,0000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2252,1976,1331,1409,660,1308,836,657,534,178,511,1003,899,645,562,319,2233,2222,1189,911,892,2252,1917,1152,563,953,1384,658,416,507,1270,697,1093,2265,2478,2092,1517,1501,1127,735,690,1126,706,924
