ACSSF,2019m1,nc,000,0060,0000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862,2226,1487,928,1004,244,1703,1609,578,216,3031,2283,2308,440,154,1927,1910,333,222,3334,3096,3090,455,250,1657,1653,40,156,2209,1892,1754,742,339,999,978,369,216
ACSSF,2019m1,nc,000,0060,0000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,1734,1272,1223,335,216,1439,1291,307,216,1928,1423,1422,16,80,1512,1442,474,110,2169,1740,1666,589,237,1325,1330,60,163,1716,1352,1364,208,226,1134,1068,404,30
ACSSF,2019m1,nc,000,0060,0000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0060,0000049,970,1817,1435,979,1044,88,216,98,1224,961,688,315,184,126,2959,2436,2007,822,862,119,75,1782,1773,297,383,216,216,3122,2616,2394,708,426,216,155,1705,1636,332,360,216,209,3330,2984,2553,778,1309,541,241,1702,1512,254,426,137,311,970,1817,1435,979,1044,131,1224,961,688,399,2959,2436,2007,822,863,1782,1773,297,383,3122,2616,2394,708,452,1705,1636,332,417,3330,2984,2553,778,1311,1702,1512,254,544
ACSSF,2019m1,nc,000,0060,0000050,278,4481,3457,2632,2164,698,839,320,3064,2331,1726,450,694,163,7028,5456,4291,2861,831,654,2088,3927,3630,837,1205,697,557,7354,5854,6139,2421,1476,1041,949,4592,4470,965,822,520,325,8364,7961,7339,1920,2569,2358,2430,4409,3879,1025,1152,1334,683,278,4481,3457,2632,2164,1118,3064,2331,1726,869,7028,5456,4291,2861,2409,3927,3630,837,1531,7354,5854,6139,2421,1965,4592,4470,965,1015,8364,7961,7339,1920,3626,4409,3879,1025,1928
ACSSF,2019m1,nc,000,0060,0000051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954,1844,1180,735,607,571,1390,1232,534,150,2300,1914,1856,371,130,1871,1849,79,155,2629,2159,2166,569,242,1742,1694,326,13,1878,1747,1694,253,757,969,919,224,210
ACSSF,2019m1,nc,000,0060,0000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0060,0000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019m1,nc,000,0060,0000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2344,2155,896,450,790,181,1641,1121,546,1199,1954,1463,1408,376,409,1611,1611,216,216,2532,2155,2037,421,570,1174,1174,216,216,2718,2486,2331,627,764,1193,1166,125,193
ACSSF,2019m1,nc,000,0060,0000055,2943,1169,1057,421,918,262,261,73,575,317,81,376,237,216,2599,2337,1199,1210,572,305,1670,1057,952,331,251,277,216,2704,2242,1998,878,300,174,191,1434,1238,150,588,385,71,3559,3423,3234,588,1787,1469,627,2254,1878,306,922,824,268,2943,1169,1057,421,918,346,575,317,81,456,2599,2337,1199,1210,1815,1057,952,331,356,2704,2242,1998,878,406,1434,1238,150,725,3559,3423,3234,588,1903,2254,1878,306,1182
ACSSF,2019m1,nc,000,0060,0000056,4077,5081,4125,2698,3010,531,1224,566,2510,1708,1379,782,823,673,7349,5887,4118,2852,1497,661,493,3408,3082,1029,510,697,413,8293,6796,6688,1467,1257,803,542,4236,4067,1034,515,821,226,8988,8147,7030,1602,2362,2136,1116,3836,3491,563,798,847,851,4077,5081,4125,2698,3010,1395,2510,1708,1379,1325,7349,5887,4118,2852,1712,3408,3082,1029,970,8293,6796,6688,1467,1419,4236,4067,1034,1032,8988,8147,7030,1602,3147,3836,3491,563,1536
ACSSF,2019m1,nc,000,0060,0000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2618,1549,1128,919,897,216,1097,939,341,418,2229,1906,1835,125,415,1203,1212,165,153,2264,1975,1851,472,578,1016,1012,180,180,2691,2378,2112,657,882,1499,1204,239,566
ACSSF,2019m1,nc,000,0060,0000058,2418,2920,2100,1785,1258,292,286,309,1799,1526,941,44,605,622,3897,3450,3134,829,306,610,538,2265,2339,625,147,216,325,3851,3306,3180,1182,230,174,441,2135,1921,118,236,216,379,5516,4586,4235,990,930,896,715,2293,2156,324,546,543,393,2418,2920,2100,1785,1258,471,1799,1526,941,941,3897,3450,3134,829,829,2265,2339,625,359,3851,3306,3180,1182,529,2135,1921,118,440,5516,4586,4235,990,1328,2293,2156,324,796
