ACSSF,2019e1,nc,000,0086,0000001,5902123,2866116,1474897,300,1474597,3237,2535,8855,5812,17458,11160,27185,24754,56744,41049,88953,103059,99512,116755,78819,97782,134778,104781,169176,282193,1391219,851816,539403,85359,57630,48563,32815,51320,20612,30589,16988,22845,13413,27680,21564,13193,14475,10504,10355,12600,8461,14341,26096,3036007,1055879,129,1055750,2456,1755,7298,8872,18258,12448,25060,20434,51499,35613,81858,102144,88760,94291,69204,81365,95957,63622,90438,104418,1980128,1269965,710163,110598,80378,68949,50721,73813,30486,45774,21577,37816,13463,31924,28176,18858,18858,12843,16832,18300,8369,9635,12793,1790568,816326,352746,0,352746,913,579,3198,2917,10159,4668,12962,5940,25984,13205,37843,34834,31416,35181,21496,22873,29044,17769,18936,22829,463580,292587,170993,32662,23238,15885,9818,16639,6621,15796,5079,8700,3724,8140,5314,5490,2699,1189,2358,2276,1946,1882,1537,974242,408133,0,408133,379,657,5894,3465,14553,8114,16446,12871,24506,18971,44325,46113,42383,34739,30349,23974,24256,16927,20817,18394,566109,342567,223542,41597,28889,24764,16576,26679,10785,13815,7849,10401,5867,11732,7393,4998,1886,1727,2856,1798,1147,1745,1038
ACSSF,2019e1,nc,000,0086,0000002,3661071,1766696,933596,81,933515,1806,1389,4388,3306,11276,5957,14851,17094,37101,27931,53745,57019,58314,68981,48632,57592,77451,64700,110823,211159,833100,481978,351122,58075,38477,30818,20478,32209,12371,18406,11008,16164,8547,17595,12806,8328,8810,6916,7421,8319,6005,9800,18569,1894375,673779,81,673698,1633,1018,3849,6075,10931,7689,14289,11118,31117,18205,46440,60913,51605,58603,45020,53348,63999,45603,63562,78681,1220596,749750,470846,71146,54194,46560,32756,46020,19210,28476,15671,24722,9423,21513,18687,13658,12425,8698,10714,12149,6495,8115,10214,1403594,630504,283114,0,283114,293,438,2797,1918,8536,3556,10658,4634,21912,11380,29021,28141,25882,29569,16364,18728,22948,14775,13936,17628,347390,211674,135716,24746,17962,12896,7582,12868,5796,12458,4440,7060,3244,6187,4285,4344,2649,952,1867,2056,1364,1689,1271,773090,330542,0,330542,379,604,4294,2485,12330,6852,12797,10402,18254,14802,36195,36973,32906,28800,23801,20273,19498,14665,17758,16474,442548,256295,186253,33900,25036,20364,14258,22166,8437,11156,6749,9042,4904,9517,6128,4351,1237,1388,2769,1503,890,1617,841
ACSSF,2019e1,nc,000,0086,0000003,2241052,1099420,541301,219,541082,1431,1146,4467,2506,6182,5203,12334,7660,19643,13118,35208,46040,41198,47774,30187,40190,57327,40081,58353,71034,558119,369838,188281,27284,19153,17745,12337,19111,8241,12183,5980,6681,4866,10085,8758,4865,5665,3588,2934,4281,2456,4541,7527,1141632,382100,48,382052,823,737,3449,2797,7327,4759,10771,9316,20382,17408,35418,41231,37155,35688,24184,28017,31958,18019,26876,25737,759532,520215,239317,39452,26184,22389,17965,27793,11276,17298,5906,13094,4040,10411,9489,5200,6433,4145,6118,6151,1874,1520,2579,386974,185822,69632,0,69632,620,141,401,999,1623,1112,2304,1306,4072,1825,8822,6693,5534,5612,5132,4145,6096,2994,5000,5201,116190,80913,35277,7916,5276,2989,2236,3771,825,3338,639,1640,480,1953,1029,1146,50,237,491,220,582,193,266,201152,77591,0,77591,0,53,1600,980,2223,1262,3649,2469,6252,4169,8130,9140,9477,5939,6548,3701,4758,2262,3059,1920,123561,86272,37289,7697,3853,4400,2318,4513,2348,2659,1100,1359,963,2215,1265,647,649,339,87,295,257,128,197
ACSSF,2019e1,nc,000,0086,0000004,5553730,2695463,1402185,300,1401885,3139,2353,8388,5475,16624,10088,25778,23065,52919,38713,83389,96651,91882,108248,75759,91701,126990,100580,164262,275881,1293278,781678,511600,80553,54663,45220,30975,47885,19464,28934,16523,22453,12794,26798,19887,12472,13592,10159,9992,12237,8172,13978,24849,2858267,1001147,129,1001018,2246,1614,6461,8666,17630,10979,22413,18588,48219,33050,74405,95177,83644,89939,66458,78969,91022,61791,87593,102154,1857120,1181202,675918,104621,76347,65380,47234,69482,29476,44305,21008,35420,12385,31078,26993,18137,18059,12372,15599,18035,8085,9376,12526,1673048,758530,335577,0,335577,913,498,3070,2604,9545,4302,12894,5516,25259,12687,36008,32889,29842,33937,20026,22041,27270,16375,17846,22055,422953,261780,161173,29674,21426,14743,9501,15879,6342,15247,4839,8256,3724,7426,5167,5262,2690,1171,2333,2144,1946,1866,1537,914518,387784,0,387784,379,657,5531,3360,13613,7760,15398,11284,22032,18004,41499,43518,38463,34100,29992,23478,23683,16830,20159,18044,526734,313762,212972,40230,27426,22936,15730,25751,9635,12663,7406,10013,5857,11108,7300,4969,1818,1687,2843,1798,1147,1745,910
ACSSF,2019e1,nc,000,0086,0000005,4745342,2307546,1227116,162,1226954,2509,1622,6594,3934,13913,7787,22044,20535,46637,33618,69380,82969,76461,93544,64695,79159,109717,88755,146636,256445,1080430,645963,434467,67080,46671,38538,25389,40122,15787,24778,14508,19462,10524,22398,17513,10340,11383,8281,9260,10732,7299,12370,22032,2437796,870964,129,870835,2063,1097,5052,7035,14915,9692,18538,15460,42132,27385,61093,81128,70965,75029,56160,70540,80481,55664,79973,96433,1566832,985632,581200,86180,64209,55344,42750,58260,25087,37328,19172,30242,10863,26713,23826,16031,16555,10328,14255,15914,7518,8654,11971,1451984,656561,299191,0,299191,755,468,2508,2213,7999,3777,11752,4859,21230,11722,31279,28651,26593,30526,18706,20082,24753,15009,15631,20678,357370,215705,141665,25189,18566,12866,7769,13201,6077,13905,4461,7181,3502,6463,4963,4872,2649,1131,2205,1852,1741,1705,1367,795423,345414,0,345414,356,593,4152,2484,11662,7089,12694,9895,17543,16577,36293,39296,34790,30743,25744,21456,21824,16292,18187,17744,450009,260514,189495,35998,24460,19561,14521,22875,8545,10864,6244,9579,4795,9700,6923,4627,1290,1570,2674,1622,1147,1692,808
ACSSF,2019e1,nc,000,0086,0000006,1583550,764341,426414,44,426370,738,475,1829,1206,5097,2965,6149,8515,17931,14312,22257,25225,25559,30194,21481,26351,30964,27248,51004,106870,337927,180625,157302,24298,15263,15674,8101,14244,4734,7953,4994,7556,3716,7771,6503,3320,4345,3999,3561,3959,2788,5165,9358,819209,308410,81,308329,851,609,2340,2139,5592,3015,5152,4435,12673,8103,17390,25072,20627,23655,20025,25358,29111,24551,31983,45648,510799,297853,212946,29725,23585,20731,15930,20860,9566,13259,6624,11495,4504,10104,7681,5436,5427,4256,3694,5623,3337,4931,6178,893496,396773,185853,0,185853,113,366,1593,1507,4935,2025,6772,3268,11535,8226,20140,19522,19540,19458,10471,11806,15824,9653,8929,10170,210920,121629,89291,14593,12041,8972,4997,7816,5164,8149,2216,5725,2440,4013,3174,2969,1691,681,1350,835,887,1009,569,496723,221598,0,221598,248,181,2480,1166,8090,4299,8191,7547,11115,9907,24400,26617,22629,18007,16098,13866,14035,10221,11094,11407,275125,152745,122380,23752,16225,12407,11256,14216,5784,4996,4191,6790,3045,5980,4232,1814,948,954,1771,1379,817,1295,528
ACSSF,2019e1,nc,000,0086,0000007,3161792,1543205,800702,118,800584,1771,1147,4765,2728,8816,4822,15895,12020,28706,19306,47123,57744,50902,63350,43214,52808,78753,61507,95632,149575,742503,465338,277165,42782,31408,22864,17288,25878,11053,16825,9514,11906,6808,14627,11010,7020,7038,4282,5699,6773,4511,7205,12674,1618587,562554,48,562506,1212,488,2712,4896,9323,6677,13386,11025,29459,19282,43703,56056,50338,51374,36135,45182,51370,31113,47990,50785,1056033,687779,368254,56455,40624,34613,26820,37400,15521,24069,12548,18747,6359,16609,16145,10595,11128,6072,10561,10291,4181,3723,5793,558488,259788,113338,0,113338,642,102,915,706,3064,1752,4980,1591,9695,3496,11139,9129,7053,11068,8235,8276,8929,5356,6702,10508,146450,94076,52374,10596,6525,3894,2772,5385,913,5756,2245,1456,1062,2450,1789,1903,958,450,855,1017,854,696,798,298700,123816,0,123816,108,412,1672,1318,3572,2790,4503,2348,6428,6670,11893,12679,12161,12736,9646,7590,7789,6071,7093,6337,174884,107769,67115,12246,8235,7154,3265,8659,2761,5868,2053,2789,1750,3720,2691,2813,342,616,903,243,330,397,280
ACSSF,2019e1,nc,000,0086,0000008,808388,387917,175069,138,174931,630,731,1794,1541,2711,2301,3734,2530,6282,5095,14009,13682,15421,14704,11064,12542,17273,11825,17626,19436,212848,135715,77133,13473,7992,6682,5586,7763,3677,4156,2015,2991,2270,4400,2374,2132,2209,1878,732,1505,873,1608,2817,420471,130183,0,130183,183,517,1409,1631,2715,1287,3875,3128,6087,5665,13312,14049,12679,14910,10298,8429,10541,6127,7620,5721,290288,195570,94718,18441,12138,10036,4484,11222,4389,6977,1836,5178,1522,4365,3167,2106,1504,2044,1344,2121,567,722,555,221064,101969,36386,0,36386,158,30,562,391,1546,525,1142,657,4029,965,4729,4238,3249,3411,1320,1959,2517,1366,2215,1377,65583,46075,19508,4485,2860,1877,1732,2678,265,1342,378,1075,222,963,204,390,41,40,128,292,205,161,170,119095,42370,0,42370,23,64,1379,876,1951,671,2704,1389,4489,1427,5206,4222,3673,3357,4248,2022,1859,538,1972,300,76725,53248,23477,4232,2966,3375,1209,2876,1090,1799,1162,434,1062,1408,377,342,528,117,169,176,0,53,102
ACSSF,2019e1,nc,000,0086,0000009,178058,82998,34729,0,34729,137,0,41,470,733,144,432,329,442,644,3325,2279,2842,2507,2527,2312,3114,2429,4186,5836,48269,29232,19037,4974,3553,1309,1271,1699,941,736,524,561,453,686,54,108,526,198,153,315,132,319,525,95060,26656,0,26656,0,53,362,561,319,261,768,309,1053,1161,2527,1925,2540,3617,2428,1653,2330,1237,1806,1746,68404,45349,23055,5975,3772,1668,1134,1696,1377,1532,505,873,649,677,424,815,414,484,163,341,211,178,167,94311,42924,13659,0,13659,53,0,280,34,429,176,380,168,1689,686,1361,2261,1015,1477,624,689,1082,468,523,264,29265,20163,9102,2114,1592,850,823,1278,0,608,223,555,50,440,0,84,0,0,128,246,0,0,111,51387,17061,0,17061,23,0,781,265,1481,207,711,509,1866,1084,1834,1315,2089,1389,1022,894,623,126,842,0,34326,23807,10519,1595,1473,1302,616,837,276,889,737,92,943,860,130,122,248,54,78,132,0,33,102
ACSSF,2019e1,nc,000,0086,0000010,630330,304919,140340,138,140202,493,731,1753,1071,1978,2157,3302,2201,5840,4451,10684,11403,12579,12197,8537,10230,14159,9396,13440,13600,164579,106483,58096,8499,4439,5373,4315,6064,2736,3420,1491,2430,1817,3714,2320,2024,1683,1680,579,1190,741,1289,2292,325411,103527,0,103527,183,464,1047,1070,2396,1026,3107,2819,5034,4504,10785,12124,10139,11293,7870,6776,8211,4890,5814,3975,221884,150221,71663,12466,8366,8368,3350,9526,3012,5445,1331,4305,873,3688,2743,1291,1090,1560,1181,1780,356,544,388,126753,59045,22727,0,22727,105,30,282,357,1117,349,762,489,2340,279,3368,1977,2234,1934,696,1270,1435,898,1692,1113,36318,25912,10406,2371,1268,1027,909,1400,265,734,155,520,172,523,204,306,41,40,0,46,205,161,59,67708,25309,0,25309,0,64,598,611,470,464,1993,880,2623,343,3372,2907,1584,1968,3226,1128,1236,412,1130,300,42399,29441,12958,2637,1493,2073,593,2039,814,910,425,342,119,548,247,220,280,63,91,44,0,20,0
ACSSF,2019e1,nc,000,0086,0000011,348393,170653,72712,0,72712,98,182,467,337,834,1072,1407,1689,3825,2336,5564,6408,7630,8507,3060,6081,7788,4201,4914,6312,97941,70138,27803,4806,2967,3343,1840,3435,1148,1655,465,392,619,882,1677,721,883,345,363,363,289,363,1247,177740,54732,0,54732,210,141,837,206,628,1469,2647,1846,3280,2563,7453,6967,5116,4352,2746,2396,4935,1831,2845,2264,123008,88763,34245,5977,4031,3569,3487,4331,1010,1469,569,2396,1078,846,1183,721,799,471,1233,265,284,259,267,117520,57796,17169,0,17169,0,81,128,313,614,366,68,424,725,518,1835,1945,1574,1244,1470,832,1774,1394,1090,774,40627,30807,9820,2988,1812,1142,317,760,279,549,240,444,0,714,147,228,9,18,25,132,0,16,0,59724,20349,0,20349,0,0,363,105,940,354,1048,1587,2474,967,2826,2595,3920,639,357,496,573,97,658,350,39375,28805,10570,1367,1463,1828,846,928,1150,1152,443,388,10,624,93,29,68,40,13,0,0,0,128
ACSSF,2019e1,nc,000,0086,0000012,1156781,558570,247781,138,247643,728,913,2261,1878,3545,3373,5141,4219,10107,7431,19573,20090,23051,23211,14124,18623,25061,16026,22540,25748,310789,205853,104936,18279,10959,10025,7426,11198,4825,5811,2480,3383,2889,5282,4051,2853,3092,2223,1095,1868,1162,1971,4064,598211,184915,0,184915,393,658,2246,1837,3343,2756,6522,4974,9367,8228,20765,21016,17795,19262,13044,10825,15476,7958,10465,7985,413296,284333,128963,24418,16169,13605,7971,15553,5399,8446,2405,7574,2600,5211,4350,2827,2303,2515,2577,2386,851,981,822,338584,159765,53555,0,53555,158,111,690,704,2160,891,1210,1081,4754,1483,6564,6183,4823,4655,2790,2791,4291,2760,3305,2151,106210,76882,29328,7473,4672,3019,2049,3438,544,1891,618,1519,222,1677,351,618,50,58,153,424,205,177,170,178819,62719,0,62719,23,64,1742,981,2891,1025,3752,2976,6963,2394,8032,6817,7593,3996,4605,2518,2432,635,2630,650,116100,82053,34047,5599,4429,5203,2055,3804,2240,2951,1605,822,1072,2032,470,371,596,157,182,176,0,53,230
ACSSF,2019e1,nc,000,0086,0000013,97326,45352,23460,0,23460,0,0,71,0,257,10,820,424,295,152,1775,3217,1299,1808,1470,2213,1801,2057,2572,3219,21892,13530,8362,1167,1163,661,930,992,515,141,140,328,116,241,368,66,188,303,363,174,92,154,260,51974,18432,0,18432,123,0,17,220,610,183,306,489,1637,192,1303,1633,1329,1130,1209,1983,1835,1691,1633,909,33542,21928,11614,1306,983,1482,825,1282,664,1014,109,898,223,494,415,243,163,231,444,278,161,51,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0086,0000014,108165,51100,16599,0,16599,0,0,0,85,37,0,506,538,287,919,1301,1989,1292,1136,1026,704,2021,1405,1155,2198,34501,24092,10409,1329,972,897,755,1360,190,580,336,627,11,325,401,694,195,139,31,44,127,291,1105,57065,13897,0,13897,55,101,0,0,505,217,495,437,620,409,1189,869,1479,927,336,1686,903,1433,899,1337,43168,30055,13113,2629,2171,1519,837,471,376,515,777,1201,292,268,371,250,282,221,499,0,143,43,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0086,0000015,196032,92716,44199,81,44118,61,118,152,72,1184,46,434,2121,1973,1375,2492,3407,2538,6356,2264,3057,4027,2442,4697,5302,48517,28472,20045,2154,2239,2219,813,1604,880,1327,1760,757,487,577,646,248,636,649,296,446,279,696,1332,103316,35306,0,35306,0,0,18,443,519,1130,1426,1308,1717,1179,3260,3588,3348,3825,1988,3507,1982,1457,2370,2241,68010,43561,24449,3585,1986,1918,1140,2238,1623,2023,829,727,645,1478,841,1464,1370,555,354,744,315,69,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
