ACSSF,2019e1,nc,000,0179,0000001,108770,61984,5150,4740,4729,137220,96.4,90.2,89.5,90.8,,,,,,,,,88.5,11.5,2.4,0.0,1.6,0.1,0.1,0.5,0.8,6.0,93.7,6.3,0.5,0.2,0.5,0.0,0.0,2.6,0.9,1.5,10.2,4.7
ACSSF,2019e1,nc,000,0179,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000013,1973,1147,,,,2632,,,,,,,,,,,,,85.6,14.4,6.5,0.1,1.5,0.0,0.2,0.5,0.0,5.7,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000014,2729,1360,,,,1960,,,,,,,,,,,,,87.8,12.2,1.7,0.3,2.3,0.0,0.0,0.5,0.7,6.7,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000015,2499,1546,,,,3269,,,,,,,,,,,,,93.4,6.6,0.7,0.0,0.2,0.0,0.0,0.5,0.0,5.3,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000016,1014,544,,,,1293,,,,,,,,,,,,,87.1,12.9,2.5,0.0,2.6,0.0,0.0,0.5,0.5,6.7,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000017,1624,932,,,,2283,,,,,,,,,,,,,86.0,14.0,5.6,0.0,0.0,0.3,0.5,0.6,0.3,6.8,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000018,801,470,,,,1057,,,,,,,,,,,,,93.4,6.6,1.2,0.0,0.0,0.0,0.0,0.5,0.6,4.3,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000019,2107,1011,,,,1516,,,,,,,,,,,,,90.0,10.0,2.5,0.0,0.1,0.0,0.0,0.2,0.2,6.9,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000020,1413,835,,,,1967,,,,,,,,,,,,,89.1,10.9,1.2,0.0,2.7,0.0,0.2,0.3,0.7,5.9,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000021,602,361,,,,842,,,,,,,,,,,,,93.1,6.9,0.4,0.0,1.5,0.0,0.0,0.2,0.0,4.8,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000022,1188,651,,,,1415,,,,,,,,,,,,,92.4,7.6,2.1,0.0,0.3,0.0,0.0,0.7,0.0,4.6,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000023,998,534,,,,1317,,,,,,,,,,,,,90.1,9.9,3.1,0.0,1.5,0.0,0.0,0.3,0.5,4.6,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000024,2908,2296,,,,4878,,,,,,,,,,,,,88.9,11.1,0.8,0.0,3.0,0.0,0.0,0.3,0.5,6.3,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000025,1481,847,,,,2058,,,,,,,,,,,,,90.5,9.5,3.2,0.0,0.0,0.0,0.0,0.4,0.2,5.7,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000026,2403,1443,,,,3353,,,,,,,,,,,,,86.0,14.0,3.3,0.0,2.5,0.0,0.1,0.2,3.2,4.7,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000027,3823,2215,,,,4896,,,,,,,,,,,,,85.7,14.3,2.4,0.1,3.3,0.2,0.1,0.4,0.4,7.3,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000028,603,330,,,,803,,,,,,,,,,,,,88.6,11.4,1.5,0.0,1.8,0.0,0.0,0.7,0.4,7.0,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000029,2529,1497,,,,3477,,,,,,,,,,,,,90.2,9.8,2.4,0.0,0.8,0.0,0.2,0.3,1.0,5.2,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000030,4973,2749,,,,6718,,,,,,,,,,,,,84.5,15.5,4.7,0.0,2.3,0.4,0.3,0.5,0.5,6.8,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000031,2099,1094,,,,2620,,,,,,,,,,,,,86.4,13.6,1.2,0.0,6.2,0.0,0.2,0.5,0.2,5.2,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000032,1178,726,,,,1552,,,,,,,,,,,,,92.4,7.6,0.6,0.0,0.6,0.0,0.0,0.1,0.2,6.0,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000033,1899,1143,,,,2705,,,,,,,,,,,,,83.3,16.7,5.2,0.0,1.3,0.3,0.2,0.5,3.1,6.3,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000034,1403,786,,,,1977,,,,,,,,,,,,,90.2,9.8,1.2,0.0,2.8,0.0,0.0,0.6,0.1,5.1,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000035,725,433,,,,1064,,,,,,,,,,,,,90.6,9.4,1.8,0.0,0.6,0.0,0.0,0.1,1.3,5.6,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000036,9689,5753,,,,13125,,,,,,,,,,,,,90.3,9.7,0.6,0.0,1.4,0.0,0.0,0.6,0.8,6.2,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000037,1038,560,,,,1268,,,,,,,,,,,,,89.1,10.9,3.7,0.0,0.0,0.0,0.0,0.4,0.0,6.9,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000038,957,499,,,,1158,,,,,,,,,,,,,85.9,14.1,1.1,0.0,2.4,0.0,0.0,0.8,0.0,9.8,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000039,2144,1293,,,,2661,,,,,,,,,,,,,85.8,14.2,3.6,0.0,1.9,0.0,0.2,0.3,2.9,5.3,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000040,1456,731,,,,1961,,,,,,,,,,,,,88.5,11.5,2.6,0.0,0.8,0.0,0.0,1.0,0.8,6.3,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000041,1307,851,,,,2242,,,,,,,,,,,,,88.9,11.1,3.3,0.0,0.7,0.0,0.6,1.3,0.4,4.7,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000042,1506,755,,,,1820,,,,,,,,,,,,,83.1,16.9,6.6,0.0,0.0,0.0,0.3,0.6,2.3,7.2,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000043,1312,778,,,,1677,,,,,,,,,,,,,91.6,8.4,1.9,0.0,1.4,0.0,0.0,0.2,0.7,4.1,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000044,1477,1131,,,,2464,,,,,,,,,,,,,87.1,12.9,1.0,0.0,4.1,0.1,0.0,0.0,0.5,7.1,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000045,994,522,,,,1149,,,,,,,,,,,,,82.8,17.2,6.2,0.0,2.3,0.5,0.0,0.4,1.5,6.3,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000046,1415,846,,,,1941,,,,,,,,,,,,,84.2,15.8,4.2,0.3,1.9,0.3,0.0,0.5,2.5,6.1,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000047,863,448,,,,915,,,,,,,,,,,,,88.4,11.6,1.7,0.0,0.0,0.0,0.0,0.2,1.4,8.2,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000048,960,574,,,,1187,,,,,,,,,,,,,86.6,13.4,2.3,0.0,2.3,0.0,0.0,0.6,0.4,7.9,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000049,1921,1213,,,,3343,,,,,,,,,,,,,87.8,12.2,5.0,0.0,0.0,0.0,0.4,0.9,0.5,5.5,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000050,8006,5317,,,,13298,,,,,,,,,,,,,92.5,7.5,0.8,0.0,0.9,0.0,0.3,0.4,0.8,4.3,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000051,1210,641,,,,1452,,,,,,,,,,,,,91.4,8.6,0.5,0.0,0.5,0.0,0.0,0.5,0.4,6.6,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000052,658,346,,,,775,,,,,,,,,,,,,93.8,6.2,0.4,0.0,0.0,0.0,0.0,0.4,0.0,5.4,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000053,947,411,,,,992,,,,,,,,,,,,,79.5,20.5,6.0,0.0,6.8,0.0,0.2,0.1,2.4,4.9,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000054,918,574,,,,1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000055,1363,993,,,,2465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0179,0000056,7853,4528,,,,10202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
