ACSSF,2019m1,nc,000,0032,0000001,23910,3459,11969,12709,6690,15350,9688,5243,8924,13209,18805,15119,10091,6677,4084,26849,2806,10366,11700,6248,13627,8214,4910,7920,11195,17567,13498,8521,6350,4383,14937,2023,5134,5688,1490,3719,2425,1080,2765,3733,5947,5923,2446,2147,2139,4341,331,814,1292,408,1426,934,640,1176,1909,2389,2369,408,427,226,6658,917,1304,1445,911,1809,784,364,1624,1272,2304,3033,1138,733,2488,6189,540,2693,1609,744,2380,1833,746,1324,1660,1729,2244,986,524,407,10459,1477,4188,2730,2077,2288,2916,1809,3843,5717,4014,2704,2279,1614,884,23910,3459,11969,12709,6690,15350,9688,10401,13209,18805,15119,10091,6677,4084,26849,2806,10366,11700,6248,13627,8214,9540,11195,17567,13498,8521,6350,4383,14937,2023,5134,5688,1490,3719,2425,3036,3733,5947,5923,2446,2147,2139,4341,331,814,1292,408,1426,934,1332,1909,2389,2369,408,427,226,8725,1040,3043,2066,1113,2589,2059,1895,2153,2680,3742,1612,992,2468,10459,1477,4188,2730,2077,2288,2916,3877,5717,4014,2704,2279,1614,884
ACSSF,2019m1,nc,000,0032,0000002,28351,2188,9159,11493,5402,12634,8478,4981,8621,11697,15542,12849,8035,6052,3776,28956,1741,7593,9640,4915,11541,7344,4524,6975,9853,14163,11798,6746,5606,3951,12660,968,4062,5286,1192,3405,1604,807,2404,3408,4502,4967,2229,1811,2004,4285,27,774,1159,408,1435,920,640,1176,1903,2409,2337,408,427,96,6146,132,1049,1309,874,1525,661,356,1598,1277,2198,2945,773,634,2432,6094,495,1951,1608,745,2244,1709,688,1102,1453,1537,1873,903,473,377,9436,555,3252,2410,1860,1957,2420,1710,3472,5089,3312,2394,1968,1416,891,28351,2188,9159,11493,5402,12634,8478,10495,11697,15542,12849,8035,6052,3776,28956,1741,7593,9640,4915,11541,7344,8691,9853,14163,11798,6746,5606,3951,12660,968,4062,5286,1192,3405,1604,2575,3408,4502,4967,2229,1811,2004,4285,27,774,1159,408,1435,920,1299,1903,2409,2337,408,427,96,8533,518,2125,1912,1063,2414,1857,1787,2100,2472,3361,1295,851,2366,9436,555,3252,2410,1860,1957,2420,3611,5089,3312,2394,1968,1416,891
ACSSF,2019m1,nc,000,0032,0000003,24804,3187,7469,7795,3446,7538,5691,2271,4931,5961,11186,7934,5526,4698,2245,22168,2714,6209,7559,3292,6821,4788,2054,4650,5239,9501,7344,5172,4513,2077,8072,1620,3390,2737,754,2361,1828,749,1252,1821,3348,2465,1290,1185,746,1126,332,261,445,216,440,126,216,242,346,598,332,216,216,209,2598,911,773,600,247,798,523,116,420,354,557,653,777,348,638,2620,250,1915,458,76,886,862,153,602,759,642,1036,330,211,145,4570,1305,1937,1112,945,1124,1474,608,1535,2680,2027,1379,1149,489,131,24804,3187,7469,7795,3446,7538,5691,5534,5961,11186,7934,5526,4698,2245,22168,2714,6209,7559,3292,6821,4788,5323,5239,9501,7344,5172,4513,2077,8072,1620,3390,2737,754,2361,1828,1459,1821,3348,2465,1290,1185,746,1126,332,261,445,216,440,126,242,346,598,332,216,216,209,3301,928,2163,758,256,1175,1011,770,800,824,1287,821,396,653,4570,1305,1937,1112,945,1124,1474,1585,2680,2027,1379,1149,489,131
ACSSF,2019m1,nc,000,0032,0000004,23631,3307,11563,12700,6389,14982,9384,5230,8480,12918,18353,14572,10081,6480,4052,25621,2702,9772,11284,6000,13240,8067,4879,7636,11170,17237,13076,8614,6073,4362,14567,1742,4952,5724,1470,3502,2177,1066,2761,3618,5722,5749,2427,2095,2139,4328,328,819,1289,408,1415,909,640,1176,1909,2341,2369,408,427,226,6658,798,1299,1368,895,1723,721,364,1663,1245,2267,3033,1077,671,2488,6126,525,2629,1606,744,2327,1721,745,1327,1657,1573,2225,974,508,407,10357,1273,4131,2625,2081,2231,2823,1819,3795,5657,3984,2712,2240,1614,884,23631,3307,11563,12700,6389,14982,9384,9829,12918,18353,14572,10081,6480,4052,25621,2702,9772,11284,6000,13240,8067,9105,11170,17237,13076,8614,6073,4362,14567,1742,4952,5724,1470,3502,2177,3003,3618,5722,5749,2427,2095,2139,4328,328,819,1289,408,1415,909,1332,1909,2341,2369,408,427,226,8683,905,2953,1996,1099,2440,1918,1921,2145,2516,3706,1532,919,2468,10357,1273,4131,2625,2081,2231,2823,3814,5657,3984,2712,2240,1614,884
ACSSF,2019m1,nc,000,0032,0000005,22616,2988,10506,11717,6304,14247,9242,5103,8817,12925,17465,14164,9935,6386,3907,22391,2241,9271,10000,5838,12843,7925,4833,7679,11260,15750,12446,8361,6019,4174,14084,1683,4870,5468,1395,3269,1913,927,2790,3641,5264,5542,2298,1981,2120,4351,328,819,1058,408,1414,904,640,1176,1897,2344,2364,408,427,226,6130,648,1260,1110,782,1502,677,338,1658,973,1987,2834,845,619,2500,5841,423,2403,1596,696,2280,1755,745,1106,1549,1611,1875,948,511,401,10161,1182,3757,2657,2141,2046,2766,1717,3679,5805,3835,2412,2165,1642,894,22616,2988,10506,11717,6304,14247,9242,9939,12925,17465,14164,9935,6386,3907,22391,2241,9271,10000,5838,12843,7925,9024,11260,15750,12446,8361,6019,4174,14084,1683,4870,5468,1395,3269,1913,2968,3641,5264,5542,2298,1981,2120,4351,328,819,1058,408,1414,904,1332,1897,2344,2364,408,427,226,8070,726,2632,1855,1012,2461,1935,1930,1844,2364,3518,1327,880,2485,10161,1182,3757,2657,2141,2046,2766,3689,5805,3835,2412,2165,1642,894
ACSSF,2019m1,nc,000,0032,0000006,18553,1157,6520,9347,4750,9483,6555,3632,6810,8884,9737,9470,5858,4775,3174,18574,985,5117,7770,4075,8354,5830,3290,5164,7701,9353,8118,5139,4403,3146,7910,506,3279,2955,846,2564,1379,650,1587,2665,3459,3660,1508,1011,1568,4068,216,658,948,388,1423,905,640,1043,1552,2115,2047,408,427,216,5074,216,843,847,641,1036,665,294,1498,816,1827,2485,382,231,2506,4119,54,1679,1229,629,2003,1514,650,549,1133,1002,1509,816,376,367,7678,474,2802,1967,1484,976,1744,955,2788,3894,2788,1765,1676,1067,882,18553,1157,6520,9347,4750,9483,6555,7781,8884,9737,9470,5858,4775,3174,18574,985,5117,7770,4075,8354,5830,5937,7701,9353,8118,5139,4403,3146,7910,506,3279,2955,846,2564,1379,1826,2665,3459,3660,1508,1011,1568,4068,216,658,948,388,1423,905,1194,1552,2115,2047,408,427,216,6587,54,1784,1308,887,2215,1595,1613,1527,1991,2997,898,462,2456,7678,474,2802,1967,1484,976,1744,2818,3894,2788,1765,1676,1067,882
ACSSF,2019m1,nc,000,0032,0000007,18432,2883,10067,9047,4730,10328,6511,3404,5743,9974,13871,10575,7152,4991,3618,17546,2120,8321,8702,4305,9553,5571,3207,5479,8756,12696,9401,6265,4739,3209,11221,1592,4540,4242,974,2292,1494,663,2241,2614,3811,3726,1724,1774,1432,1891,328,377,426,115,614,153,216,491,915,846,999,216,216,226,2831,648,844,904,413,1074,379,208,588,534,861,1064,792,610,470,3815,418,1969,1337,337,977,933,268,808,1118,1214,965,414,346,151,6311,1102,2465,1556,1539,1852,1983,1400,2269,3871,2827,1858,1540,1115,189,18432,2883,10067,9047,4730,10328,6511,6536,9974,13871,10575,7152,4991,3618,17546,2120,8321,8702,4305,9553,5571,6438,8756,12696,9401,6265,4739,3209,11221,1592,4540,4242,974,2292,1494,2324,2614,3811,3726,1724,1774,1432,1891,328,377,426,115,614,153,491,915,846,999,216,216,226,4495,726,2243,1565,647,1382,1010,1024,1178,1410,1467,854,782,502,6311,1102,2465,1556,1539,1852,1983,2519,3871,2827,1858,1540,1115,189
ACSSF,2019m1,nc,000,0032,0000008,9139,2196,3526,6136,1755,4105,3453,1254,3229,3644,6057,4316,2865,2765,1360,9164,2003,2874,5428,1599,3657,3060,971,2814,3093,5739,4050,2663,2734,1286,4283,681,1443,1772,343,1266,993,314,519,809,1936,1427,597,598,247,765,216,111,590,216,35,91,216,216,81,408,243,216,216,216,2472,471,483,979,327,891,314,155,167,849,972,781,524,214,476,1899,303,943,443,238,678,562,216,651,674,417,1124,196,48,107,2857,530,1024,850,378,848,565,566,761,1356,820,1020,567,196,99,9139,2196,3526,6136,1755,4105,3453,3368,3644,6057,4316,2865,2765,1360,9164,2003,2874,5428,1599,3657,3060,2850,3093,5739,4050,2663,2734,1286,4283,681,1443,1772,343,1266,993,676,809,1936,1427,597,598,247,765,216,111,590,216,35,91,216,81,408,243,216,216,216,3302,528,1078,1117,404,1191,643,685,1131,1072,1354,574,219,487,2857,530,1024,850,378,848,565,862,1356,820,1020,567,196,99
ACSSF,2019m1,nc,000,0032,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6954,735,1899,3280,894,2067,929,1861,1907,3398,2516,1596,1408,893,6309,673,1445,2877,874,1919,802,1696,1182,3441,2218,1469,1283,896,2392,236,632,1274,202,711,314,462,439,993,721,431,453,123,180,216,216,216,216,216,65,216,29,151,64,216,216,216,2061,207,479,303,227,766,112,193,847,780,987,323,62,107,1655,70,762,606,98,237,406,503,881,354,479,183,68,216
ACSSF,2019m1,nc,000,0032,0000010,9050,2108,2754,5243,1591,3607,3348,1113,2557,3121,5098,3909,2272,2497,1039,8909,1879,2403,4342,1423,3310,2946,805,2174,2902,4746,3656,2073,2501,937,3460,616,1393,1363,329,1073,953,294,384,743,1588,1372,507,372,209,723,216,111,590,216,35,64,216,216,74,375,232,216,216,216,1725,469,427,917,327,436,300,116,136,160,626,531,466,200,476,1545,223,851,395,76,678,543,216,624,636,317,712,42,48,216,2456,538,752,664,351,806,343,553,604,1116,740,814,519,185,99,9050,2108,2754,5243,1591,3607,3348,2878,3121,5098,3909,2272,2497,1039,8909,1879,2403,4342,1423,3310,2946,2258,2902,4746,3656,2073,2501,937,3460,616,1393,1363,329,1073,953,549,743,1588,1372,507,372,209,723,216,111,590,216,35,64,216,74,375,232,216,216,216,2398,520,951,1049,336,816,623,651,662,707,875,466,206,476,2456,538,752,664,351,806,343,790,1116,740,814,519,185,99
