ACSSF,2019e1,nc,000,0071,0000001,2630365,369154,135813,74702,10136,25613,38953,61111,233341,42475,31985,6475,6835,18675,10490,190866,157898,23921,44014,89963,32968,86148,46967,25230,3441,6558,15231,21737,39181,7776,5318,966,1591,2761,2458,31405,24407,3470,3759,17178,6998,145101,84361,41313,8552,9773,22988,43048,60740,15540,9970,2145,1657,6168,5570,45200,31631,3374,4289,23968,13569,2029962,1658938,608749,115050,96754,396945,1050189,371024,117421,57867,12028,6783,39056,59554,253603,121194,15850,10285,95059,132409,2630365,253781,82505,41355,23403,16004,1743,171276,27171,8942,14826,3208,195,144105,34345,73848,31468,4444,2376584,1843574,1183202,542705,109679,7988,533010,156041,83307,64765,7588,381,376969,205226,152871,18364,508,2630365,369154,135813,233341,42475,190866,86148,46967,39181,7776,31405,145101,84361,60740,15540,45200,2029962,1658938,371024,117421,253603,2630365,253781,82505,41355,41150,171276,27171,8942,18229,144105,34345,109760,2376584,1843574,1183202,660372,533010,156041,83307,72734,376969,205226,171743
ACSSF,2019e1,nc,000,0071,0000002,1693752,240557,78500,45947,6012,16115,23820,32553,162057,26630,19448,4078,3864,11506,7182,135427,114116,16687,33020,64409,21311,54370,26605,16561,1913,4080,10568,10044,27765,5216,3680,351,1239,2090,1536,22549,17856,1971,2796,13089,4693,91642,48968,25935,5940,6982,13013,23033,42674,9978,6029,1401,844,3784,3949,32696,23265,2206,3493,17566,9431,1307183,1044465,412468,79767,65388,267313,631997,262718,77657,39386,8045,4249,27092,38271,185061,91554,12622,7497,71435,93507,1693752,165723,47784,22030,13457,11324,973,117939,15868,5157,8882,1747,82,102071,20783,53705,24454,3129,1528029,1150754,699390,374533,71994,4837,377275,103613,53932,44462,4931,288,273662,143065,116260,13994,343,1693752,240557,78500,162057,26630,135427,54370,26605,27765,5216,22549,91642,48968,42674,9978,32696,1307183,1044465,262718,77657,185061,1693752,165723,47784,22030,25754,117939,15868,5157,10711,102071,20783,81288,1528029,1150754,699390,451364,377275,103613,53932,49681,273662,143065,130597
ACSSF,2019e1,nc,000,0071,0000003,936613,128597,57313,28755,4124,9498,15133,28558,71284,15845,12537,2397,2971,7169,3308,55439,43782,7234,10994,25554,11657,31778,20362,8669,1528,2478,4663,11693,11416,2560,1638,615,352,671,922,8856,6551,1499,963,4089,2305,53459,35393,15378,2612,2791,9975,20015,18066,5562,3941,744,813,2384,1621,12504,8366,1168,796,6402,4138,722779,614473,196281,35283,31366,129632,418192,108306,39764,18481,3983,2534,11964,21283,68542,29640,3228,2788,23624,38902,936613,88058,34721,19325,9946,4680,770,53337,11303,3785,5944,1461,113,42034,13562,20143,7014,1315,848555,692820,483812,168172,37685,3151,155735,52428,29375,20303,2657,93,103307,62161,36611,4370,165,936613,128597,57313,71284,15845,55439,31778,20362,11416,2560,8856,53459,35393,18066,5562,12504,722779,614473,108306,39764,68542,936613,88058,34721,19325,15396,53337,11303,3785,7518,42034,13562,28472,848555,692820,483812,209008,155735,52428,29375,23053,103307,62161,41146
ACSSF,2019e1,nc,000,0071,0000004,2478259,342718,125521,69710,9539,23568,36603,55811,217197,39541,30024,5965,6285,17774,9517,177656,147324,21993,40950,84381,30332,78972,42379,23914,3284,5953,14677,18465,36593,7339,5061,884,1473,2704,2278,29254,22864,3372,3468,16024,6390,134607,78225,38263,7982,9095,21186,39962,56382,14412,9307,2108,1559,5640,5105,41970,29513,3184,4152,22177,12457,1921962,1568177,583519,110461,93822,379236,984658,353785,111888,55576,11540,6345,37691,56312,241897,116512,15720,9964,90828,125385,2478259,236995,76651,37875,21902,15214,1660,160344,25256,7967,14180,2914,195,135088,31827,69763,29063,4435,2241264,1737651,1105562,520813,103976,7300,503613,147924,78533,61687,7416,288,355689,191984,145300,17897,508,2478259,342718,125521,217197,39541,177656,78972,42379,36593,7339,29254,134607,78225,56382,14412,41970,1921962,1568177,353785,111888,241897,2478259,236995,76651,37875,38776,160344,25256,7967,17289,135088,31827,103261,2241264,1737651,1105562,632089,503613,147924,78533,69391,355689,191984,163705
ACSSF,2019e1,nc,000,0071,0000005,2124898,277801,102528,57012,7569,20181,29262,45516,175273,31217,23367,4343,4599,14425,7850,144056,119175,17850,30513,70812,24881,66642,35402,20803,2780,5197,12826,14599,31240,6335,4490,552,1414,2524,1845,24905,19800,2823,2798,14179,5105,113634,65701,33148,7462,8388,17298,32553,47933,12133,7770,2108,995,4667,4363,35800,25570,2566,4015,18989,10230,1666821,1360382,522027,99725,84818,337484,838355,306439,96474,49275,10643,5276,33356,47199,209965,103026,13574,9056,80396,106939,2124898,190470,63388,31140,17467,13370,1411,127082,19499,6756,10373,2288,82,107583,25155,56742,22236,3450,1934428,1500625,935860,465571,92870,6324,433803,126660,65746,55049,5727,138,307143,162517,128077,16041,508,2124898,277801,102528,175273,31217,144056,66642,35402,31240,6335,24905,113634,65701,47933,12133,35800,1666821,1360382,306439,96474,209965,2124898,190470,63388,31140,32248,127082,19499,6756,12743,107583,25155,82428,1934428,1500625,935860,564765,433803,126660,65746,60914,307143,162517,144626
ACSSF,2019e1,nc,000,0071,0000006,800420,116164,34037,20884,3173,8426,9285,13153,82127,13949,10726,2553,1579,6594,3223,68178,58845,8551,14838,35456,9333,29149,11801,8125,1598,1814,4713,3676,17348,2687,2105,237,770,1098,582,14661,12108,1351,2188,8569,2553,44880,21642,12500,3236,3214,6050,9142,23238,5222,3051,317,627,2107,2171,18016,13146,999,2370,9777,4870,610227,469226,190094,39756,31647,118691,279132,141001,39322,20330,5305,2401,12624,18992,101679,51763,6859,4023,40881,49916,800420,79941,20413,9037,5264,5483,629,59528,8018,2088,4546,1302,82,51510,9111,29624,10349,2426,720479,516293,305048,176028,32946,2271,204186,53162,26718,23807,2577,60,151024,76863,65657,8296,208,800420,116164,34037,82127,13949,68178,29149,11801,17348,2687,14661,44880,21642,23238,5222,18016,610227,469226,141001,39322,101679,800420,79941,20413,9037,11376,59528,8018,2088,5930,51510,9111,42399,720479,516293,305048,211245,204186,53162,26718,26444,151024,76863,74161
ACSSF,2019e1,nc,000,0071,0000007,1324478,161637,68491,36128,4396,11755,19977,32363,93146,17268,12641,1790,3020,7831,4627,75878,60330,9299,15675,35356,15548,37493,23601,12678,1182,3383,8113,10923,13892,3648,2385,315,644,1426,1263,10244,7692,1472,610,5610,2552,68754,44059,20648,4226,5174,11248,23411,24695,6911,4719,1791,368,2560,2192,17784,12424,1567,1645,9212,5360,1056594,891156,331933,59969,53171,218793,559223,165438,57152,28945,5338,2875,20732,28207,108286,51263,6715,5033,39515,57023,1324478,110529,42975,22103,12203,7887,782,67554,11481,4668,5827,986,0,56073,16044,27118,11887,1024,1213949,984332,630812,289543,59924,4053,229617,73498,39028,31242,3150,78,156119,85654,62420,7745,300,1324478,161637,68491,93146,17268,75878,37493,23601,13892,3648,10244,68754,44059,24695,6911,17784,1056594,891156,165438,57152,108286,1324478,110529,42975,22103,20872,67554,11481,4668,6813,56073,16044,40029,1213949,984332,630812,353520,229617,73498,39028,34470,156119,85654,70465
ACSSF,2019e1,nc,000,0071,0000008,353361,64917,22993,12698,1970,3387,7341,10295,41924,8324,6657,1622,1686,3349,1667,33600,28149,4143,10437,13569,5451,12330,6977,3111,504,756,1851,3866,5353,1004,571,332,59,180,433,4349,3064,549,670,1845,1285,20973,12524,5115,520,707,3888,7409,8449,2279,1537,0,564,973,742,6170,3943,618,137,3188,2227,255141,207795,61492,10736,9004,41752,146303,47346,15414,6301,897,1069,4335,9113,31932,13486,2146,908,10432,18446,353361,46525,13263,6735,4435,1844,249,33262,5757,1211,3807,626,113,27505,6672,13021,6827,985,306836,237026,169702,55242,11106,976,69810,21264,12787,6638,1689,150,48546,29467,17223,1856,0,353361,64917,22993,41924,8324,33600,12330,6977,5353,1004,4349,20973,12524,8449,2279,6170,255141,207795,47346,15414,31932,353361,46525,13263,6735,6528,33262,5757,1211,4546,27505,6672,20833,306836,237026,169702,67324,69810,21264,12787,8477,48546,29467,19079
ACSSF,2019e1,nc,000,0071,0000009,77553,18106,4402,2091,228,572,1291,2311,13704,1514,758,127,283,348,756,12190,9917,1419,4165,4333,2273,2483,1587,780,0,68,712,807,896,57,30,0,0,30,27,839,585,195,207,183,254,3653,1392,403,102,39,262,989,2261,701,481,0,190,291,220,1560,772,37,29,706,788,53311,41385,11094,2424,1836,6834,30291,11926,2862,1082,97,180,805,1780,9064,3760,189,220,3351,5304,77553,13950,2944,1695,1084,165,0,11006,918,400,340,178,0,10088,1887,4933,3144,124,63603,45822,33464,9763,2503,92,17781,4216,2805,1153,108,150,13565,8232,4910,423,0,77553,18106,4402,13704,1514,12190,2483,1587,896,57,839,3653,1392,2261,701,1560,53311,41385,11926,2862,9064,77553,13950,2944,1695,1249,11006,918,400,518,10088,1887,8201,63603,45822,33464,12358,17781,4216,2805,1411,13565,8232,5333
ACSSF,2019e1,nc,000,0071,0000010,275808,46811,18591,10607,1742,2815,6050,7984,28220,6810,5899,1495,1403,3001,911,21410,18232,2724,6272,9236,3178,9847,5390,2331,504,688,1139,3059,4457,947,541,332,59,150,406,3510,2479,354,463,1662,1031,17320,11132,4712,418,668,3626,6420,6188,1578,1056,0,374,682,522,4610,3171,581,108,2482,1439,201830,166410,50398,8312,7168,34918,116012,35420,12552,5219,800,889,3530,7333,22868,9726,1957,688,7081,13142,275808,32575,10319,5040,3351,1679,249,22256,4839,811,3467,448,113,17417,4785,8088,3683,861,243233,191204,136238,45479,8603,884,52029,17048,9982,5485,1581,0,34981,21235,12313,1433,0,275808,46811,18591,28220,6810,21410,9847,5390,4457,947,3510,17320,11132,6188,1578,4610,201830,166410,35420,12552,22868,275808,32575,10319,5040,5279,22256,4839,811,4028,17417,4785,12632,243233,191204,136238,54966,52029,17048,9982,7066,34981,21235,13746
